country,region,subregion,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio,projection_end_date
US,NY,New York City,23680,23894,23697,24712,2020-04-07,814,130.0,2020-11-01
US,CA,Los Angeles,5732,7533,6531,9200,2020-08-12,113,1.4,2020-11-01
Canada,,Quebec,5750,5932,5768,6505,2020-05-31,202,,2020-11-01
US,IL,Cook,5045,5505,5089,6330,2020-05-13,140,14.3,2020-11-01
US,AZ,Maricopa,2924,3723,3310,4274,2020-08-12,111,1.6,2020-11-01
US,TX,Harris,2153,3296,2631,4263,2020-08-12,63,2.0,2020-11-01
US,FL,Miami-Dade,2372,3011,2701,3510,2020-07-31,96,1.2,2020-11-01
US,MI,Wayne,2874,3000,2900,3284,2020-04-22,173,35.3,2020-11-01
Canada,,Ontario,2855,2970,2867,3286,2020-05-04,120,9.2,2020-11-01
US,MA,Middlesex,2062,2221,2086,2533,2020-04-25,201,,2020-11-01
US,NY,Nassau,2197,2211,2201,2262,2020-04-07,338,68.0,2020-11-01
US,NJ,Essex,2111,2154,2123,2254,2020-06-25,247,47.8,2020-11-01
US,NJ,Bergen,2032,2078,2042,2193,2020-06-25,265,43.1,2020-11-01
US,NY,Suffolk,2001,2024,2006,2084,2020-05-06,226,,2020-11-01
US,PA,Philadelphia,1749,1867,1767,2116,2020-05-01,97,,2020-11-01
US,NV,Clark,1111,1809,1469,2279,2020-08-20,37,1.3,2020-11-01
US,TX,Bexar,1062,1725,1363,2258,2020-07-27,158,0.9,2020-11-01
US,FL,Broward,1175,1637,1405,1972,2020-08-16,40,3.0,2020-11-01
US,CA,Orange,956,1609,1245,2268,2020-08-06,32,1.3,2020-11-01
US,NJ,Hudson,1506,1532,1514,1579,2020-04-19,178,,2020-11-01
US,CA,Riverside,1007,1530,1253,1972,2020-08-24,45,1.0,2020-11-01
US,NY,Westchester,1450,1465,1454,1509,2020-04-06,144,40.2,2020-11-01
US,TX,Dallas,938,1432,1159,1833,2020-07-29,36,0.9,2020-11-01
US,FL,Palm Beach,1099,1427,1248,1753,2020-08-07,27,2.3,2020-11-01
US,CA,San Bernardino,716,1249,957,1654,2020-08-22,62,9.6,2020-11-01
US,MA,Suffolk,1106,1192,1125,1333,2020-04-25,106,27.2,2020-11-01
US,TX,Tarrant,599,1043,811,1368,2020-08-26,16,0.8,2020-11-01
US,CA,San Diego,676,962,795,1275,2020-04-22,24,1.7,2020-11-01
US,WA,King,723,877,741,1137,2020-03-28,27,11.4,2020-11-01
US,FL,Hillsborough,541,763,643,941,2020-07-16,40,8.3,2020-11-01
US,LA,Orleans,576,599,584,635,2020-04-14,32,6.8,2020-11-01
US,CA,Sacramento,274,589,396,939,2020-08-17,19,0.6,2020-11-01
US,FL,Orange,370,543,451,703,2020-08-06,25,6.8,2020-11-01
US,CA,Alameda,247,397,306,550,2020-08-06,13,1.0,2020-11-01
US,CA,Santa Clara,245,393,305,574,2020-07-14,13,0.6,2020-11-01
Canada,,Alberta,237,351,271,492,2020-05-04,9,,2020-11-01
Canada,,British Columbia,204,253,211,346,2020-04-13,11,,2020-11-01
US,NV,Washoe,136,197,160,257,2020-05-25,6,0.4,2020-11-01
