country,region,subregion,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio,projection_end_date
Brazil,,,61884,132131,103791,196987,2020-06-04,1473,0.9,2020-10-01
India,,,18213,93022,38788,190814,2020-06-16,2003,2.6,2020-10-01
Mexico,,,29189,86316,60552,125730,2020-06-03,1092,1.1,2020-10-01
United Kingdom,,,44080,48561,44880,52146,2020-04-21,1172,10.5,2020-10-01
Italy,,,34818,36478,35063,40248,2020-03-27,919,27.3,2020-10-01
France,,,29878,30877,29909,35459,2020-04-15,1438,64.1,2020-10-01
Spain,,,28368,29207,28417,31194,2020-06-19,1179,217.0,2020-10-01
Peru,,,10045,22458,15864,32130,2020-06-14,380,1.0,2020-10-01
Colombia,,,3650,20953,12503,28378,2020-06-28,310,1.4,2020-10-01
Iran,,,11106,20334,16518,26127,2020-06-29,162,1.0,2020-10-01
Russia,,,9668,19137,12762,31163,2020-05-29,232,1.0,2020-10-01
South Africa,,,2844,14383,7397,20613,2020-08-20,145,1.5,2020-10-01
Pakistan,,,4551,13257,8167,21228,2020-06-14,178,1.5,2020-10-01
Egypt,,,3120,13225,7693,20849,2020-09-01,129,1.5,2020-10-01
Chile,,,5920,13014,7952,18946,2020-06-08,627,1.0,2020-10-01
Germany,,,9006,10444,9081,13511,2020-04-15,510,22.0,2020-10-01
Canada,,,8700,10195,8942,13046,2020-04-16,251,7.7,2020-10-01
Belgium,,,9761,10030,9784,10763,2020-04-10,496,44.7,2020-10-01
Indonesia,,,2987,9043,4878,14839,2020-09-28,88,1.7,2020-10-01
Bangladesh,,,1926,8438,4419,14249,2020-08-19,78,2.1,2020-10-01
Turkey,,,5167,7764,5482,12758,2020-04-19,127,6.8,2020-10-01
Bolivia,,,1271,7014,3387,10779,2020-07-01,78,1.1,2020-10-01
Argentina,,,1385,6937,3517,12451,2020-09-16,79,2.3,2020-10-01
Ecuador,,,4639,6522,4938,10941,2020-05-10,410,1.4,2020-10-01
Netherlands,,,6132,6460,6169,7088,2020-04-07,234,,2020-10-01
Sweden,,,5411,6361,5806,7604,2020-04-21,185,2.2,2020-10-01
Saudi Arabia,,,1752,5218,3192,7179,2020-07-02,54,0.8,2020-10-01
China,,,4641,4647,4641,4679,2020-04-17,1290,,2020-10-01
Romania,,,1687,3752,2369,4915,2020-05-08,35,1.4,2020-10-01
Honduras,,,591,3373,2257,5098,2020-07-02,49,0.7,2020-10-01
Poland,,,1492,3043,1887,4484,2020-04-24,40,1.3,2020-10-01
Ukraine,,,1200,2976,1777,4748,2020-06-17,31,1.8,2020-10-01
Dominican Republic,,,765,2916,1075,5606,2020-04-12,38,3.0,2020-10-01
Philippines,,,1274,2691,1426,5044,2020-04-12,50,4.8,2020-10-01
Panama,,,667,2570,1563,3540,2020-08-25,24,1.1,2020-10-01
Algeria,,,928,2113,1278,4208,2020-04-09,30,2.8,2020-10-01
Switzerland,,,1965,2053,1977,2384,2020-04-04,75,,2020-10-01
Nigeria,,,616,1954,886,4189,2020-06-16,31,1.2,2020-10-01
Portugal,,,1587,1946,1655,2561,2020-04-03,37,3.9,2020-10-01
Ireland,,,1738,1822,1746,2198,2020-04-24,220,,2020-10-01
Moldova,,,560,1377,963,2033,2020-06-20,14,1.0,2020-10-01
Japan,,,977,1214,981,1762,2020-05-04,49,23.0,2020-10-01
Belarus,,,405,861,550,1629,2020-07-02,7,0.7,2020-10-01
Austria,,,705,808,720,969,2020-04-08,30,,2020-10-01
Hungary,,,587,773,612,1107,2020-04-24,23,13.0,2020-10-01
Denmark,,,606,672,621,826,2020-04-04,22,,2020-10-01
Bulgaria,,,232,617,345,957,2020-06-05,12,,2020-10-01
Kuwait,,,359,589,405,998,2020-05-30,11,6.0,2020-10-01
Serbia,,,287,481,327,742,2020-04-01,12,0.8,2020-10-01
Czechia,,,353,462,363,598,2020-04-14,18,2.2,2020-10-01
Israel,,,324,438,338,694,2020-04-18,13,4.0,2020-10-01
United Arab Emirates,,,317,431,337,745,2020-05-10,13,7.0,2020-10-01
Finland,,,328,366,334,471,2020-04-21,43,,2020-10-01
South Korea,,,282,356,283,568,2020-03-02,11,,2020-10-01
Norway,,,251,272,257,311,2020-04-20,16,,2020-10-01
Morocco,,,229,272,236,409,2020-03-27,12,6.0,2020-10-01
Malaysia,,,121,271,135,470,2020-03-29,8,,2020-10-01
Greece,,,192,222,203,270,2020-04-03,10,,2020-10-01
Croatia,,,110,169,121,224,2020-04-19,8,1.0,2020-10-01
Slovenia,,,111,122,113,151,2020-04-07,6,,2020-10-01
Luxembourg,,,110,118,112,137,2020-04-11,8,,2020-10-01
Australia,,,104,116,104,154,2020-04-23,8,,2020-10-01
Lithuania,,,78,110,86,152,2020-04-10,6,,2020-10-01
Cuba,,,86,103,90,138,2020-04-24,6,,2020-10-01
Estonia,,,69,88,75,149,2020-04-02,6,,2020-10-01
Latvia,,,30,46,32,79,2020-04-21,4,,2020-10-01
Slovakia,,,28,35,28,59,2020-04-15,4,,2020-10-01
Cyprus,,,19,29,20,46,2020-03-30,2,,2020-10-01
Malta,,,9,13,11,15,2020-05-29,2,,2020-10-01
Iceland,,,10,13,10,19,2020-03-15,5,,2020-10-01
