country,region,subregion,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio,projection_end_date
US,NY,New York City,22470,23678,22607,27090,2020-04-25,936,25.8,2020-10-01
US,CA,Los Angeles,3305,7432,4184,11959,2020-04-18,79,2.5,2020-10-01
Canada,,Quebec,5448,6896,5704,8694,2020-05-31,202,,2020-10-01
US,IL,Cook,4542,6554,5212,7551,2020-05-13,140,12.8,2020-10-01
Canada,,Ontario,2717,3552,2813,5227,2020-05-04,120,9.5,2020-10-01
US,MI,Wayne,2710,3193,2758,4131,2020-04-22,173,35.5,2020-10-01
US,AZ,Maricopa,746,2651,1678,3995,2020-05-08,34,4.6,2020-10-01
US,PA,Philadelphia,1592,2584,1793,4208,2020-05-01,97,28.0,2020-10-01
US,MA,Middlesex,1855,2488,1967,3690,2020-04-25,201,7.3,2020-10-01
US,FL,Miami-Dade,953,2444,1385,3488,2020-04-16,37,3.2,2020-10-01
US,NY,Suffolk,1978,2422,2014,3366,2020-05-06,226,,2020-10-01
US,NJ,Bergen,1983,2418,2021,3241,2020-06-25,265,,2020-10-01
US,NY,Nassau,2182,2371,2203,3285,2020-04-07,338,,2020-10-01
US,NJ,Essex,2021,2304,2066,2863,2020-06-25,247,16.0,2020-10-01
US,NJ,Hudson,1449,1658,1485,2080,2020-04-19,178,35.0,2020-10-01
US,TX,Harris,371,1640,1177,2377,2020-08-25,16,8.0,2020-10-01
US,NY,Westchester,1419,1540,1437,2010,2020-04-06,144,,2020-10-01
US,FL,Palm Beach,503,1532,899,2098,2020-04-08,18,1.2,2020-10-01
US,CA,Orange,326,1397,729,2076,2020-06-24,26,4.3,2020-10-01
US,MA,Suffolk,1004,1252,1048,1717,2020-04-25,106,,2020-10-01
US,CA,Riverside,438,1224,642,2117,2020-04-27,23,,2020-10-01
US,TX,Dallas,351,1205,639,1862,2020-06-02,16,,2020-10-01
US,CA,San Diego,361,873,456,1545,2020-04-22,24,7.0,2020-10-01
US,WA,King,610,848,657,1198,2020-03-28,27,,2020-10-01
US,FL,Broward,382,816,470,1323,2020-05-08,18,,2020-10-01
US,NV,Clark,410,776,474,1352,2020-04-12,25,,2020-10-01
US,TX,Tarrant,225,661,387,1058,2020-06-10,11,5.0,2020-10-01
US,FL,Hillsborough,132,636,361,950,2020-09-02,6,,2020-10-01
US,CA,San Bernardino,249,610,315,1033,2020-05-13,18,5.0,2020-10-01
US,LA,Orleans,531,590,549,732,2020-04-14,32,14.0,2020-10-01
US,TX,Bexar,109,392,212,602,2020-04-08,6,1.0,2020-10-01
US,CA,Alameda,133,350,161,1112,2020-04-15,13,1.3,2020-10-01
US,CA,Santa Clara,155,255,176,506,2020-04-22,11,,2020-10-01
Canada,,British Columbia,174,254,187,468,2020-04-13,11,,2020-10-01
Canada,,Alberta,154,244,166,468,2020-05-04,9,,2020-10-01
US,NV,Washoe,74,144,85,288,2020-05-25,6,,2020-10-01
US,FL,Orange,56,125,67,215,2020-04-15,5,,2020-10-01
US,CA,Sacramento,66,104,71,260,2020-04-09,11,,2020-10-01
