country,region,subregion,daily_deaths,daily_deaths_lower,daily_deaths_upper
US,CA,Los Angeles,28,12,44
US,IL,Cook,20,11,26
US,NY,New York City,20,5,64
US,AZ,Maricopa,15,11,19
Canada,,Quebec,13,5,20
US,FL,Miami-Dade,9,6,13
Canada,,Ontario,9,2,19
US,CA,Orange,8,5,10
US,TX,Harris,7,5,9
US,MA,Middlesex,7,3,12
US,PA,Philadelphia,6,3,9
US,FL,Palm Beach,5,3,7
US,TX,Dallas,5,3,7
US,CA,Riverside,4,2,5
US,MI,Wayne,4,0,6
US,CA,San Diego,3,1,5
US,MA,Suffolk,3,1,5
US,FL,Hillsborough,3,1,4
US,TX,Tarrant,3,1,4
US,NY,Suffolk,3,0,7
US,NJ,Bergen,3,0,6
US,NJ,Hudson,3,0,5
US,NV,Clark,2,1,4
US,CA,San Bernardino,2,1,3
US,TX,Bexar,2,1,3
US,NY,Nassau,2,0,7
US,NJ,Essex,2,0,4
US,FL,Broward,2,0,3
US,NY,Westchester,1,0,4
Canada,,British Columbia,1,0,2
US,CA,Alameda,1,0,2
US,LA,Orleans,1,0,2
US,WA,King,1,0,2
Canada,,Alberta,0,0,2
US,CA,Sacramento,0,0,1
US,CA,Santa Clara,0,0,1
US,FL,Orange,0,0,1
US,NV,Washoe,0,0,1
