country,region,subregion,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio,projection_end_date
US,,,116124,191191,143773,272584,2020-04-29,2620,5.7,2020-10-01
US,NY,,30856,32916,31057,38077,2020-04-07,1077,30.9,2020-10-01
US,CA,,5114,16719,7374,31429,2020-04-22,139,8.8,2020-10-01
US,NJ,,12708,15649,13421,19203,2020-04-30,457,5.8,2020-10-01
US,IL,,6326,11785,7803,17493,2020-05-13,191,6.8,2020-10-01
US,MA,,7647,9775,8212,13039,2020-04-19,302,7.6,2020-10-01
US,PA,,6243,9507,6819,16013,2020-05-05,341,4.9,2020-10-01
US,FL,,2938,8465,4007,16554,2020-04-23,94,8.6,2020-10-01
US,MI,,6018,7121,6259,9392,2020-04-22,241,73.5,2020-10-01
US,GA,,2494,5977,3390,11300,2020-04-07,100,0.9,2020-10-01
US,MD,,2947,5373,3523,8249,2020-05-02,171,7.2,2020-10-01
US,OH,,2575,5288,3173,9276,2020-04-29,138,2.9,2020-10-01
US,CT,,4204,5234,4506,6922,2020-04-20,204,33.3,2020-10-01
US,TX,,2001,4334,2615,9505,2020-05-14,63,1.7,2020-10-01
US,LA,,3018,4270,3304,6435,2020-04-14,129,16.0,2020-10-01
US,AZ,,1203,4107,1721,7737,2020-05-08,67,2.7,2020-10-01
US,IN,,2433,4011,2731,7370,2020-05-06,166,4.4,2020-10-01
US,NC,,1140,3881,1762,7642,2020-05-22,47,3.8,2020-10-01
US,VA,,1552,3626,1833,7443,2020-05-28,57,4.7,2020-10-01
US,MN,,1335,3208,1934,4816,2020-06-10,39,3.8,2020-10-01
US,CO,,1605,2953,1777,6123,2020-04-24,122,4.1,2020-10-01
US,WA,,1220,2452,1379,5562,2020-04-06,45,7.3,2020-10-01
US,AL,,774,2340,1081,4611,2020-05-12,32,17.0,2020-10-01
US,MS,,895,2151,1117,4223,2020-05-06,32,3.8,2020-10-01
US,SC,,602,2023,896,4012,2020-04-29,39,7.5,2020-10-01
US,WI,,694,1943,955,3853,2020-05-27,22,7.0,2020-10-01
US,MO,,887,1785,1060,3786,2020-05-05,29,8.5,2020-10-01
US,RI,,851,1530,1044,2284,2020-04-17,31,0.8,2020-10-01
US,KY,,505,1356,659,2888,2020-05-19,20,1.5,2020-10-01
US,TN,,482,1240,664,2374,2020-06-12,25,1.0,2020-10-01
US,NM,,440,1160,560,2312,2020-05-24,15,1.6,2020-10-01
US,IA,,658,1122,774,1943,2020-05-20,26,2.3,2020-10-01
US,NV,,465,1031,567,2090,2020-04-07,26,4.0,2020-10-01
US,NH,,320,955,427,1849,2020-05-07,22,,2020-10-01
US,DE,,423,770,488,1403,2020-05-16,15,8.0,2020-10-01
US,AR,,182,768,298,1439,2020-06-04,9,2.0,2020-10-01
US,DC,,515,762,569,1148,2020-05-08,19,,2020-10-01
US,UT,,143,624,248,1235,2020-06-12,8,1.2,2020-10-01
US,NE,,220,599,362,989,2020-06-11,21,0.8,2020-10-01
US,OK,,359,512,406,905,2020-04-21,21,,2020-10-01
US,KS,,246,400,277,771,2020-04-11,13,5.0,2020-10-01
US,OR,,180,332,207,718,2020-04-09,11,0.4,2020-10-01
US,PR,,147,216,166,348,2020-04-09,9,,2020-10-01
US,SD,,75,188,99,407,2020-05-29,5,,2020-10-01
US,ME,,101,163,120,284,2020-06-02,5,2.0,2020-10-01
US,ND,,74,151,102,246,2020-05-06,6,,2020-10-01
US,WV,,88,134,104,213,2020-04-20,6,,2020-10-01
US,ID,,87,111,96,157,2020-04-15,6,,2020-10-01
US,VT,,55,68,60,89,2020-04-16,4,,2020-10-01
US,WY,,18,28,24,35,2020-04-22,4,,2020-10-01
US,MT,,19,24,20,31,2020-03-30,4,,2020-10-01
US,HI,,17,20,18,23,2020-04-27,2,,2020-10-01
US,AK,,12,15,13,17,2020-04-04,2,,2020-10-01
US,VI,,6,8,7,9,2020-05-12,1,,2020-10-01
US,GU,,5,7,6,9,2020-04-11,1,,2020-10-01
US,MP,,2,4,3,5,2020-04-07,1,,2020-10-01
US,AS,,0,,,,,,,2020-10-01
