country,region,subregion,daily_deaths,daily_deaths_lower,daily_deaths_upper
Brazil,,,1027.26864624,707,1528
India,,,622.405973755,401,822
Mexico,,,586.171012573,434,786
Colombia,,,214.194857532,152,265
Iran,,,203.291190275,128,286
Peru,,,188.898952607,114,298
South Africa,,,141.370738838,81,184
Russia,,,136.684358633,70,243
Indonesia,,,85.9076596188,49,128
Chile,,,84.2859854842,41,141
Argentina,,,69.1567371744,50,93
Egypt,,,57.1727777029,30,93
Bolivia,,,54.7319865488,36,76
Pakistan,,,45.8223864659,27,73
Bangladesh,,,39.5803988124,19,65
Saudi Arabia,,,38.5381178175,19,64
Ecuador,,,37.8891166183,13,77
United Kingdom,,,34.991758373,3,67
Panama,,,29.8948645522,20,40
Honduras,,,26.5763949468,17,38
Philippines,,,26.3414771807,6,63
Romania,,,24.3809026647,17,33
Turkey,,,19.8023847133,5,45
Ukraine,,,16.4242755584,11,23
Serbia,,,13.4129858272,10,17
Dominican Republic,,,12.383985896,6,21
Sweden,,,11.8646823362,4,22
Algeria,,,10.1995687105,4,21
Canada,,,8.93492469544,0,17
Italy,,,8.78197658023,0,14
Nigeria,,,8.01538477371,4,16
Moldova,,,7.94840120979,4,13
Israel,,,7.8708100752,3,14
France,,,7.14880819971,0,36
Poland,,,5.62213460377,2,10
Spain,,,5.18809226204,0,21
Belarus,,,5.09185640924,3,8
Germany,,,4.91060372051,0,16
Bulgaria,,,4.18921211856,2,7
Portugal,,,3.60111040669,1,8
Morocco,,,3.28873072447,0,7
Australia,,,2.32442408111,0,6
Kuwait,,,2.19427561105,0,5
Japan,,,1.48879065583,0,5
Belgium,,,1.26734957691,0,5
Netherlands,,,1.14224968672,0,3
South Korea,,,1.06856978068,0,3
United Arab Emirates,,,0.956659067324,0,3
Hungary,,,0.700877476031,0,2
Ireland,,,0.590181102,0,3
Croatia,,,0.422541574181,0,1
Czechia,,,0.405004482202,0,1
Switzerland,,,0.400086754348,0,2
Denmark,,,0.400001942928,0,1
Austria,,,0.321036358509,0,1
Finland,,,0.258405447547,0,1
Malaysia,,,0.247056136695,0,1
China,,,0.209384263125,0,2
Greece,,,0.180955145358,0,1
Norway,,,0.171331272457,0,1
Lithuania,,,0.145113178153,0,1
Cuba,,,0.128664029743,0,1
Luxembourg,,,0.126004932199,0,1
Estonia,,,0.112432381726,0,1
Slovenia,,,0.085694495541,0,1
Latvia,,,0.0582034283052,0,1
Cyprus,,,0.0354990248375,0,1
Slovakia,,,0.0265113352984,0,1
Malta,,,0.0246334937106,0,1
Iceland,,,0.0164523099155,0,1
