country,region,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio
US,,16399,62225,37788,105160,2020-04-07,1925,1.0
US,NY,7067,17371,13376,23946,2020-04-09,799,0.9
US,NJ,1700,6426,4028,10650,2020-04-08,272,1.2
US,MI,1076,4733,2723,8766,2020-04-12,126,1.1
US,MA,503,3397,1739,6112,2020-04-07,96,1.2
US,IL,528,2913,1608,5096,2020-04-08,82,1.1
US,LA,702,2604,1578,4437,2020-04-08,70,1.3
US,GA,379,2502,1170,4342,2020-04-07,100,3.9
US,PA,338,2348,1146,4268,2020-04-07,78,2.1
US,CT,380,2252,1248,3842,2020-04-09,103,0.5
US,CA,492,1885,1044,3283,2020-04-08,68,1.0
US,FL,354,1373,734,2520,2020-04-07,60,0.8
US,IN,245,1325,651,2628,2020-04-09,42,0.8
US,OH,213,1253,738,2041,2020-04-08,26,1.2
US,TX,199,882,471,1695,2020-04-08,23,1.0
US,WA,421,881,560,2114,2020-04-01,28,1.0
US,CO,193,748,428,1354,2020-04-08,29,1.4
US,MD,138,722,360,1373,2020-04-06,24,1.3
US,AL,74,655,388,1160,2020-04-01,13,1.2
US,VA,109,616,333,1048,2020-04-09,34,0.4
US,NC,65,615,251,1322,2020-04-07,13,0.9
US,TN,94,556,270,1073,2020-04-06,21,0.8
US,WI,111,521,287,926,2020-04-04,19,1.0
US,MO,77,495,258,882,2020-04-09,19,0.6
US,RI,43,446,231,760,2020-04-09,8,0.9
US,AZ,89,413,230,779,2020-04-05,12,1.0
US,MS,76,355,156,736,2020-04-14,9,1.0
US,MN,50,342,173,597,2020-04-09,11,0.6
US,NV,80,337,180,616,2020-04-08,13,1.0
US,OK,80,327,160,709,2020-04-07,16,9.0
US,KY,73,314,169,594,2020-04-07,14,1.1
US,SC,67,259,138,474,2020-04-08,12,1.8
US,KS,42,198,90,429,2020-04-09,15,0.3
US,PR,33,189,86,370,2020-04-09,9,0.4
US,OR,44,185,89,366,2020-04-09,11,0.5
US,DE,23,175,61,390,2020-04-09,7,0.6
US,ME,16,150,77,291,2020-04-18,3,1.5
US,DC,32,150,76,299,2020-04-04,6,0.8
US,NH,18,140,48,334,2020-04-08,9,
US,IA,29,125,58,244,2020-04-05,8,1.5
US,VT,23,119,48,280,2020-04-13,3,
US,NE,14,115,45,216,2020-04-23,2,1.0
US,ID,18,107,52,207,2020-04-09,3,0.7
US,NM,16,104,44,206,2020-04-09,3,0.7
US,AR,21,103,48,210,2020-04-09,3,0.7
US,UT,13,89,35,228,2020-04-06,5,
US,WV,5,72,29,181,2020-05-05,1,1.0
US,HI,5,62,5,178,2020-05-07,1,
US,VI,1,60,37,101,2020-05-13,1,
US,AK,7,41,7,98,2020-04-04,2,
US,SD,6,40,8,114,2020-04-07,2,
US,ND,5,35,5,68,2020-04-27,1,1.0
US,MT,6,34,6,63,2020-03-30,3,
US,GU,4,33,6,90,2020-04-17,1,
US,MP,2,33,2,54,2020-04-30,1,
US,AS,0,,,,,,
US,WY,0,,,,,,
