country,region,subregion,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio,projection_end_date
Brazil,,,121381,161228,137093,197009,2020-07-29,1595,1.9,2020-11-01
India,,,65288,123368,88356,193637,2020-06-16,2003,1.2,2020-11-01
Mexico,,,64414,87289,76374,106975,2020-06-03,1092,2.5,2020-11-01
United Kingdom,,,41589,42421,41618,45690,2020-04-21,1224,330.7,2020-11-01
Italy,,,35483,36046,35508,38297,2020-03-27,919,139.3,2020-11-01
Peru,,,28788,34741,30460,41907,2020-08-14,4143,1.4,2020-11-01
France,,,30640,31872,30680,36959,2020-04-15,1438,30.4,2020-11-01
Colombia,,,19662,31076,24518,41415,2020-08-23,748,1.1,2020-11-01
Spain,,,29094,30918,29136,36525,2020-06-19,1179,10.2,2020-11-01
Iran,,,21571,27040,23147,33586,2020-07-28,235,1.8,2020-11-01
Russia,,,17128,21549,18085,30416,2020-05-29,232,2.0,2020-11-01
South Africa,,,14149,20061,16552,28280,2020-07-22,572,1.7,2020-11-01
Argentina,,,8660,18436,12456,26862,2020-08-24,381,0.9,2020-11-01
Chile,,,11289,14645,11796,22142,2020-07-17,1057,4.0,2020-11-01
Indonesia,,,7417,12362,9125,19743,2020-07-22,139,1.2,2020-11-01
Belgium,,,9895,10170,9922,11161,2020-04-10,496,320.9,2020-11-01
Germany,,,9303,9772,9337,11404,2020-04-15,510,82.0,2020-11-01
Canada,,,9173,9512,9210,10273,2020-04-16,251,20.9,2020-11-01
Turkey,,,6370,7823,6439,10461,2020-04-19,127,2.6,2020-11-01
Bolivia,,,5027,7732,6098,10223,2020-08-29,92,1.1,2020-11-01
Ecuador,,,6556,7654,6656,10046,2020-05-10,410,87.8,2020-11-01
Philippines,,,3558,7431,4771,12460,2020-07-12,162,1.8,2020-11-01
Pakistan,,,6294,6734,6322,7660,2020-06-14,178,20.8,2020-11-01
Netherlands,,,6252,6524,6272,7612,2020-04-07,234,,2020-11-01
Bangladesh,,,4281,6279,4873,8777,2020-06-30,64,1.3,2020-11-01
Egypt,,,5421,6129,5467,8695,2020-06-15,97,3.3,2020-11-01
Romania,,,3621,5891,4558,8404,2020-08-25,58,1.0,2020-11-01
Sweden,,,5808,5841,5813,5922,2020-04-14,115,-8.8,2020-11-01
Ukraine,,,2605,5229,3508,8546,2020-11-01,53,1.8,2020-11-01
Saudi Arabia,,,3897,5224,4302,6794,2020-07-05,58,1.5,2020-11-01
China,,,4723,4815,4723,5494,2020-04-17,1290,119.0,2020-11-01
Morocco,,,1141,3172,1774,5286,2020-11-01,42,1.4,2020-11-01
Honduras,,,1873,2794,2196,3846,2020-08-27,56,1.6,2020-11-01
Poland,,,2039,2747,2256,3731,2020-04-24,40,3.4,2020-11-01
Dominican Republic,,,1710,2635,2027,3775,2020-04-12,38,0.6,2020-11-01
Panama,,,2002,2541,2226,3231,2020-07-24,41,3.9,2020-11-01
Algeria,,,1510,2142,1631,3283,2020-04-09,30,1.4,2020-11-01
Switzerland,,,2006,2091,2020,2332,2020-04-04,75,60.3,2020-11-01
Japan,,,1298,2038,1446,3559,2020-05-01,29,1.5,2020-11-01
Portugal,,,1822,1999,1830,2451,2020-04-03,37,10.1,2020-11-01
Israel,,,939,1849,1203,3043,2020-08-19,73,0.9,2020-11-01
Ireland,,,1777,1831,1786,1985,2020-04-24,220,,2020-11-01
Moldova,,,995,1358,1129,1810,2020-08-25,15,2.5,2020-11-01
Bulgaria,,,629,1248,853,1935,2020-08-24,18,0.8,2020-11-01
Nigeria,,,1013,1220,1033,1518,2020-06-16,31,,2020-11-01
Australia,,,657,1073,819,1431,2020-08-30,41,2.9,2020-11-01
Belarus,,,681,985,767,1456,2020-08-16,7,1.2,2020-11-01
Serbia,,,713,896,782,1061,2020-07-10,18,3.9,2020-11-01
Austria,,,733,790,743,932,2020-04-08,30,,2020-11-01
Denmark,,,624,668,634,788,2020-04-04,22,,2020-11-01
Hungary,,,615,667,620,800,2020-04-24,23,13.9,2020-11-01
Kuwait,,,531,663,553,939,2020-05-30,11,7.2,2020-11-01
Czechia,,,424,543,451,740,2020-04-14,18,8.1,2020-11-01
Greece,,,266,496,345,801,2020-04-03,10,1.3,2020-11-01
United Arab Emirates,,,384,457,388,647,2020-05-10,13,3.7,2020-11-01
South Korea,,,324,419,329,638,2020-03-02,11,,2020-11-01
Finland,,,336,360,340,426,2020-04-21,43,9.7,2020-11-01
Norway,,,264,291,270,359,2020-04-20,16,,2020-11-01
Croatia,,,186,291,222,437,2020-04-19,8,1.1,2020-11-01
Slovenia,,,133,157,137,203,2020-04-07,6,,2020-11-01
Luxembourg,,,124,150,133,187,2020-04-11,8,,2020-11-01
Malaysia,,,127,140,130,154,2020-03-29,8,2.0,2020-11-01
Cuba,,,94,136,104,220,2020-04-24,6,,2020-11-01
Lithuania,,,86,107,91,140,2020-04-10,6,,2020-11-01
Estonia,,,64,71,68,81,2020-04-02,6,,2020-11-01
Latvia,,,34,43,36,57,2020-04-21,4,,2020-11-01
Slovakia,,,33,43,35,64,2020-04-15,4,,2020-11-01
Malta,,,12,29,18,52,2020-08-30,2,,2020-11-01
Cyprus,,,20,26,22,31,2020-03-30,2,,2020-11-01
Iceland,,,10,12,10,15,2020-03-15,5,,2020-11-01
