country,region,subregion,daily_deaths,daily_deaths_lower,daily_deaths_upper
US,CA,Los Angeles,30,12,45
US,IL,Cook,27,16,35
Canada,,Quebec,25,12,37
US,NY,New York City,17,2,29
US,AZ,Maricopa,11,7,13
Canada,,Ontario,10,3,22
US,FL,Miami-Dade,7,4,9
US,PA,Philadelphia,7,3,10
US,TX,Harris,6,4,8
US,CA,Orange,6,4,7
US,MA,Middlesex,6,3,10
US,CA,Riverside,5,3,7
US,FL,Palm Beach,5,3,6
US,TX,Dallas,4,2,6
US,NJ,Bergen,4,1,5
US,MI,Wayne,4,0,6
US,MA,Suffolk,3,1,6
US,NJ,Hudson,3,1,6
US,CA,San Diego,3,1,4
US,NV,Clark,3,1,4
US,NY,Suffolk,3,0,5
US,TX,Tarrant,2,1,4
US,FL,Broward,2,1,3
US,FL,Hillsborough,2,1,3
US,NY,Nassau,2,0,6
US,NJ,Essex,2,0,4
US,NY,Westchester,2,0,4
US,CA,San Bernardino,1,1,2
US,WA,King,1,0,3
US,CA,Alameda,1,0,2
US,LA,Orleans,1,0,2
US,TX,Bexar,1,0,2
Canada,,Alberta,0,0,1
Canada,,British Columbia,0,0,1
US,CA,Sacramento,0,0,1
US,CA,Santa Clara,0,0,1
US,FL,Orange,0,0,1
US,NV,Washoe,0,0,1
