country,region,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio
Italy,,27359,42860,33340,64366,2020-03-27,919,2.0
United Kingdom,,21745,42656,27001,88914,2020-04-10,981,1.4
Brazil,,5083,40379,14243,94820,2020-04-28,480,0.9
France,,23694,37420,27096,79080,2020-04-15,1440,2.4
Spain,,23822,32095,27535,42624,2020-04-02,961,2.8
Germany,,6314,18696,8672,42498,2020-04-15,510,1.2
Belgium,,7331,11798,8911,20845,2020-04-10,496,2.4
Canada,,2983,10621,4572,18897,2020-04-16,251,1.0
Netherlands,,4582,9768,5673,21925,2020-04-07,234,3.1
Iran,,5877,9649,7190,14768,2020-04-04,158,2.0
Mexico,,1569,7499,2903,14961,2020-04-23,212,0.7
Sweden,,2355,7120,3956,15230,2020-04-21,185,1.1
Turkey,,2992,6288,4100,13622,2020-04-22,130,1.4
India,,1008,5664,2371,12782,2020-05-09,81,1.2
Russia,,867,4385,1797,10202,2020-04-28,73,0.9
Ireland,,1159,3043,1618,5694,2020-04-24,220,0.9
Poland,,596,2860,959,6195,2020-08-04,41,1.2
Switzerland,,1699,2739,2036,4638,2020-04-04,75,1.7
Portugal,,948,2737,1640,4874,2020-04-03,37,1.4
Romania,,663,2592,1420,5453,2020-04-25,34,1.0
Indonesia,,773,1704,984,2923,2020-04-14,60,3.2
Austria,,569,1089,740,2112,2020-04-08,30,1.0
Philippines,,530,1042,639,1836,2020-04-12,50,0.9
Hungary,,291,973,437,2850,2020-04-24,23,1.1
Finland,,199,933,323,2275,2020-04-21,43,2.0
Denmark,,434,740,562,1115,2020-04-04,22,2.1
Czechia,,227,449,345,603,2020-04-14,18,2.2
Norway,,206,393,284,713,2020-04-20,16,7.0
Croatia,,63,282,126,1013,2020-04-19,8,0.8
Greece,,138,252,188,349,2020-04-03,10,2.0
Bulgaria,,58,219,115,697,2020-04-22,4,
Luxembourg,,89,147,112,196,2020-04-11,8,3.0
Slovenia,,86,147,106,248,2020-04-07,6,1.0
Estonia,,50,113,90,138,2020-04-02,6,
Lithuania,,44,100,77,139,2020-04-10,6,0.3
Latvia,,13,51,37,64,2020-04-21,4,
Slovakia,,20,47,28,89,2020-04-15,4,0.5
Cyprus,,15,32,28,44,2020-03-30,2,
Malta,,4,11,10,13,2020-04-25,1,
