country,region,subregion,daily_deaths,daily_deaths_lower,daily_deaths_upper
Brazil,,,924,613,1237
Mexico,,,338,226,427
United Kingdom,,,264,125,459
India,,,149,91,200
Russia,,,131,76,188
Peru,,,129,82,166
Italy,,,124,63,187
Canada,,,96,53,150
France,,,90,23,240
Spain,,,83,34,140
Iran,,,56,26,100
Ecuador,,,53,28,88
Sweden,,,45,23,70
Germany,,,45,19,83
Chile,,,39,28,53
Pakistan,,,35,20,48
Belgium,,,34,13,62
South Africa,,,29,22,38
Netherlands,,,29,14,54
Turkey,,,29,13,54
Indonesia,,,28,16,42
Colombia,,,23,17,30
Bangladesh,,,21,13,30
Egypt,,,19,10,27
Romania,,,16,11,21
Ukraine,,,14,9,20
Argentina,,,13,8,16
Poland,,,13,6,20
Saudi Arabia,,,12,9,14
Bolivia,,,11,8,15
Portugal,,,10,6,15
Ireland,,,8,3,18
Philippines,,,8,3,13
Kuwait,,,7,5,10
Nigeria,,,7,4,11
Japan,,,7,1,18
Moldova,,,6,4,9
Honduras,,,6,4,8
Switzerland,,,6,2,12
Algeria,,,5,3,10
Belarus,,,5,3,8
Hungary,,,5,2,8
Dominican Republic,,,4,2,7
Panama,,,4,2,7
United Arab Emirates,,,4,2,6
Denmark,,,3,1,5
Bulgaria,,,3,1,4
Finland,,,2,1,5
Austria,,,2,1,4
Serbia,,,2,1,4
Czechia,,,2,1,3
Croatia,,,1,0,2
Greece,,,1,0,2
Israel,,,1,0,2
Morocco,,,1,0,2
Norway,,,1,0,2
South Korea,,,1,0,2
Cuba,,,1,0,1
Estonia,,,1,0,1
Lithuania,,,1,0,1
Malaysia,,,1,0,1
China,,,0,0,3
Australia,,,0,0,1
Cyprus,,,0,0,1
Iceland,,,0,0,1
Latvia,,,0,0,1
Luxembourg,,,0,0,1
Malta,,,0,0,1
Slovakia,,,0,0,1
Slovenia,,,0,0,1
