country,region,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio
US,,87527,195706,122631,325354,2020-04-16,4591,1.3
US,NY,27878,33493,30057,41907,2020-04-16,3215,3.1
US,IL,4059,18995,9829,29537,2020-07-22,267,2.0
US,NJ,10148,17486,12944,25593,2020-04-30,457,1.3
US,PA,4422,13347,7381,21370,2020-05-05,341,1.0
US,MA,5592,10280,7123,17082,2020-04-19,302,1.5
US,CA,3136,9579,4365,21312,2020-04-22,139,1.5
US,MI,4825,6972,5754,9608,2020-04-22,238,3.6
US,IN,1691,6741,3067,13612,2020-05-06,166,1.8
US,TX,1280,6385,2886,13386,2020-06-28,81,1.8
US,OH,1581,5612,2780,9643,2020-04-29,138,1.4
US,FL,1917,5533,2659,11296,2020-04-23,94,1.3
US,CT,3285,5416,3947,8502,2020-04-20,204,1.5
US,MD,1911,5123,2658,9411,2020-04-20,121,1.2
US,AZ,651,4377,2103,8067,2020-05-08,67,2.4
US,GA,1588,4157,2215,7715,2020-04-07,100,0.9
US,LA,2448,3858,2973,5561,2020-04-14,129,2.0
US,CO,1150,3769,1931,7066,2020-04-24,122,0.6
US,VA,978,3766,1495,9065,2020-05-07,56,2.3
US,MN,692,3634,1366,7361,2020-06-28,48,2.4
US,IA,336,2624,1403,4453,2020-06-27,39,2.2
US,MS,493,2551,1202,4905,2020-07-01,35,2.7
US,MO,581,2472,1221,4486,2020-04-27,47,2.0
US,NC,667,2441,1168,4916,2020-05-05,30,1.1
US,AL,483,2377,1231,4152,2020-05-12,32,3.0
US,WA,991,1470,1142,2275,2020-04-06,45,2.8
US,SC,380,1467,713,2718,2020-04-29,39,1.9
US,RI,479,1348,782,2458,2020-04-17,31,1.2
US,NM,253,1212,574,2097,2020-07-10,15,1.4
US,DE,271,1009,556,1641,2020-05-14,13,1.0
US,DC,368,981,561,1600,2020-05-08,19,1.0
US,WI,445,926,614,1527,2020-04-05,20,1.0
US,NV,343,864,527,1508,2020-04-07,26,0.8
US,NH,151,680,360,1204,2020-05-07,22,
US,KY,332,656,434,1107,2020-04-07,20,2.0
US,TN,290,569,402,954,2020-05-12,15,2.3
US,NE,113,533,265,1086,2020-04-30,14,0.6
US,OK,285,527,382,815,2020-04-21,21,7.0
US,KS,193,407,242,832,2020-04-11,13,1.2
US,UT,77,316,144,654,2020-05-05,6,2.0
US,AR,98,248,172,416,2020-05-02,8,
US,OR,137,243,172,388,2020-04-09,11,
US,SD,44,239,110,477,2020-05-12,5,3.0
US,ND,42,223,109,442,2020-05-06,6,1.5
US,PR,122,210,159,309,2020-04-09,9,0.6
US,WV,64,162,100,303,2020-04-20,6,0.5
US,ME,69,138,106,186,2020-04-23,5,
US,ID,72,101,85,121,2020-04-15,6,
US,VT,53,75,66,85,2020-04-16,4,
US,HI,17,28,22,35,2020-04-27,2,
US,MT,16,24,21,29,2020-03-30,4,
US,WY,7,19,15,26,2020-04-22,4,
US,AK,10,14,13,16,2020-04-04,2,
US,VI,6,11,10,13,2020-05-12,1,
US,GU,5,11,9,17,2020-04-11,1,
US,MP,2,7,6,9,2020-04-07,1,
US,AS,0,,,,,,
