country,region,daily_deaths,daily_deaths_lower,daily_deaths_upper
US,,1527,992,2163
US,NY,222,130,374
US,NJ,177,117,246
US,MA,125,81,175
US,IL,123,92,148
US,PA,119,84,155
US,CA,76,44,108
US,CT,61,36,91
US,MI,59,38,87
US,MD,51,32,69
US,OH,43,30,54
US,IN,40,27,54
US,FL,40,23,56
US,TX,36,26,47
US,LA,31,19,45
US,GA,30,18,42
US,CO,28,19,38
US,VA,26,17,35
US,AZ,24,18,32
US,MN,23,16,30
US,NC,19,13,26
US,MO,16,12,21
US,AL,16,11,19
US,IA,13,11,17
US,MS,13,9,18
US,RI,12,8,15
US,WA,12,6,20
US,DC,10,6,13
US,NM,9,7,12
US,SC,9,6,12
US,DE,9,6,11
US,WI,9,5,12
US,NV,6,4,9
US,TN,6,3,8
US,KY,5,3,8
US,NH,5,3,6
US,NE,3,2,5
US,OK,3,2,5
US,KS,3,1,6
US,OR,2,1,4
US,PR,2,1,4
US,AR,2,1,3
US,SD,2,1,3
US,UT,2,1,3
US,WV,2,1,3
US,ND,1,1,2
US,ID,1,0,2
US,ME,1,0,2
US,AK,0,0,1
US,GU,0,0,1
US,HI,0,0,1
US,MP,0,0,1
US,MT,0,0,1
US,VI,0,0,1
US,VT,0,0,1
US,WY,0,0,1
US,AS,,,
