country,region,subregion,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio,projection_end_date
Brazil,,,49976,128232,77394,197766,2020-06-04,1473,1.0,2020-10-01
India,,,13254,125902,44933,235537,2020-06-16,2003,4.8,2020-10-01
Mexico,,,20781,82840,50690,106985,2020-06-03,1092,1.9,2020-10-01
United Kingdom,,,42674,47496,44359,50581,2020-04-21,1172,7.2,2020-10-01
Italy,,,34610,36973,34978,39018,2020-03-27,919,16.4,2020-10-01
Pakistan,,,3501,32602,13582,69156,2020-08-31,349,2.9,2020-10-01
France,,,29636,30667,29682,34568,2020-04-15,1438,56.1,2020-10-01
Spain,,,28322,29434,28386,31957,2020-06-19,1179,125.4,2020-10-01
Peru,,,7861,25052,14888,36022,2020-06-20,400,0.5,2020-10-01
Chile,,,4295,22595,15489,34533,2020-06-08,627,1.2,2020-10-01
Russia,,,7992,22354,12351,38344,2020-05-29,232,1.1,2020-10-01
Colombia,,,2148,20024,11468,26295,2020-09-08,235,2.3,2020-10-01
South Africa,,,1877,18187,10064,25818,2020-09-01,201,4.4,2020-10-01
Iran,,,9507,17875,11261,25521,2020-04-04,158,1.2,2020-10-01
Canada,,,8466,11667,9092,17746,2020-04-16,251,2.9,2020-10-01
Egypt,,,2106,11079,5904,18512,2020-09-04,107,1.2,2020-10-01
Germany,,,8895,10299,9046,13606,2020-04-15,510,30.1,2020-10-01
Belgium,,,9696,9952,9723,10528,2020-04-10,496,321.0,2020-10-01
Bangladesh,,,1425,9588,5190,15980,2020-08-19,91,2.5,2020-10-01
Indonesia,,,2429,9040,4591,16387,2020-09-27,87,1.6,2020-10-01
Saudi Arabia,,,1230,7175,4123,10734,2020-08-21,69,1.5,2020-10-01
Argentina,,,992,7145,3074,12520,2020-09-22,89,6.8,2020-10-01
Netherlands,,,6108,6471,6149,6982,2020-04-07,234,22.1,2020-10-01
Sweden,,,5053,6332,5393,8136,2020-04-21,185,,2020-10-01
Ecuador,,,4156,6100,4541,10646,2020-05-10,410,,2020-10-01
Turkey,,,4927,5713,4990,8339,2020-04-19,127,5.4,2020-10-01
Bolivia,,,740,5510,3074,8385,2020-08-25,57,2.3,2020-10-01
China,,,4639,4649,4639,4704,2020-04-17,1290,133.0,2020-10-01
Ukraine,,,1004,3236,1684,5218,2020-06-17,31,2.7,2020-10-01
Poland,,,1346,3030,1814,4504,2020-04-24,40,1.6,2020-10-01
Nigeria,,,506,2504,993,4279,2020-06-16,31,1.2,2020-10-01
Romania,,,1500,2499,1760,3746,2020-05-08,35,1.4,2020-10-01
Philippines,,,1150,2311,1280,4051,2020-04-12,50,0.8,2020-10-01
Switzerland,,,1956,2055,1970,2332,2020-04-04,75,,2020-10-01
Algeria,,,837,2046,1192,4019,2020-04-09,30,1.8,2020-10-01
Portugal,,,1528,1869,1614,2418,2020-04-03,37,32.0,2020-10-01
Ireland,,,1715,1812,1727,2177,2020-04-24,220,54.0,2020-10-01
Moldova,,,464,1589,992,2242,2020-06-20,14,0.9,2020-10-01
Honduras,,,358,1471,712,2562,2020-06-10,19,1.4,2020-10-01
Dominican Republic,,,655,1366,800,3055,2020-04-12,38,1.2,2020-10-01
Panama,,,493,1303,713,2340,2020-06-06,16,1.1,2020-10-01
Japan,,,955,1275,961,1806,2020-05-04,49,5.0,2020-10-01
Belarus,,,343,827,469,1824,2020-06-18,7,0.8,2020-10-01
Hungary,,,570,778,599,1134,2020-04-24,23,6.5,2020-10-01
Austria,,,688,742,703,876,2020-04-08,30,,2020-10-01
Denmark,,,600,676,621,843,2020-04-04,22,,2020-10-01
Bulgaria,,,199,673,348,1051,2020-06-05,12,0.8,2020-10-01
Kuwait,,,319,595,394,930,2020-05-30,11,1.0,2020-10-01
United Arab Emirates,,,301,424,327,717,2020-05-10,13,7.0,2020-10-01
Israel,,,305,385,320,612,2020-04-18,13,9.0,2020-10-01
Finland,,,326,368,332,472,2020-04-21,43,,2020-10-01
Czechia,,,336,361,347,395,2020-04-14,18,10.0,2020-10-01
South Korea,,,280,339,283,538,2020-03-02,11,,2020-10-01
Serbia,,,260,330,279,461,2020-04-01,12,6.0,2020-10-01
Norway,,,244,267,251,308,2020-04-20,16,,2020-10-01
Morocco,,,213,238,222,286,2020-03-27,12,,2020-10-01
Greece,,,190,229,204,296,2020-04-03,10,4.0,2020-10-01
Malaysia,,,121,146,136,165,2020-03-29,8,,2020-10-01
Croatia,,,107,131,114,168,2020-04-19,8,,2020-10-01
Luxembourg,,,110,120,112,142,2020-04-11,8,,2020-10-01
Slovenia,,,109,119,111,144,2020-04-07,6,,2020-10-01
Lithuania,,,76,113,86,166,2020-04-10,6,,2020-10-01
Australia,,,102,110,102,140,2020-04-23,8,,2020-10-01
Cuba,,,85,102,90,127,2020-04-24,6,,2020-10-01
Estonia,,,69,77,75,81,2020-04-02,6,,2020-10-01
Latvia,,,30,36,33,42,2020-04-21,4,,2020-10-01
Slovakia,,,28,29,28,32,2020-04-15,4,,2020-10-01
Cyprus,,,19,22,21,23,2020-03-30,2,,2020-10-01
Iceland,,,10,11,10,12,2020-03-15,5,,2020-10-01
Malta,,,9,11,10,12,2020-05-29,2,,2020-10-01
