country,region,subregion,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio,projection_end_date
US,NY,New York City,21259,22619,21697,26062,2020-04-16,3022,15.7,2020-09-01
US,IL,Cook,3324,11477,6366,17579,2020-05-13,140,5.3,2020-09-01
Canada,,Quebec,4070,8601,5132,15263,2020-05-01,163,1.2,2020-09-01
US,CA,Los Angeles,2116,6794,3258,14944,2020-04-18,79,7.5,2020-09-01
Canada,,Ontario,2210,3832,2528,7939,2020-05-04,120,2.0,2020-09-01
US,PA,Philadelphia,1233,3115,1876,4685,2020-05-01,97,,2020-09-01
US,MI,Wayne,2364,2979,2584,4146,2020-04-22,171,13.2,2020-09-01
US,NY,Suffolk,1840,2803,2069,4597,2020-05-06,226,7.5,2020-09-01
US,NY,Nassau,2103,2470,2207,3209,2020-04-07,338,7.9,2020-09-01
US,MA,Middlesex,1527,2313,1728,4110,2020-04-25,201,4.9,2020-09-01
US,NJ,Essex,1598,1949,1724,2489,2020-04-22,137,,2020-09-01
US,NJ,Bergen,1525,1948,1654,2668,2020-04-22,89,,2020-09-01
US,NY,Westchester,1343,1591,1427,1950,2020-04-06,144,7.5,2020-09-01
US,FL,Miami-Dade,633,1483,922,2712,2020-04-16,37,7.0,2020-09-01
US,CA,Santa Clara,139,196,176,218,2020-04-22,11,,2020-09-01
US,NV,Washoe,54,86,75,111,2020-05-25,6,0.2,2020-09-01
