country,region,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio
France,,15748,35458,22140,61734,2020-04-07,1417,1.3
Italy,,21067,35239,26462,48335,2020-03-27,919,1.3
United Kingdom,,12129,31923,19124,59043,2020-04-10,981,1.1
Spain,,18056,25482,21740,32923,2020-04-02,961,3.0
Brazil,,1532,14707,5497,39244,2020-04-26,288,1.4
Iran,,4683,10771,7104,14308,2020-04-04,158,1.5
Belgium,,4157,10134,8172,12946,2020-04-10,496,1.5
Germany,,3294,9327,5177,22201,2020-04-08,333,2.4
Turkey,,1403,6489,2963,12103,2020-04-14,107,0.9
Netherlands,,2955,6055,4046,13425,2020-04-07,234,1.2
Canada,,900,4919,1931,10206,2020-04-14,120,0.8
Sweden,,1033,4515,2160,10268,2020-04-14,114,0.9
India,,393,3497,1298,9308,2020-04-26,70,2.0
Mexico,,332,3374,1279,8902,2020-04-26,66,1.8
Portugal,,567,2674,1219,4923,2020-04-03,37,1.0
Switzerland,,1174,2614,1603,5702,2020-04-04,75,1.6
Indonesia,,459,2464,905,4363,2020-04-14,60,0.6
Ireland,,406,1895,810,4356,2020-04-14,41,1.0
Romania,,351,1551,890,4187,2020-04-18,28,1.4
Philippines,,335,1374,590,3247,2020-04-12,50,1.6
Russia,,170,1163,491,2654,2020-04-12,24,0.9
Poland,,263,1131,543,2623,2020-04-08,30,1.2
Czechia,,161,1125,493,1837,2020-04-14,18,0.6
Austria,,384,1074,623,2352,2020-04-08,30,1.3
Hungary,,122,860,289,2462,2020-04-23,16,1.2
Denmark,,299,849,523,1946,2020-04-04,22,1.1
Finland,,64,482,166,1445,2020-04-23,9,1.8
Norway,,139,437,240,992,2020-04-07,13,1.8
Greece,,101,350,184,842,2020-04-03,10,2.5
Bulgaria,,35,291,118,776,2020-04-20,5,1.7
Croatia,,31,243,106,605,2020-04-14,6,0.7
Luxembourg,,67,242,132,514,2020-04-11,8,
Lithuania,,29,230,102,568,2020-04-10,6,0.6
Estonia,,31,216,106,510,2020-04-02,6,1.0
Slovenia,,56,202,102,570,2020-04-07,6,4.0
Latvia,,5,140,72,382,2020-05-07,2,
Cyprus,,12,106,48,273,2020-04-22,2,
Malta,,3,71,69,79,2020-05-17,1,
Slovakia,,2,67,35,185,2020-05-17,1,
