country,region,daily_deaths,daily_deaths_lower,daily_deaths_upper
US,,1779,1240,2376
US,NY,448,330,588
US,NJ,212,152,276
US,MA,167,125,217
US,MI,117,83,149
US,CT,86,61,112
US,PA,84,60,111
US,IL,84,59,106
US,CA,72,46,104
US,MD,51,35,69
US,LA,50,34,66
US,FL,39,24,57
US,GA,33,23,44
US,IN,33,21,45
US,OH,32,24,41
US,CO,27,18,37
US,TX,24,16,33
US,VA,23,15,31
US,NC,18,13,24
US,MN,17,10,26
US,WA,14,7,22
US,MO,13,8,17
US,RI,11,8,15
US,AZ,10,6,13
US,AL,9,6,11
US,DC,9,5,13
US,MS,8,5,12
US,WI,8,5,12
US,IA,7,5,9
US,KY,7,4,11
US,DE,7,4,10
US,NV,6,4,9
US,OK,6,4,9
US,SC,6,3,10
US,NM,5,3,7
US,TN,5,3,7
US,KS,4,2,7
US,OR,3,1,5
US,PR,3,1,5
US,NE,2,1,4
US,NH,2,1,4
US,AR,2,1,3
US,ID,2,1,3
US,ME,2,1,3
US,UT,2,1,3
US,WV,2,1,3
US,HI,1,0,2
US,SD,1,0,2
US,VT,1,0,2
US,MP,1,0,1
US,MT,1,0,1
US,ND,1,0,1
US,WY,1,0,1
US,AK,0,0,1
US,GU,0,0,1
US,VI,0,0,1
US,AS,,,
