date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper
2020-02-22,,,,,,,,,145,100,200,145,100,200,145,100,200
2020-02-23,,,,,,,,,145,100,200,290,200,400,290,200,400
2020-02-24,,,,,,,,,145,100,200,435,300,600,435,300,600
2020-02-25,,,,,,,,,145,100,200,580,400,800,580,400,800
2020-02-26,,,,,,,,,145,100,200,724,500,1000,724,500,1000
2020-02-27,,,,,,,,,145,100,200,869,600,1200,869,600,1200
2020-02-28,,,,,,,,,145,100,200,1014,700,1400,1014,700,1400
2020-02-29,,,,,,,,,145,100,200,1159,800,1600,1159,800,1600
2020-03-01,,,,,,,,,145,100,200,1304,900,1800,1304,900,1800
2020-03-02,,,,,,,,,410,278,597,1714,1178,2397,1714,1178,2397
2020-03-03,,,,,,,,,409,277,594,2123,1456,2990,2123,1456,2990
2020-03-04,,,,,,,,,431,292,630,2554,1749,3620,2554,1749,3620
2020-03-05,,,,,,,,,478,323,703,3033,2072,4322,3033,2072,4322
2020-03-06,,,,,,,,,576,386,854,3608,2459,5176,3608,2459,5176
2020-03-07,,,,,,,,,727,484,1088,4335,2944,6263,4335,2944,6263
2020-03-08,,,,,,,,,845,561,1266,5035,3405,7328,5180,3505,7528
2020-03-09,,,,,,,,,948,628,1417,5838,3933,8544,6128,4133,8944
2020-03-10,,,,,,,,,1070,707,1562,6763,4541,9906,7198,4841,10506
2020-03-11,,,,,,,,,1216,802,1701,7835,5244,11407,8414,5644,12207
2020-03-12,,,,,,,,,1394,920,1937,9084,6064,13144,9808,6564,14144
2020-03-13,,,,,,,,,1572,1043,2127,10512,7008,15070,11381,7608,16270
2020-03-14,,,,,,,,,1743,1168,2325,12109,8077,17195,13124,8777,18595
2020-03-15,,,,,,,,,1910,1296,2507,13875,9273,19501,15034,10073,21101
2020-03-16,,,,,,,,,2077,1437,2690,15807,10611,21991,17111,11511,23791
2020-03-17,1,1,,,,,,,2239,1589,2863,17636,11921,24257,19350,13100,26654
2020-03-18,2,3,,,,,,,2386,1735,3006,19613,13379,26669,21736,14836,29659
2020-03-19,2,5,,,,,,,2508,1884,3110,21690,14971,29150,24244,16720,32769
2020-03-20,0,5,,,,,,,2606,1991,3254,23818,16639,31701,26850,18711,36022
2020-03-21,0,5,,,,,,,2681,2064,3385,25923,18317,34232,29531,20776,39407
2020-03-22,2,7,,,,,,,2735,2122,3452,27931,19955,36595,32266,22899,42858
2020-03-23,2,9,,,,,,,2769,2198,3465,29855,21592,38795,35035,25097,46322
2020-03-24,3,12,,,,,,,2784,2226,3453,31691,23190,40830,37819,27324,49774
2020-03-25,3,15,,,,,,,2784,2245,3462,33405,24728,42730,40603,29570,53236
2020-03-26,6,21,,,,,,,2772,2241,3453,34961,26167,44482,43376,31811,56688
2020-03-27,5,26,,,,,,,2752,2236,3456,36320,27482,46000,46128,34047,60144
2020-03-28,4,30,,,,,,,2726,2205,3399,37474,28643,47273,48854,36252,63543
2020-03-29,7,37,,,,,,,2696,2169,3373,38427,29644,48321,51550,38421,66915
2020-03-30,8,45,,,,,,,2662,2118,3337,39178,30467,49151,54212,40540,70252
2020-03-31,9,54,,,,,,,2625,2058,3311,39726,31088,49772,56837,42599,73562
2020-04-01,12,66,,,,,,,2587,1989,3267,40074,31488,50176,59424,44589,76829
2020-04-02,11,77,,,,,,,2548,1933,3251,40237,31686,50421,61973,46522,80080
2020-04-03,23,100,,,,,,,2509,1869,3242,40238,31671,50553,64482,48391,83321
2020-04-04,16,116,,,,,,,2470,1801,3235,40102,31481,50534,66952,50193,86556
2020-04-05,20,136,,,,,,,2432,1751,3237,39853,31168,50386,69384,51945,89792
2020-04-06,14,150,,,,,,,2393,1680,3231,39511,30726,50165,71777,53626,93023
2020-04-07,10,160,,,,,,,2356,1612,3231,39098,30141,49931,74133,55239,96253
2020-04-08,29,189,,,,,,,2319,1545,3208,38633,29459,49687,76452,56784,99460
2020-04-09,21,210,,,,,,,2283,1481,3200,38132,28695,49425,78735,58265,102660
2020-04-10,28,238,,,,,,,2248,1432,3215,37607,27886,49186,80982,59697,105874
2020-04-11,28,266,,,,,,,2213,1383,3222,37068,27034,48953,83196,61081,109096
2020-04-12,17,283,,,,,,,2180,1322,3239,36521,26151,48792,85376,62403,112335
2020-04-13,22,305,,,,,,,2147,1264,3239,35973,25246,48659,87523,63668,115573
2020-04-14,37,342,,,,,,,2116,1218,3249,35427,24346,48571,89639,64887,118822
2020-04-15,33,375,,,,,,,2085,1164,3257,34886,23452,48517,91724,66051,122078
2020-04-16,39,414,,,,,,,2055,1112,3275,34354,22575,48525,93779,67164,125353
2020-04-17,37,451,,,,,,,2026,1067,3291,33832,21709,48564,95804,68232,128644
2020-04-18,25,476,,,,,,,1998,1025,3305,33320,20865,48628,97802,69257,131948
2020-04-19,14,490,,,,,,,1970,980,3328,32820,20043,48720,99772,70237,135275
2020-04-20,17,507,,,,,,,1943,945,3346,32331,19238,48829,101715,71183,138620
2020-04-21,26,533,,,,,,,1917,916,3366,31855,18474,48964,103632,72100,141986
2020-04-22,23,556,,,,,,,1892,885,3386,31391,17747,49119,105524,72986,145371
2020-04-23,48,604,,,,,,,1867,848,3405,30939,17050,49316,107391,73834,148776
2020-04-24,20,624,,,,,,,1843,812,3424,30499,16381,49540,109234,74647,152199
2020-04-25,14,638,,,,,,,1819,778,3443,30071,15728,49768,111054,75426,155641
2020-04-26,13,651,,,,,,,1797,746,3452,29654,15091,49997,112850,76172,159093
2020-04-27,15,666,,,,,,,1774,716,3460,29249,14485,50218,114624,76888,162552
2020-04-28,53,719,,,,,,,1752,686,3473,28854,13907,50452,116376,77575,166024
