date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper
2020-03-01,,,,,,,,,110,50,150,110,50,150,110,50,150
2020-03-02,,,,,,,,,110,50,150,221,100,300,221,100,300
2020-03-03,,,,,,,,,110,50,150,331,150,450,331,150,450
2020-03-04,,,,,,,,,110,50,150,442,200,600,442,200,600
2020-03-05,,,,,,,,,110,50,150,552,250,750,552,250,750
2020-03-06,,,,,,,,,110,50,150,663,300,900,663,300,900
2020-03-07,,,,,,,,,110,50,150,773,350,1050,773,350,1050
2020-03-08,,,,,,,,,110,50,150,884,400,1200,884,400,1200
2020-03-09,,,,,,,,,110,50,150,994,450,1350,994,450,1350
2020-03-10,,,,,,,,,234,138,299,1229,588,1649,1229,588,1649
2020-03-11,,,,,,,,,232,137,297,1461,726,1945,1461,726,1945
2020-03-12,,,,,,,,,238,143,301,1699,869,2246,1699,869,2246
2020-03-13,,,,,,,,,250,156,314,1949,1026,2559,1949,1026,2559
2020-03-14,,,,,,,,,276,184,340,2224,1210,2898,2224,1210,2898
2020-03-15,,,,,,,,,316,227,384,2540,1438,3281,2540,1438,3281
2020-03-16,,,,,,,,,343,257,413,2773,1646,3544,2883,1696,3694
2020-03-17,,,,,,,,,362,278,430,3024,1874,3824,3245,1974,4124
2020-03-18,,,,,,,,,381,302,451,3294,2126,4124,3625,2276,4574
2020-03-19,,,,,,,,,400,328,470,3584,2405,4443,4026,2605,5043
2020-03-20,,,,,,,,,424,348,496,3898,2703,4789,4450,2953,5539
2020-03-21,,,,,,,,,447,367,522,4234,3021,5161,4897,3321,6061
2020-03-22,,,,,,,,,466,385,542,4589,3357,5552,5363,3707,6602
2020-03-23,,,,,,,,,483,401,562,4961,3708,5964,5845,4108,7164
2020-03-24,,,,,,,,,499,417,578,5350,4076,6391,6344,4526,7741
2020-03-25,1,1,,,,,,,515,434,598,5631,4373,6691,6859,4961,8339
2020-03-26,0,1,,,,,,,531,451,619,5929,4687,7013,7390,5413,8957
