country,region,subregion,daily_deaths,daily_deaths_lower,daily_deaths_upper
US,,,996,746,1313
US,TX,,178.193692619,136,225
US,FL,,148.775272931,104,202
US,CA,,126.099919565,78,179
US,GA,,58.475497235,37,89
US,AZ,,46.1711948213,31,65
US,SC,,34.1845970267,23,45
US,LA,,29.5129726778,16,48
US,MS,,24.4929168266,15,36
US,NC,,24.0575002863,15,35
US,OH,,23.2473108086,10,40
US,TN,,22.4129785373,16,31
US,IL,,21.0350587505,4,48
US,AL,,18.7981111713,12,27
US,NV,,17.2451657278,12,24
US,PA,,16.9059776717,3,40
US,IN,,15.3814924328,2,36
US,MA,,15.3071413539,1,35
US,VA,,14.187383457,3,33
US,WA,,14.0368267686,5,27
US,MD,,11.0821851217,1,27
US,NY,,9.92413616654,0,53
US,MO,,9.49426498682,4,16
US,AR,,9.41020330251,6,13
US,MI,,9.1080594356,1,22
US,PR,,8.52708717828,5,13
US,MN,,8.40715991794,2,19
US,OK,,8.14035361409,5,12
US,IA,,7.66997968495,3,14
US,WI,,6.9950761373,3,12
US,KY,,6.82180412572,3,12
US,ID,,5.81181692632,4,8
US,CO,,5.79232246517,0,14
US,NJ,,5.47732547971,0,16
US,OR,,4.76173894085,3,7
US,NM,,4.70970740819,2,8
US,UT,,4.04553276847,2,6
US,KS,,3.5629064763,1,6
US,WV,,2.73370648876,1,5
US,NE,,2.44720366079,1,5
US,MT,,1.58131659704,1,3
US,CT,,1.53933190965,0,6
US,ND,,1.40263050817,0,3
US,RI,,1.33002126747,0,4
US,DE,,1.25148383484,0,4
US,SD,,1.2196070693,0,3
US,HI,,1.20734220786,0,2
US,NH,,1.00202275773,0,3
US,DC,,0.928215311599,0,3
US,WY,,0.467507357664,0,1
US,AK,,0.388037758545,0,1
US,ME,,0.31112101348,0,1
US,VT,,0.133111480876,0,1
US,VI,,0.119885433737,0,1
US,GU,,0.0750049713075,0,1
US,MP,,0.00852180320884,0,1
US,AS,,,,
