country,region,subregion,daily_deaths,daily_deaths_lower,daily_deaths_upper
US,AZ,Maricopa,45.8607573091,37,54
US,CA,Los Angeles,43.3726373208,21,70
US,FL,Miami-Dade,20.0130675662,12,28
US,TX,Harris,14.8574265179,11,20
US,FL,Broward,14.2540202775,10,19
US,TX,Dallas,13.0972417685,9,18
US,FL,Palm Beach,12.3912568868,9,17
US,NV,Clark,11.5477300709,7,17
US,TX,Bexar,10.8764608912,8,15
US,CA,Orange,10.8638920316,6,16
US,NY,New York City,10.1230386294,1,39
US,IL,Cook,9.14890093421,3,16
US,CA,Riverside,9.07065860831,5,13
US,FL,Hillsborough,8.86749572118,6,12
US,CA,San Diego,8.2104792746,5,12
US,FL,Orange,7.7327955874,5,11
US,CA,San Bernardino,6.99090998989,4,10
US,TX,Tarrant,5.23909651768,2,8
Canada,,Quebec,3.77396684939,0,8
US,MA,Middlesex,2.434288932,0,6
Canada,,Alberta,2.39343000036,1,4
US,PA,Philadelphia,2.37214668972,0,6
US,CA,Sacramento,2.3558430737,1,5
Canada,,Ontario,2.10351413024,0,6
US,CA,Alameda,1.94773457509,1,4
US,MI,Wayne,1.85377215336,0,4
US,WA,King,1.5100373781,0,4
US,NJ,Bergen,1.27533819487,0,4
US,NV,Washoe,1.20822658592,0,3
US,NY,Suffolk,0.960242572667,0,3
US,NJ,Essex,0.921104755563,0,3
US,NJ,Hudson,0.800111013636,0,2
US,MA,Suffolk,0.76973533981,0,3
US,LA,Orleans,0.60434115725,0,2
US,CA,Santa Clara,0.595808513148,0,2
US,NY,Nassau,0.588272469622,0,3
Canada,,British Columbia,0.534909543922,0,2
US,NY,Westchester,0.515654483583,0,3
