country,region,daily_deaths,daily_deaths_lower,daily_deaths_upper
US,,1516,930,2221
US,NY,254,150,438
US,NJ,169,95,247
US,MA,126,79,180
US,IL,117,83,144
US,PA,110,72,151
US,CA,70,37,101
US,MI,63,40,96
US,CT,57,35,86
US,MD,51,31,69
US,IN,43,28,59
US,OH,41,27,53
US,FL,40,21,58
US,LA,32,19,47
US,TX,29,19,40
US,GA,28,16,40
US,VA,27,16,36
US,AZ,22,16,31
US,MN,22,15,29
US,CO,22,13,32
US,NC,18,12,25
US,MO,17,11,22
US,AL,15,11,19
US,MS,13,9,18
US,RI,13,9,18
US,WA,13,7,24
US,IA,12,9,16
US,DC,10,6,14
US,NM,9,6,11
US,SC,8,5,12
US,WI,8,4,11
US,DE,7,5,10
US,NV,7,4,10
US,NH,6,4,8
US,KY,6,3,9
US,TN,5,3,8
US,OK,4,2,5
US,KS,4,1,7
US,NE,3,2,4
US,OR,2,1,4
US,UT,2,1,4
US,AR,2,1,3
US,ND,2,1,3
US,PR,2,1,3
US,SD,2,0,3
US,ME,1,0,2
US,WV,1,0,2
US,ID,1,0,1
US,AK,0,0,1
US,GU,0,0,1
US,HI,0,0,1
US,MP,0,0,1
US,MT,0,0,1
US,VI,0,0,1
US,VT,0,0,1
US,WY,0,0,1
US,AS,,,
