date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper
2020-02-24,,,,,,,,,207,100,300,207,100,300,207,100,300
2020-02-25,,,,,,,,,207,100,300,414,200,600,414,200,600
2020-02-26,,,,,,,,,207,100,300,621,300,900,621,300,900
2020-02-27,,,,,,,,,207,100,300,827,400,1200,827,400,1200
2020-02-28,,,,,,,,,207,100,300,1034,500,1500,1034,500,1500
2020-02-29,,,,,,,,,207,100,300,1241,600,1800,1241,600,1800
2020-03-01,,,,,,,,,207,100,300,1448,700,2100,1448,700,2100
2020-03-02,,,,,,,,,207,100,300,1655,800,2400,1655,800,2400
2020-03-03,,,,,,,,,207,100,300,1862,900,2700,1862,900,2700
2020-03-04,,,,,,,,,527,279,774,2389,1179,3474,2389,1179,3474
2020-03-05,,,,,,,,,525,278,770,2914,1457,4243,2914,1457,4243
2020-03-06,,,,,,,,,548,293,802,3462,1750,5045,3462,1750,5045
2020-03-07,,,,,,,,,596,323,871,4058,2074,5915,4058,2074,5915
2020-03-08,,,,,,,,,696,387,1014,4754,2462,6928,4754,2462,6928
2020-03-09,,,,,,,,,850,487,1234,5604,2949,8162,5604,2949,8162
2020-03-10,,,,,,,,,968,564,1399,6365,3414,9261,6572,3514,9561
2020-03-11,,,,,,,,,1067,632,1531,7225,3947,10491,7639,4147,11091
2020-03-12,,,,,,,,,1181,714,1679,8199,4561,11870,8819,4861,12770
2020-03-13,,,,,,,,,1314,812,1847,9306,5274,13416,10133,5674,14616
2020-03-14,,,,,,,,,1479,935,2059,10578,6109,15175,11612,6609,16675
2020-03-15,,,,,,,,,1648,1064,2274,12019,7073,17148,13260,7673,18948
2020-03-16,,,,,,,,,1814,1196,2466,13625,8169,19314,15074,8869,21414
2020-03-17,,,,,,,,,1984,1338,2696,15403,9408,21710,17058,10208,24110
2020-03-18,,,,,,,,,2163,1494,2974,17359,10802,24383,19221,11702,27083
2020-03-19,,,,,,,,,2353,1667,3225,19185,12190,26834,21574,13369,30307
2020-03-20,2,2,,,,,,,2545,1850,3444,21205,13762,29508,24119,15220,33751
2020-03-21,1,3,,,,,,,2731,2015,3644,23388,15485,32350,26850,17236,37394
2020-03-22,0,3,,,,,,,2907,2155,3805,25699,17317,35284,29757,19392,41199
2020-03-23,3,6,,,,,,,3075,2288,3973,28079,19218,38244,32833,21680,45172
2020-03-24,2,8,,,,,,,3234,2406,4125,30463,21137,41134,36066,24086,49296
2020-03-25,3,11,,,,,,,3379,2519,4281,32874,23091,44016,39446,26606,53577
2020-03-26,4,15,,,,,,,3509,2622,4443,35317,25081,46928,42955,29229,58019
