country,region,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio
US,,84116,185326,113452,317064,2020-04-16,4591,1.2
US,NY,27477,33841,29911,44630,2020-04-16,3215,3.8
US,IL,3792,17848,8440,29378,2020-07-22,244,1.3
US,NJ,9714,16465,11572,25207,2020-04-30,457,1.5
US,PA,4094,11996,6132,20926,2020-05-05,341,0.7
US,MA,5315,9848,6797,16763,2020-04-19,302,1.0
US,CA,2957,7309,3760,13884,2020-04-22,139,1.0
US,MI,4714,7137,5696,10453,2020-04-22,238,3.4
US,IN,1619,6984,2969,14129,2020-05-06,166,2.1
US,FL,1827,5280,2408,11348,2020-04-23,94,1.0
US,OH,1483,5267,2481,9511,2020-04-29,138,1.3
US,CT,3125,5072,3775,8239,2020-04-20,204,1.2
US,MD,1809,4922,2481,9447,2020-04-20,121,1.0
US,TX,1172,4904,2192,10233,2020-04-30,58,2.2
US,AZ,595,4047,1820,7863,2020-05-08,67,1.8
US,GA,1517,3986,2042,7668,2020-04-07,100,1.9
US,VA,928,3875,1440,9271,2020-05-07,56,1.4
US,LA,2381,3849,2910,5794,2020-04-14,129,1.9
US,MN,638,3235,1135,7015,2020-06-28,41,1.7
US,CO,1062,3151,1519,6438,2020-04-24,122,0.6
US,IA,306,2485,1256,4406,2020-06-27,36,2.1
US,MS,465,2456,1093,4954,2020-07-01,33,4.1
US,MO,551,2412,1129,4514,2020-04-27,47,1.3
US,AL,450,2238,1097,4107,2020-05-12,32,1.9
US,NC,625,2195,991,4750,2020-05-05,30,0.9
US,WA,974,1542,1134,2726,2020-04-06,45,1.8
US,RI,462,1485,813,2618,2020-04-17,31,0.8
US,SC,362,1408,665,2717,2020-04-29,39,2.3
US,NM,231,1092,475,2026,2020-07-10,13,1.1
US,DC,350,971,526,1618,2020-05-08,19,0.7
US,NV,331,896,515,1653,2020-04-07,26,0.8
US,DE,247,869,429,1565,2020-05-12,12,0.9
US,WI,421,830,562,1435,2020-04-05,20,3.7
US,NH,150,726,373,1281,2020-05-07,22,1.1
US,KY,321,679,427,1202,2020-04-07,20,
US,OK,278,542,380,882,2020-04-21,21,
US,TN,273,515,374,845,2020-05-12,15,1.0
US,KS,188,440,241,942,2020-04-11,13,1.2
US,NE,103,412,214,800,2020-04-30,14,1.7
US,UT,75,346,150,752,2020-05-05,6,2.0
US,AR,97,307,179,591,2020-05-02,8,1.5
US,OR,134,258,172,457,2020-04-09,11,0.8
US,ND,40,223,103,448,2020-05-06,6,1.5
US,SD,39,209,88,453,2020-05-12,5,
US,PR,115,196,147,294,2020-04-09,9,3.0
US,WV,58,145,88,272,2020-04-20,6,
US,ME,66,138,103,191,2020-04-23,5,2.0
US,ID,69,99,82,120,2020-04-15,6,
US,VT,53,77,67,90,2020-04-16,4,
US,HI,17,29,23,37,2020-04-27,2,
US,MT,16,25,21,33,2020-03-30,4,
US,WY,7,20,16,27,2020-04-22,4,
US,AK,10,14,13,16,2020-04-04,2,
US,VI,6,12,11,14,2020-05-12,1,
US,GU,5,12,9,21,2020-04-11,1,
US,MP,2,7,6,10,2020-04-07,1,
US,AS,0,,,,,,
