country,region,subregion,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio,projection_end_date
Brazil,,,22666,126367,45874,264411,2020-08-04,1914,2.9,2020-08-04
Mexico,,,7394,82398,24700,138900,2020-08-04,2071,9.6,2020-08-04
United Kingdom,,,36875,49971,40395,67917,2020-04-29,4421,6.9,2020-08-04
Italy,,,32785,39439,34867,49177,2020-03-27,919,15.7,2020-08-04
India,,,4024,34451,8140,93659,2020-08-04,855,5.5,2020-08-04
Spain,,,28752,32528,29694,39810,2020-04-02,961,11.4,2020-08-04
France,,,28370,32169,28834,43457,2020-04-15,1440,5.9,2020-08-04
Russia,,,3541,19687,5868,51681,2020-08-04,340,2.2,2020-08-04
Peru,,,3456,16041,6207,28438,2020-08-04,256,3.1,2020-08-04
Iran,,,7417,14254,8657,27603,2020-04-04,158,2.5,2020-08-04
Germany,,,8283,10855,8774,17957,2020-04-15,510,10.6,2020-08-04
Canada,,,6534,10822,7697,19224,2020-04-16,251,2.4,2020-08-04
Belgium,,,9280,10431,9546,12740,2020-04-10,496,7.3,2020-08-04
Netherlands,,,5841,7493,6243,10054,2020-04-07,234,14.2,2020-08-04
South Africa,,,429,7284,3363,11912,2020-08-04,251,11.4,2020-08-04
Pakistan,,,1133,6851,1971,16250,2020-08-04,134,4.2,2020-08-04
Chile,,,718,6761,3692,10514,2020-08-04,152,3.4,2020-08-04
Ecuador,,,3108,6593,3908,15373,2020-05-10,410,7.5,2020-08-04
Sweden,,,3998,5639,4626,7249,2020-04-21,185,15.2,2020-08-04
Bangladesh,,,480,5433,1675,11868,2020-08-04,132,4.7,2020-08-04
Turkey,,,4340,5345,4699,6955,2020-04-19,127,3.7,2020-08-04
China,,,4638,4646,4638,4693,2020-04-17,1290,,2020-08-04
Colombia,,,727,4431,1945,8753,2020-08-04,93,4.2,2020-08-04
Indonesia,,,1372,3318,1944,6235,2020-04-14,60,1.9,2020-08-04
Egypt,,,764,3212,1309,7082,2020-08-04,68,2.3,2020-08-04
Ukraine,,,617,2881,1246,5332,2020-08-04,53,4.4,2020-08-04
Saudi Arabia,,,390,2557,1062,5341,2020-08-03,51,4.6,2020-08-04
Romania,,,1185,2553,1633,4554,2020-05-08,35,2.6,2020-08-04
Poland,,,996,2453,1234,5933,2020-04-24,40,10.0,2020-08-04
Switzerland,,,1906,2171,1971,2792,2020-04-04,75,61.0,2020-08-04
Portugal,,,1316,1945,1531,2911,2020-04-03,37,2.2,2020-08-04
Ireland,,,1608,1924,1677,2820,2020-04-24,220,13.2,2020-08-04
Argentina,,,452,1805,852,3289,2020-08-04,33,4.7,2020-08-04
Philippines,,,868,1337,986,1941,2020-04-12,50,3.4,2020-08-04
Moldova,,,250,1144,575,2102,2020-08-01,19,2.4,2020-08-04
Japan,,,820,1070,840,1366,2020-05-04,49,1.6,2020-08-04
Nigeria,,,226,973,364,3105,2020-08-04,18,3.6,2020-08-04
Hungary,,,486,804,551,1475,2020-04-24,23,3.2,2020-08-04
Austria,,,640,749,676,908,2020-04-08,30,21.0,2020-08-04
Denmark,,,562,728,623,935,2020-04-04,22,15.0,2020-08-04
Algeria,,,600,718,627,965,2020-04-09,30,2.2,2020-08-04
Dominican Republic,,,458,709,546,1090,2020-04-12,38,,2020-08-04
Panama,,,306,650,388,1434,2020-04-29,11,0.9,2020-08-04
Bulgaria,,,130,624,234,1504,2020-08-02,12,3.0,2020-08-04
Finland,,,307,457,337,848,2020-04-21,43,9.0,2020-08-04
Czechia,,,315,397,361,454,2020-04-14,18,10.0,2020-08-04
Serbia,,,238,337,281,457,2020-04-30,54,,2020-08-04
Israel,,,279,332,302,396,2020-04-18,13,,2020-08-04
South Korea,,,267,311,282,367,2020-03-02,11,6.0,2020-08-04
Norway,,,235,271,247,314,2020-04-20,16,,2020-08-04
Morocco,,,199,225,211,251,2020-03-27,12,6.0,2020-08-04
Greece,,,171,216,190,259,2020-04-03,10,,2020-08-04
Croatia,,,99,169,118,316,2020-04-19,8,,2020-08-04
Malaysia,,,115,139,133,149,2020-03-29,8,,2020-08-04
Luxembourg,,,110,130,119,152,2020-04-11,8,3.0,2020-08-04
Slovenia,,,107,127,113,160,2020-04-07,6,3.0,2020-08-04
Lithuania,,,63,87,77,103,2020-04-10,6,,2020-08-04
Estonia,,,64,84,76,91,2020-04-02,6,,2020-08-04
Slovakia,,,28,35,30,42,2020-04-15,4,,2020-08-04
Latvia,,,22,32,30,34,2020-04-21,4,,2020-08-04
Cyprus,,,17,21,20,24,2020-03-30,2,,2020-08-04
Iceland,,,10,11,11,12,2020-04-06,2,,2020-08-04
Malta,,,6,8,7,9,2020-05-13,1,,2020-08-04
