date,fips,county,state,total_cases,daily_positive_7day_ma,prevalence_ratio_mean,prevalence_ratio_lower,prevalence_ratio_upper,new_infected_mean,new_infected_lower,new_infected_upper,current_infected_mean,current_infected_lower,current_infected_upper,perc_current_infected_mean,perc_current_infected_lower,perc_current_infected_upper,total_infected_mean,total_infected_lower,total_infected_upper,perc_total_infected_mean,perc_total_infected_lower,perc_total_infected_upper
2020-01-22,15001,Hawaii,HI,0,,,,,,,,,,,,,,,,,,,
2020-01-23,15001,Hawaii,HI,0,,,,,,,,,,,,,,,,,,,
2020-01-24,15001,Hawaii,HI,0,,,,,,,,,,,,,,,,,,,
2020-01-25,15001,Hawaii,HI,0,,,,,,,,,,,,,,,,,,,
2020-01-26,15001,Hawaii,HI,0,,,,,,,,,,,,,,,,,,,
2020-01-27,15001,Hawaii,HI,0,,,,,,,,,,,,,,,,,,,
2020-01-28,15001,Hawaii,HI,0,,,,,,,,,,,,,,,,,,,
2020-01-29,15001,Hawaii,HI,0,,,,,,,,,,,,,,,,,,,
2020-01-30,15001,Hawaii,HI,0,,,,,,,,,,,,,,,,,,,
2020-01-31,15001,Hawaii,HI,0,,,,,,,,,,,,,,,,,,,
2020-02-01,15001,Hawaii,HI,0,,,,,,,,,,,,,,,,,,,
2020-02-02,15001,Hawaii,HI,0,,,,,,,,,,,,,,,,,,,
2020-02-03,15001,Hawaii,HI,0,,,,,,,,,,,,,,,,,,,
2020-02-04,15001,Hawaii,HI,0,,,,,,,,,,,,,,,,,,,
2020-02-05,15001,Hawaii,HI,0,,,,,,,,,,,,,,,,,,,
2020-02-06,15001,Hawaii,HI,0,,,,,,,,,,,,,,,,,,,
2020-02-07,15001,Hawaii,HI,0,,,,,,,,,,,,,,,,,,,
2020-02-08,15001,Hawaii,HI,0,,,,,,,,,,,,,,,,,,,
2020-02-09,15001,Hawaii,HI,0,,,,,,,,,,,,,,,,,,,
2020-02-10,15001,Hawaii,HI,0,,,,,,,,,,,,,,,,,,,
2020-02-11,15001,Hawaii,HI,0,,,,,,,,,,,,,,,,,,,
2020-02-12,15001,Hawaii,HI,0,,,,,,,,,,,,,,,,,,,
2020-02-13,15001,Hawaii,HI,0,,,,,,,,,,,,,,,,,,,
2020-02-14,15001,Hawaii,HI,0,,,,,,,,,,,,,,,,,,,
2020-02-15,15001,Hawaii,HI,0,,,,,,,,,,,,,,,,,,,
2020-02-16,15001,Hawaii,HI,0,,,,,,,,,,,,,,,,,,,
2020-02-17,15001,Hawaii,HI,0,,,,,,,,,,,,,,,,,,,
2020-02-18,15001,Hawaii,HI,0,,,,,,,,,,,,,,,,,,,
2020-02-19,15001,Hawaii,HI,0,,,,,,,,,,,,,,,,,,,
2020-02-20,15001,Hawaii,HI,0,,,,,,,,,,,,,,,,,,,
2020-02-21,15001,Hawaii,HI,0,,,,,,,,,,,,,,,,,,,
2020-02-22,15001,Hawaii,HI,0,,,,,,,,,,,,,,,,,,,
2020-02-23,15001,Hawaii,HI,0,,,,,,,,,,,,,,,,,,,
2020-02-24,15001,Hawaii,HI,0,,,,,,,,,,,,,,,,,,,
2020-02-25,15001,Hawaii,HI,0,,,,,,,,,,,,,,,,,,,
2020-02-26,15001,Hawaii,HI,0,,,,,,,,,,,,,,,,,,,
2020-02-27,15001,Hawaii,HI,0,,,,,,,,,,,,,,,,,,,
2020-02-28,15001,Hawaii,HI,0,,,,,,,,,,,,,,,,,,,
2020-02-29,15001,Hawaii,HI,0,,,,,,,,,,,,,,,,,,,
2020-03-01,15001,Hawaii,HI,0,,,,,,,,,,,,,,,,,,,
2020-03-02,15001,Hawaii,HI,0,,,,,,,,,,,,,,,,,,,
2020-03-03,15001,Hawaii,HI,0,,,,,,,,,,,,,,,,,,,
2020-03-04,15001,Hawaii,HI,0,,,,,,,,,,,,,,,,,,,
2020-03-05,15001,Hawaii,HI,0,,,,,,,,,,,,,,,,,,,
2020-03-06,15001,Hawaii,HI,0,,,,,4.28571,2.85714,6.42857,4.28571,2.85714,6.42857,2.12677e-05,1.41785e-05,3.19015e-05,4.28571,2.85714,6.42857,2.12677e-05,1.41785e-05,3.19015e-05
2020-03-07,15001,Hawaii,HI,0,,,,,3.5,2.33333,5.25,7.78571,5.19048,11.6786,3.86363e-05,2.57575e-05,5.79544e-05,7.78571,5.19048,11.6786,3.86363e-05,2.57575e-05,5.79544e-05
2020-03-08,15001,Hawaii,HI,0,,,,,3.19048,2.12698,4.78571,10.9762,7.31746,16.4643,5.44689e-05,3.63126e-05,8.17033e-05,10.9762,7.31746,16.4643,5.44689e-05,3.63126e-05,8.17033e-05
2020-03-09,15001,Hawaii,HI,0,,,,,3.60714,2.40476,5.41071,14.5833,9.72222,21.875,7.23692e-05,4.82461e-05,0.000108554,14.5833,9.72222,21.875,7.23692e-05,4.82461e-05,0.000108554
2020-03-10,15001,Hawaii,HI,0,,,,,4.02857,2.68571,6.04286,18.6119,12.4079,27.9179,9.23608e-05,6.15739e-05,0.000138541,18.6119,12.4079,27.9179,9.23608e-05,6.15739e-05,0.000138541
2020-03-11,15001,Hawaii,HI,0,,,,,5.14286,3.42857,7.71429,23.7548,15.8365,35.6321,0.000117882,7.8588e-05,0.000176823,23.7548,15.8365,35.6321,0.000117882,7.8588e-05,0.000176823
2020-03-12,15001,Hawaii,HI,0,,,,,5.83673,3.89116,8.7551,29.5915,19.7277,44.3872,0.000146847,9.78977e-05,0.00022027,29.5915,19.7277,44.3872,0.000146847,9.78977e-05,0.00022027
2020-03-13,15001,Hawaii,HI,0,,,,,6.41837,4.27891,9.62755,36.0099,24.0066,54.0148,0.000178697,0.000119132,0.000268046,36.0099,24.0066,54.0148,0.000178697,0.000119132,0.000268046
2020-03-14,15001,Hawaii,HI,0,,,,,7.62245,5.08163,11.4337,43.6323,29.0882,65.4485,0.000216524,0.000144349,0.000324785,43.6323,29.0882,65.4485,0.000216524,0.000144349,0.000324785
2020-03-15,15001,Hawaii,HI,0,,,,,8.71429,5.80952,13.0714,52.3466,34.8977,78.5199,0.000259768,0.000173179,0.000389652,52.3466,34.8977,78.5199,0.000259768,0.000173179,0.000389652
2020-03-16,15001,Hawaii,HI,0,,,,,9.44898,6.29932,14.1735,61.7956,41.1971,92.6934,0.000306658,0.000204439,0.000459987,61.7956,41.1971,92.6934,0.000306658,0.000204439,0.000459987
2020-03-17,15001,Hawaii,HI,0,,,,,10.0102,6.67347,15.0153,71.8058,47.8705,107.709,0.000356333,0.000237556,0.0005345,71.8058,47.8705,107.709,0.000356333,0.000237556,0.0005345
2020-03-18,15001,Hawaii,HI,0,,,,,9.59048,6.39365,14.3857,81.3963,54.2642,122.094,0.000403926,0.000269284,0.000605888,81.3963,54.2642,122.094,0.000403926,0.000269284,0.000605888
2020-03-19,15001,Hawaii,HI,0,,,,,9.28751,6.19167,13.9313,90.6838,60.4559,136.026,0.000450015,0.00030001,0.000675022,90.6838,60.4559,136.026,0.000450015,0.00030001,0.000675022
2020-03-20,15001,Hawaii,HI,0,,,,,9.15092,6.10061,13.7264,99.8347,66.5565,149.752,0.000495426,0.000330284,0.000743138,99.8347,66.5565,149.752,0.000495426,0.000330284,0.000743138
2020-03-21,15001,Hawaii,HI,0,,,,,8.30841,5.53894,12.4626,103.857,69.2383,155.786,0.000515388,0.000343592,0.000773082,108.143,72.0954,162.215,0.000536656,0.00035777,0.000804984
2020-03-22,15001,Hawaii,HI,0,,,,,7.60285,5.06856,11.4043,107.96,71.9735,161.94,0.000535748,0.000357165,0.000803622,115.746,77.164,173.619,0.000574385,0.000382923,0.000861577
2020-03-23,15001,Hawaii,HI,3,0.428571,10,6.66667,15,7.10385,4.7359,10.6558,111.874,74.5824,167.81,0.000555168,0.000370112,0.000832752,122.85,81.8999,184.275,0.000609637,0.000406425,0.000914456
2020-03-24,15001,Hawaii,HI,2,0.285714,9.5,6.33333,14.25,6.45606,4.30404,9.68409,114.723,76.4817,172.084,0.000569306,0.000379537,0.000853959,129.306,86.2039,193.959,0.000641675,0.000427783,0.000962513
2020-03-25,15001,Hawaii,HI,2,0.285714,9,6,13.5,6.15486,4.10324,9.2323,116.849,77.8992,175.273,0.000579857,0.000386572,0.000869786,135.461,90.3071,203.191,0.000672218,0.000448145,0.00100833
2020-03-26,15001,Hawaii,HI,4,0.571429,8.5,5.66667,12.75,6.49897,4.33264,9.74845,118.205,78.8033,177.307,0.000586587,0.000391058,0.000879881,141.96,94.6398,212.94,0.000704469,0.000469646,0.0010567
2020-03-27,15001,Hawaii,HI,5,0.714286,8,5.33333,12,6.85492,4.56995,10.2824,119.223,79.4821,178.835,0.00059164,0.000394426,0.00088746,148.815,99.2097,223.222,0.000738486,0.000492324,0.00110773
2020-03-28,15001,Hawaii,HI,10,1.42857,7.5,5,11.25,7.56193,5.04128,11.3429,120.367,80.2444,180.55,0.000597315,0.00039821,0.000895972,156.377,104.251,234.565,0.000776012,0.000517341,0.00116402
2020-03-29,15001,Hawaii,HI,10,1.42857,7,4.66667,10.5,8.25549,5.50365,12.3832,121,80.6665,181.5,0.000600456,0.000400304,0.000900684,164.632,109.755,246.948,0.00081698,0.000544653,0.00122547
2020-03-30,15001,Hawaii,HI,12,1.28571,6.5,4.33333,9.75,8.33015,5.55343,12.4952,120.616,80.4104,180.923,0.00059855,0.000399033,0.000897825,172.962,115.308,259.443,0.000858318,0.000572212,0.00128748
2020-03-31,15001,Hawaii,HI,15,1.85714,6,4,9,8.57926,5.71951,12.8689,119.746,79.8305,179.619,0.000594234,0.000396156,0.000891351,181.541,121.028,272.312,0.000900892,0.000600594,0.00135134
