date,fips,county,state,total_cases,daily_positive_7day_ma,prevalence_ratio_mean,prevalence_ratio_lower,prevalence_ratio_upper,new_infected_mean,new_infected_lower,new_infected_upper,current_infected_mean,current_infected_lower,current_infected_upper,perc_current_infected_mean,perc_current_infected_lower,perc_current_infected_upper,total_infected_mean,total_infected_lower,total_infected_upper,perc_total_infected_mean,perc_total_infected_lower,perc_total_infected_upper
2020-01-22,54001,Barbour,WV,0,,,,,,,,,,,,,,,,,,,
2020-01-23,54001,Barbour,WV,0,,,,,,,,,,,,,,,,,,,
2020-01-24,54001,Barbour,WV,0,,,,,,,,,,,,,,,,,,,
2020-01-25,54001,Barbour,WV,0,,,,,,,,,,,,,,,,,,,
2020-01-26,54001,Barbour,WV,0,,,,,,,,,,,,,,,,,,,
2020-01-27,54001,Barbour,WV,0,,,,,,,,,,,,,,,,,,,
2020-01-28,54001,Barbour,WV,0,,,,,,,,,,,,,,,,,,,
2020-01-29,54001,Barbour,WV,0,,,,,,,,,,,,,,,,,,,
2020-01-30,54001,Barbour,WV,0,,,,,,,,,,,,,,,,,,,
2020-01-31,54001,Barbour,WV,0,,,,,,,,,,,,,,,,,,,
2020-02-01,54001,Barbour,WV,0,,,,,,,,,,,,,,,,,,,
2020-02-02,54001,Barbour,WV,0,,,,,,,,,,,,,,,,,,,
2020-02-03,54001,Barbour,WV,0,,,,,,,,,,,,,,,,,,,
2020-02-04,54001,Barbour,WV,0,,,,,,,,,,,,,,,,,,,
2020-02-05,54001,Barbour,WV,0,,,,,,,,,,,,,,,,,,,
2020-02-06,54001,Barbour,WV,0,,,,,,,,,,,,,,,,,,,
2020-02-07,54001,Barbour,WV,0,,,,,,,,,,,,,,,,,,,
2020-02-08,54001,Barbour,WV,0,,,,,,,,,,,,,,,,,,,
2020-02-09,54001,Barbour,WV,0,,,,,,,,,,,,,,,,,,,
2020-02-10,54001,Barbour,WV,0,,,,,,,,,,,,,,,,,,,
2020-02-11,54001,Barbour,WV,0,,,,,,,,,,,,,,,,,,,
2020-02-12,54001,Barbour,WV,0,,,,,,,,,,,,,,,,,,,
2020-02-13,54001,Barbour,WV,0,,,,,,,,,,,,,,,,,,,
2020-02-14,54001,Barbour,WV,0,,,,,,,,,,,,,,,,,,,
2020-02-15,54001,Barbour,WV,0,,,,,,,,,,,,,,,,,,,
2020-02-16,54001,Barbour,WV,0,,,,,,,,,,,,,,,,,,,
2020-02-17,54001,Barbour,WV,0,,,,,,,,,,,,,,,,,,,
2020-02-18,54001,Barbour,WV,0,,,,,,,,,,,,,,,,,,,
2020-02-19,54001,Barbour,WV,0,,,,,,,,,,,,,,,,,,,
2020-02-20,54001,Barbour,WV,0,,,,,,,,,,,,,,,,,,,
2020-02-21,54001,Barbour,WV,0,,,,,,,,,,,,,,,,,,,
2020-02-22,54001,Barbour,WV,0,,,,,,,,,,,,,,,,,,,
2020-02-23,54001,Barbour,WV,0,,,,,,,,,,,,,,,,,,,
2020-02-24,54001,Barbour,WV,0,,,,,,,,,,,,,,,,,,,
2020-02-25,54001,Barbour,WV,0,,,,,,,,,,,,,,,,,,,
2020-02-26,54001,Barbour,WV,0,,,,,,,,,,,,,,,,,,,
2020-02-27,54001,Barbour,WV,0,,,,,,,,,,,,,,,,,,,
2020-02-28,54001,Barbour,WV,0,,,,,,,,,,,,,,,,,,,
2020-02-29,54001,Barbour,WV,0,,,,,,,,,,,,,,,,,,,
2020-03-01,54001,Barbour,WV,0,,,,,,,,,,,,,,,,,,,
2020-03-02,54001,Barbour,WV,0,,,,,,,,,,,,,,,,,,,
2020-03-03,54001,Barbour,WV,0,,,,,,,,,,,,,,,,,,,
2020-03-04,54001,Barbour,WV,0,,,,,,,,,,,,,,,,,,,
2020-03-05,54001,Barbour,WV,0,,,,,,,,,,,,,,,,,,,
2020-03-06,54001,Barbour,WV,0,,,,,,,,,,,,,,,,,,,
2020-03-07,54001,Barbour,WV,0,,,,,,,,,,,,,,,,,,,
2020-03-08,54001,Barbour,WV,0,,,,,,,,,,,,,,,,,,,
2020-03-09,54001,Barbour,WV,0,,,,,,,,,,,,,,,,,,,
2020-03-10,54001,Barbour,WV,0,,,,,,,,,,,,,,,,,,,
2020-03-11,54001,Barbour,WV,0,,,,,,,,,,,,,,,,,,,
2020-03-12,54001,Barbour,WV,0,,,,,,,,,,,,,,,,,,,
2020-03-13,54001,Barbour,WV,0,,,,,,,,,,,,,,,,,,,
2020-03-14,54001,Barbour,WV,0,,,,,,,,,,,,,,,,,,,
