date,fips,county,state,total_cases,daily_positive_7day_ma,prevalence_ratio_mean,prevalence_ratio_lower,prevalence_ratio_upper,new_infected_mean,new_infected_lower,new_infected_upper,current_infected_mean,current_infected_lower,current_infected_upper,perc_current_infected_mean,perc_current_infected_lower,perc_current_infected_upper,total_infected_mean,total_infected_lower,total_infected_upper,perc_total_infected_mean,perc_total_infected_lower,perc_total_infected_upper
2020-01-22,33001,Belknap,NH,0,,,,,,,,,,,,,,,,,,,
2020-01-23,33001,Belknap,NH,0,,,,,,,,,,,,,,,,,,,
2020-01-24,33001,Belknap,NH,0,,,,,,,,,,,,,,,,,,,
2020-01-25,33001,Belknap,NH,0,,,,,,,,,,,,,,,,,,,
2020-01-26,33001,Belknap,NH,0,,,,,,,,,,,,,,,,,,,
2020-01-27,33001,Belknap,NH,0,,,,,,,,,,,,,,,,,,,
2020-01-28,33001,Belknap,NH,0,,,,,,,,,,,,,,,,,,,
2020-01-29,33001,Belknap,NH,0,,,,,,,,,,,,,,,,,,,
2020-01-30,33001,Belknap,NH,0,,,,,,,,,,,,,,,,,,,
2020-01-31,33001,Belknap,NH,0,,,,,,,,,,,,,,,,,,,
2020-02-01,33001,Belknap,NH,0,,,,,,,,,,,,,,,,,,,
2020-02-02,33001,Belknap,NH,0,,,,,,,,,,,,,,,,,,,
2020-02-03,33001,Belknap,NH,0,,,,,,,,,,,,,,,,,,,
2020-02-04,33001,Belknap,NH,0,,,,,,,,,,,,,,,,,,,
2020-02-05,33001,Belknap,NH,0,,,,,,,,,,,,,,,,,,,
2020-02-06,33001,Belknap,NH,0,,,,,,,,,,,,,,,,,,,
2020-02-07,33001,Belknap,NH,0,,,,,,,,,,,,,,,,,,,
2020-02-08,33001,Belknap,NH,0,,,,,,,,,,,,,,,,,,,
2020-02-09,33001,Belknap,NH,0,,,,,,,,,,,,,,,,,,,
2020-02-10,33001,Belknap,NH,0,,,,,,,,,,,,,,,,,,,
2020-02-11,33001,Belknap,NH,0,,,,,,,,,,,,,,,,,,,
2020-02-12,33001,Belknap,NH,0,,,,,,,,,,,,,,,,,,,
2020-02-13,33001,Belknap,NH,0,,,,,,,,,,,,,,,,,,,
2020-02-14,33001,Belknap,NH,0,,,,,,,,,,,,,,,,,,,
2020-02-15,33001,Belknap,NH,0,,,,,,,,,,,,,,,,,,,
2020-02-16,33001,Belknap,NH,0,,,,,,,,,,,,,,,,,,,
2020-02-17,33001,Belknap,NH,0,,,,,,,,,,,,,,,,,,,
2020-02-18,33001,Belknap,NH,0,,,,,,,,,,,,,,,,,,,
2020-02-19,33001,Belknap,NH,0,,,,,,,,,,,,,,,,,,,
2020-02-20,33001,Belknap,NH,0,,,,,,,,,,,,,,,,,,,
2020-02-21,33001,Belknap,NH,0,,,,,,,,,,,,,,,,,,,
2020-02-22,33001,Belknap,NH,0,,,,,,,,,,,,,,,,,,,
2020-02-23,33001,Belknap,NH,0,,,,,,,,,,,,,,,,,,,
2020-02-24,33001,Belknap,NH,0,,,,,,,,,,,,,,,,,,,
2020-02-25,33001,Belknap,NH,0,,,,,,,,,,,,,,,,,,,
2020-02-26,33001,Belknap,NH,0,,,,,,,,,,,,,,,,,,,
2020-02-27,33001,Belknap,NH,0,,,,,,,,,,,,,,,,,,,
2020-02-28,33001,Belknap,NH,0,,,,,,,,,,,,,,,,,,,
2020-02-29,33001,Belknap,NH,0,,,,,,,,,,,,,,,,,,,
2020-03-01,33001,Belknap,NH,0,,,,,,,,,,,,,,,,,,,
2020-03-02,33001,Belknap,NH,0,,,,,,,,,,,,,,,,,,,
2020-03-03,33001,Belknap,NH,0,,,,,,,,,,,,,,,,,,,
2020-03-04,33001,Belknap,NH,0,,,,,,,,,,,,,,,,,,,
2020-03-05,33001,Belknap,NH,0,,,,,,,,,,,,,,,,,,,
2020-03-06,33001,Belknap,NH,0,,,,,5.71429,3.80953,8.57143,5.71429,3.80953,8.57143,9.32138e-05,6.21426e-05,0.000139821,5.71429,3.80953,8.57143,9.32138e-05,6.21426e-05,0.000139821
2020-03-07,33001,Belknap,NH,0,,,,,7.60714,5.07143,11.4107,13.3214,8.88095,19.9821,0.000217305,0.00014487,0.000325957,13.3214,8.88095,19.9821,0.000217305,0.00014487,0.000325957
2020-03-08,33001,Belknap,NH,0,,,,,8.07143,5.38095,12.1071,21.3929,14.2619,32.0893,0.000348969,0.000232646,0.000523454,21.3929,14.2619,32.0893,0.000348969,0.000232646,0.000523454
2020-03-09,33001,Belknap,NH,0,,,,,8.48214,5.65476,12.7232,29.875,19.9167,44.8125,0.000487333,0.000324889,0.000731,29.875,19.9167,44.8125,0.000487333,0.000324889,0.000731
2020-03-10,33001,Belknap,NH,0,,,,,8.61429,5.74286,12.9214,38.4893,25.6595,57.7339,0.000627853,0.000418569,0.00094178,38.4893,25.6595,57.7339,0.000627853,0.000418569,0.00094178
2020-03-11,33001,Belknap,NH,0,,,,,8.78571,5.85714,13.1786,47.275,31.5167,70.9125,0.000771169,0.000514113,0.00115675,47.275,31.5167,70.9125,0.000771169,0.000514113,0.00115675
2020-03-12,33001,Belknap,NH,0,,,,,8.81633,5.87755,13.2245,56.0913,37.3942,84.137,0.000914985,0.00060999,0.00137248,56.0913,37.3942,84.137,0.000914985,0.00060999,0.00137248
2020-03-13,33001,Belknap,NH,0,,,,,8.66327,5.77551,12.9949,64.7546,43.1697,97.1319,0.0010563,0.000704203,0.00158446,64.7546,43.1697,97.1319,0.0010563,0.000704203,0.00158446
2020-03-14,33001,Belknap,NH,0,,,,,7.91837,5.27891,11.8776,72.673,48.4486,109.009,0.00118547,0.000790314,0.00177821,72.673,48.4486,109.009,0.00118547,0.000790314,0.00177821
2020-03-15,33001,Belknap,NH,0,,,,,7.29372,4.86248,10.9406,79.9667,53.3111,119.95,0.00130445,0.000869633,0.00195667,79.9667,53.3111,119.95,0.00130445,0.000869633,0.00195667
2020-03-16,33001,Belknap,NH,0,,,,,6.52931,4.35287,9.79397,86.496,57.664,129.744,0.00141096,0.000940639,0.00211644,86.496,57.664,129.744,0.00141096,0.000940639,0.00211644
2020-03-17,33001,Belknap,NH,0,,,,,5.89237,3.92825,8.83856,92.3884,61.5922,138.583,0.00150708,0.00100472,0.00226062,92.3884,61.5922,138.583,0.00150708,0.00100472,0.00226062
2020-03-18,33001,Belknap,NH,0,,,,,5.21104,3.47402,7.81656,97.5994,65.0663,146.399,0.00159208,0.00106139,0.00238812,97.5994,65.0663,146.399,0.00159208,0.00106139,0.00238812
2020-03-19,33001,Belknap,NH,0,,,,,5.08889,3.39259,7.63334,102.688,68.4589,154.032,0.00167509,0.00111673,0.00251264,102.688,68.4589,154.032,0.00167509,0.00111673,0.00251264
