date,fips,county,state,total_cases,daily_positive_7day_ma,prevalence_ratio_mean,prevalence_ratio_lower,prevalence_ratio_upper,new_infected_mean,new_infected_lower,new_infected_upper,current_infected_mean,current_infected_lower,current_infected_upper,perc_current_infected_mean,perc_current_infected_lower,perc_current_infected_upper,total_infected_mean,total_infected_lower,total_infected_upper,perc_total_infected_mean,perc_total_infected_lower,perc_total_infected_upper
2020-01-22,28001,Adams,MS,0,,,,,,,,,,,,,,,,,,,
2020-01-23,28001,Adams,MS,0,,,,,,,,,,,,,,,,,,,
2020-01-24,28001,Adams,MS,0,,,,,,,,,,,,,,,,,,,
2020-01-25,28001,Adams,MS,0,,,,,,,,,,,,,,,,,,,
2020-01-26,28001,Adams,MS,0,,,,,,,,,,,,,,,,,,,
2020-01-27,28001,Adams,MS,0,,,,,,,,,,,,,,,,,,,
2020-01-28,28001,Adams,MS,0,,,,,,,,,,,,,,,,,,,
2020-01-29,28001,Adams,MS,0,,,,,,,,,,,,,,,,,,,
2020-01-30,28001,Adams,MS,0,,,,,,,,,,,,,,,,,,,
2020-01-31,28001,Adams,MS,0,,,,,,,,,,,,,,,,,,,
2020-02-01,28001,Adams,MS,0,,,,,,,,,,,,,,,,,,,
2020-02-02,28001,Adams,MS,0,,,,,,,,,,,,,,,,,,,
2020-02-03,28001,Adams,MS,0,,,,,,,,,,,,,,,,,,,
2020-02-04,28001,Adams,MS,0,,,,,,,,,,,,,,,,,,,
2020-02-05,28001,Adams,MS,0,,,,,,,,,,,,,,,,,,,
2020-02-06,28001,Adams,MS,0,,,,,,,,,,,,,,,,,,,
2020-02-07,28001,Adams,MS,0,,,,,,,,,,,,,,,,,,,
2020-02-08,28001,Adams,MS,0,,,,,,,,,,,,,,,,,,,
2020-02-09,28001,Adams,MS,0,,,,,,,,,,,,,,,,,,,
2020-02-10,28001,Adams,MS,0,,,,,,,,,,,,,,,,,,,
2020-02-11,28001,Adams,MS,0,,,,,,,,,,,,,,,,,,,
2020-02-12,28001,Adams,MS,0,,,,,,,,,,,,,,,,,,,
2020-02-13,28001,Adams,MS,0,,,,,,,,,,,,,,,,,,,
2020-02-14,28001,Adams,MS,0,,,,,,,,,,,,,,,,,,,
2020-02-15,28001,Adams,MS,0,,,,,,,,,,,,,,,,,,,
2020-02-16,28001,Adams,MS,0,,,,,,,,,,,,,,,,,,,
2020-02-17,28001,Adams,MS,0,,,,,,,,,,,,,,,,,,,
2020-02-18,28001,Adams,MS,0,,,,,,,,,,,,,,,,,,,
2020-02-19,28001,Adams,MS,0,,,,,,,,,,,,,,,,,,,
2020-02-20,28001,Adams,MS,0,,,,,,,,,,,,,,,,,,,
2020-02-21,28001,Adams,MS,0,,,,,,,,,,,,,,,,,,,
2020-02-22,28001,Adams,MS,0,,,,,,,,,,,,,,,,,,,
2020-02-23,28001,Adams,MS,0,,,,,,,,,,,,,,,,,,,
2020-02-24,28001,Adams,MS,0,,,,,,,,,,,,,,,,,,,
2020-02-25,28001,Adams,MS,0,,,,,,,,,,,,,,,,,,,
2020-02-26,28001,Adams,MS,0,,,,,,,,,,,,,,,,,,,
2020-02-27,28001,Adams,MS,0,,,,,,,,,,,,,,,,,,,
2020-02-28,28001,Adams,MS,0,,,,,,,,,,,,,,,,,,,
2020-02-29,28001,Adams,MS,0,,,,,,,,,,,,,,,,,,,
2020-03-01,28001,Adams,MS,0,,,,,,,,,,,,,,,,,,,
2020-03-02,28001,Adams,MS,0,,,,,,,,,,,,,,,,,,,
2020-03-03,28001,Adams,MS,0,,,,,1.64286,1.09524,2.46429,1.64286,1.09524,2.46429,5.35255e-05,3.56837e-05,8.02882e-05,1.64286,1.09524,2.46429,5.35255e-05,3.56837e-05,8.02882e-05
2020-03-04,28001,Adams,MS,0,,,,,2.39286,1.59524,3.58929,4.03571,2.69048,6.05357,0.000131486,8.76577e-05,0.00019723,4.03571,2.69048,6.05357,0.000131486,8.76577e-05,0.00019723
2020-03-05,28001,Adams,MS,0,,,,,2.09524,1.39683,3.14286,6.13095,4.0873,9.19643,0.000199751,0.000133167,0.000299626,6.13095,4.0873,9.19643,0.000199751,0.000133167,0.000299626
