date,fips,county,state,total_cases,daily_positive_7day_ma,prevalence_ratio_mean,prevalence_ratio_lower,prevalence_ratio_upper,new_infected_mean,new_infected_lower,new_infected_upper,current_infected_mean,current_infected_lower,current_infected_upper,perc_current_infected_mean,perc_current_infected_lower,perc_current_infected_upper,total_infected_mean,total_infected_lower,total_infected_upper,perc_total_infected_mean,perc_total_infected_lower,perc_total_infected_upper
2020-01-22,01001,Autauga,AL,0,,,,,,,,,,,,,,,,,,,
2020-01-23,01001,Autauga,AL,0,,,,,,,,,,,,,,,,,,,
2020-01-24,01001,Autauga,AL,0,,,,,,,,,,,,,,,,,,,
2020-01-25,01001,Autauga,AL,0,,,,,,,,,,,,,,,,,,,
2020-01-26,01001,Autauga,AL,0,,,,,,,,,,,,,,,,,,,
2020-01-27,01001,Autauga,AL,0,,,,,,,,,,,,,,,,,,,
2020-01-28,01001,Autauga,AL,0,,,,,,,,,,,,,,,,,,,
2020-01-29,01001,Autauga,AL,0,,,,,,,,,,,,,,,,,,,
2020-01-30,01001,Autauga,AL,0,,,,,,,,,,,,,,,,,,,
2020-01-31,01001,Autauga,AL,0,,,,,,,,,,,,,,,,,,,
2020-02-01,01001,Autauga,AL,0,,,,,,,,,,,,,,,,,,,
2020-02-02,01001,Autauga,AL,0,,,,,,,,,,,,,,,,,,,
2020-02-03,01001,Autauga,AL,0,,,,,,,,,,,,,,,,,,,
2020-02-04,01001,Autauga,AL,0,,,,,,,,,,,,,,,,,,,
2020-02-05,01001,Autauga,AL,0,,,,,,,,,,,,,,,,,,,
2020-02-06,01001,Autauga,AL,0,,,,,,,,,,,,,,,,,,,
2020-02-07,01001,Autauga,AL,0,,,,,,,,,,,,,,,,,,,
2020-02-08,01001,Autauga,AL,0,,,,,,,,,,,,,,,,,,,
2020-02-09,01001,Autauga,AL,0,,,,,,,,,,,,,,,,,,,
2020-02-10,01001,Autauga,AL,0,,,,,,,,,,,,,,,,,,,
2020-02-11,01001,Autauga,AL,0,,,,,,,,,,,,,,,,,,,
2020-02-12,01001,Autauga,AL,0,,,,,,,,,,,,,,,,,,,
2020-02-13,01001,Autauga,AL,0,,,,,,,,,,,,,,,,,,,
2020-02-14,01001,Autauga,AL,0,,,,,,,,,,,,,,,,,,,
2020-02-15,01001,Autauga,AL,0,,,,,,,,,,,,,,,,,,,
2020-02-16,01001,Autauga,AL,0,,,,,,,,,,,,,,,,,,,
2020-02-17,01001,Autauga,AL,0,,,,,,,,,,,,,,,,,,,
2020-02-18,01001,Autauga,AL,0,,,,,,,,,,,,,,,,,,,
2020-02-19,01001,Autauga,AL,0,,,,,,,,,,,,,,,,,,,
2020-02-20,01001,Autauga,AL,0,,,,,,,,,,,,,,,,,,,
2020-02-21,01001,Autauga,AL,0,,,,,,,,,,,,,,,,,,,
2020-02-22,01001,Autauga,AL,0,,,,,,,,,,,,,,,,,,,
2020-02-23,01001,Autauga,AL,0,,,,,,,,,,,,,,,,,,,
2020-02-24,01001,Autauga,AL,0,,,,,,,,,,,,,,,,,,,
2020-02-25,01001,Autauga,AL,0,,,,,,,,,,,,,,,,,,,
2020-02-26,01001,Autauga,AL,0,,,,,,,,,,,,,,,,,,,
2020-02-27,01001,Autauga,AL,0,,,,,,,,,,,,,,,,,,,
2020-02-28,01001,Autauga,AL,0,,,,,,,,,,,,,,,,,,,
2020-02-29,01001,Autauga,AL,0,,,,,,,,,,,,,,,,,,,
2020-03-01,01001,Autauga,AL,0,,,,,,,,,,,,,,,,,,,
2020-03-02,01001,Autauga,AL,0,,,,,,,,,,,,,,,,,,,
2020-03-03,01001,Autauga,AL,0,,,,,,,,,,,,,,,,,,,
2020-03-04,01001,Autauga,AL,0,,,,,,,,,,,,,,,,,,,
2020-03-05,01001,Autauga,AL,0,,,,,,,,,,,,,,,,,,,
2020-03-06,01001,Autauga,AL,0,,,,,,,,,,,,,,,,,,,
2020-03-07,01001,Autauga,AL,0,,,,,1.35714,0.904761,2.03571,1.35714,0.904761,2.03571,2.42915e-05,1.61943e-05,3.64373e-05,1.35714,0.904761,2.03571,2.42915e-05,1.61943e-05,3.64373e-05
2020-03-08,01001,Autauga,AL,0,,,,,3.89286,2.59524,5.83929,5.25,3.5,7.875,9.39698e-05,6.26465e-05,0.000140955,5.25,3.5,7.875,9.39698e-05,6.26465e-05,0.000140955
2020-03-09,01001,Autauga,AL,0,,,,,5.02381,3.34921,7.53571,10.2738,6.84921,15.4107,0.000183891,0.000122594,0.000275837,10.2738,6.84921,15.4107,0.000183891,0.000122594,0.000275837
2020-03-10,01001,Autauga,AL,0,,,,,5.48214,3.65476,8.22321,15.756,10.504,23.6339,0.000282016,0.000188011,0.000423024,15.756,10.504,23.6339,0.000282016,0.000188011,0.000423024
2020-03-11,01001,Autauga,AL,0,,,,,5.67143,3.78095,8.50714,21.4274,14.2849,32.1411,0.000383529,0.000255686,0.000575293,21.4274,14.2849,32.1411,0.000383529,0.000255686,0.000575293
2020-03-12,01001,Autauga,AL,0,,,,,6.00305,4.00203,9.00459,27.4304,18.287,41.1457,0.000490978,0.000327318,0.000736467,27.4304,18.287,41.1457,0.000490978,0.000327318,0.000736467
2020-03-13,01001,Autauga,AL,0,,,,,6.43861,4.29241,9.65792,33.869,22.5794,50.8036,0.000606223,0.000404148,0.000909334,33.869,22.5794,50.8036,0.000606223,0.000404148,0.000909334
2020-03-14,01001,Autauga,AL,0,,,,,7.38991,4.92661,11.0849,41.259,27.506,61.8885,0.000738495,0.00049233,0.00110774,41.259,27.506,61.8885,0.000738495,0.00049233,0.00110774
2020-03-15,01001,Autauga,AL,0,,,,,7.29409,4.86272,10.9411,48.553,32.3687,72.8296,0.000869052,0.000579368,0.00130358,48.553,32.3687,72.8296,0.000869052,0.000579368,0.00130358
2020-03-16,01001,Autauga,AL,0,,,,,7.22544,4.81696,10.8382,55.7785,37.1857,83.6678,0.00099838,0.000665587,0.00149757,55.7785,37.1857,83.6678,0.00099838,0.000665587,0.00149757
2020-03-17,01001,Autauga,AL,0,,,,,7.24997,4.83331,10.875,63.0285,42.019,94.5427,0.00112815,0.000752098,0.00169222,63.0285,42.019,94.5427,0.00112815,0.000752098,0.00169222
2020-03-18,01001,Autauga,AL,0,,,,,7.26925,4.84617,10.9039,70.2977,46.8651,105.447,0.00125826,0.00083884,0.00188739,70.2977,46.8651,105.447,0.00125826,0.00083884,0.00188739
2020-03-19,01001,Autauga,AL,0,,,,,7.04358,4.69572,10.5654,77.3413,51.5609,116.012,0.00138433,0.000922889,0.0020765,77.3413,51.5609,116.012,0.00138433,0.000922889,0.0020765
2020-03-20,01001,Autauga,AL,0,,,,,6.34639,4.23093,9.51958,83.6877,55.7918,125.532,0.00149793,0.000998618,0.00224689,83.6877,55.7918,125.532,0.00149793,0.000998618,0.00224689
2020-03-21,01001,Autauga,AL,0,,,,,5.81464,3.87643,8.72196,89.5023,59.6682,134.254,0.001602,0.001068,0.00240301,89.5023,59.6682,134.254,0.001602,0.001068,0.00240301
2020-03-22,01001,Autauga,AL,0,,,,,5.26862,3.51242,7.90293,93.4138,62.2759,140.121,0.00167201,0.00111468,0.00250802,94.7709,63.1806,142.156,0.00169631,0.00113087,0.00254446
