date,fips,county,state,total_cases,daily_positive_7day_ma,prevalence_ratio_mean,prevalence_ratio_lower,prevalence_ratio_upper,new_infected_mean,new_infected_lower,new_infected_upper,current_infected_mean,current_infected_lower,current_infected_upper,perc_current_infected_mean,perc_current_infected_lower,perc_current_infected_upper,total_infected_mean,total_infected_lower,total_infected_upper,perc_total_infected_mean,perc_total_infected_lower,perc_total_infected_upper
2020-01-22,11001,District of Columbia,DC,0,,,,,,,,,,,,,,,,,,,
2020-01-23,11001,District of Columbia,DC,0,,,,,,,,,,,,,,,,,,,
2020-01-24,11001,District of Columbia,DC,0,,,,,,,,,,,,,,,,,,,
2020-01-25,11001,District of Columbia,DC,0,,,,,,,,,,,,,,,,,,,
2020-01-26,11001,District of Columbia,DC,0,,,,,,,,,,,,,,,,,,,
2020-01-27,11001,District of Columbia,DC,0,,,,,,,,,,,,,,,,,,,
2020-01-28,11001,District of Columbia,DC,0,,,,,,,,,,,,,,,,,,,
2020-01-29,11001,District of Columbia,DC,0,,,,,,,,,,,,,,,,,,,
2020-01-30,11001,District of Columbia,DC,0,,,,,,,,,,,,,,,,,,,
2020-01-31,11001,District of Columbia,DC,0,,,,,,,,,,,,,,,,,,,
2020-02-01,11001,District of Columbia,DC,0,,,,,,,,,,,,,,,,,,,
2020-02-02,11001,District of Columbia,DC,0,,,,,,,,,,,,,,,,,,,
2020-02-03,11001,District of Columbia,DC,0,,,,,,,,,,,,,,,,,,,
2020-02-04,11001,District of Columbia,DC,0,,,,,,,,,,,,,,,,,,,
2020-02-05,11001,District of Columbia,DC,0,,,,,,,,,,,,,,,,,,,
2020-02-06,11001,District of Columbia,DC,0,,,,,,,,,,,,,,,,,,,
2020-02-07,11001,District of Columbia,DC,0,,,,,,,,,,,,,,,,,,,
2020-02-08,11001,District of Columbia,DC,0,,,,,,,,,,,,,,,,,,,
2020-02-09,11001,District of Columbia,DC,0,,,,,,,,,,,,,,,,,,,
2020-02-10,11001,District of Columbia,DC,0,,,,,,,,,,,,,,,,,,,
2020-02-11,11001,District of Columbia,DC,0,,,,,,,,,,,,,,,,,,,
2020-02-12,11001,District of Columbia,DC,0,,,,,,,,,,,,,,,,,,,
2020-02-13,11001,District of Columbia,DC,0,,,,,,,,,,,,,,,,,,,
2020-02-14,11001,District of Columbia,DC,0,,,,,,,,,,,,,,,,,,,
2020-02-15,11001,District of Columbia,DC,0,,,,,,,,,,,,,,,,,,,
2020-02-16,11001,District of Columbia,DC,0,,,,,,,,,,,,,,,,,,,
2020-02-17,11001,District of Columbia,DC,0,,,,,,,,,,,,,,,,,,,
2020-02-18,11001,District of Columbia,DC,0,,,,,,,,,,,,,,,,,,,
2020-02-19,11001,District of Columbia,DC,0,,,,,,,,,,,,,,,,,,,
2020-02-20,11001,District of Columbia,DC,0,,,,,,,,,,,,,,,,,,,
2020-02-21,11001,District of Columbia,DC,0,,,,,,,,,,,,,,,,,,,
2020-02-22,11001,District of Columbia,DC,0,,,,,,,,,,,,,,,,,,,
2020-02-23,11001,District of Columbia,DC,0,,,,,,,,,,,,,,,,,,,
2020-02-24,11001,District of Columbia,DC,0,,,,,,,,,,,,,,,,,,,
2020-02-25,11001,District of Columbia,DC,0,,,,,,,,,,,,,,,,,,,
2020-02-26,11001,District of Columbia,DC,0,,,,,,,,,,,,,,,,,,,
2020-02-27,11001,District of Columbia,DC,0,,,,,,,,,,,,,,,,,,,
2020-02-28,11001,District of Columbia,DC,0,,,,,42.4286,28.2857,63.6429,42.4286,28.2857,63.6429,6.01185e-05,4.0079e-05,9.01778e-05,42.4286,28.2857,63.6429,6.01185e-05,4.0079e-05,9.01778e-05
2020-02-29,11001,District of Columbia,DC,0,,,,,41.6429,27.7619,62.4643,84.0714,56.0476,126.107,0.000119124,7.94158e-05,0.000178686,84.0714,56.0476,126.107,0.000119124,7.94158e-05,0.000178686
2020-03-01,11001,District of Columbia,DC,0,,,,,46.2143,30.8095,69.3214,130.286,86.8571,195.429,0.000184606,0.000123071,0.000276909,130.286,86.8571,195.429,0.000184606,0.000123071,0.000276909
2020-03-02,11001,District of Columbia,DC,0,,,,,51.8036,34.5357,77.7054,182.089,121.393,273.134,0.000258009,0.000172006,0.000387013,182.089,121.393,273.134,0.000258009,0.000172006,0.000387013
2020-03-03,11001,District of Columbia,DC,0,,,,,64.7714,43.181,97.1571,246.861,164.574,370.291,0.000349785,0.00023319,0.000524678,246.861,164.574,370.291,0.000349785,0.00023319,0.000524678
2020-03-04,11001,District of Columbia,DC,0,,,,,79.6429,53.0952,119.464,326.504,217.669,489.755,0.000462634,0.000308423,0.000693951,326.504,217.669,489.755,0.000462634,0.000308423,0.000693951
2020-03-05,11001,District of Columbia,DC,0,,,,,90.1224,60.0816,135.184,416.626,277.751,624.939,0.000590332,0.000393554,0.000885498,416.626,277.751,624.939,0.000590332,0.000393554,0.000885498
2020-03-06,11001,District of Columbia,DC,0,,,,,104.061,69.3742,156.092,520.687,347.125,781.031,0.00073778,0.000491853,0.00110667,520.687,347.125,781.031,0.00073778,0.000491853,0.00110667
2020-03-07,11001,District of Columbia,DC,0,,,,,121.296,80.8639,181.944,641.983,427.989,962.975,0.000909648,0.000606432,0.00136447,641.983,427.989,962.975,0.000909648,0.000606432,0.00136447
2020-03-08,11001,District of Columbia,DC,0,,,,,142.041,94.6939,213.061,784.024,522.683,1176.04,0.00111091,0.000740607,0.00166637,784.024,522.683,1176.04,0.00111091,0.000740607,0.00166637
2020-03-09,11001,District of Columbia,DC,0,,,,,165.378,110.252,248.066,949.402,632.934,1424.1,0.00134524,0.000896826,0.00201786,949.402,632.934,1424.1,0.00134524,0.000896826,0.00201786
2020-03-10,11001,District of Columbia,DC,0,,,,,181.367,120.912,272.051,1130.77,753.846,1696.15,0.00160223,0.00106815,0.00240334,1130.77,753.846,1696.15,0.00160223,0.00106815,0.00240334
2020-03-11,11001,District of Columbia,DC,0,,,,,190.898,127.265,286.347,1321.67,881.111,1982.5,0.00187272,0.00124848,0.00280907,1321.67,881.111,1982.5,0.00187272,0.00124848,0.00280907
2020-03-12,11001,District of Columbia,DC,0,,,,,207.365,138.243,311.047,1529.03,1019.35,2293.55,0.00216654,0.00144436,0.00324981,1529.03,1019.35,2293.55,0.00216654,0.00144436,0.00324981
2020-03-13,11001,District of Columbia,DC,0,,,,,233.603,155.736,350.405,1762.63,1175.09,2643.95,0.00249754,0.00166503,0.00374631,1762.63,1175.09,2643.95,0.00249754,0.00166503,0.00374631
2020-03-14,11001,District of Columbia,DC,0,,,,,267.468,178.312,401.202,1987.67,1325.12,2981.51,0.0028164,0.0018776,0.00422461,2030.1,1353.4,3045.15,0.00287652,0.00191768,0.00431478
2020-03-15,11001,District of Columbia,DC,0,,,,,307.409,204.939,461.113,2253.44,1502.29,3380.16,0.00319298,0.00212865,0.00478946,2337.51,1558.34,3506.27,0.0033121,0.00220807,0.00496815
2020-03-16,11001,District of Columbia,DC,22,3.14286,13.5,9,20.25,338.318,225.545,507.477,2545.54,1697.03,3818.32,0.00360687,0.00240458,0.0054103,2675.83,1783.89,4013.74,0.00379147,0.00252765,0.00568721
2020-03-17,11001,District of Columbia,DC,22,3.14286,13,8.66667,19.5,381.258,254.172,571.887,2875,1916.67,4312.5,0.00407368,0.00271579,0.00611052,3057.09,2038.06,4585.63,0.00433169,0.00288779,0.00649754
2020-03-18,11001,District of Columbia,DC,31,4.42857,12.5,8.33333,18.75,444.206,296.138,666.31,3254.43,2169.62,4881.65,0.00461132,0.00307421,0.00691698,3501.29,2334.2,5251.94,0.0049611,0.0033074,0.00744165
2020-03-19,11001,District of Columbia,DC,40,5.71429,12,8,18,512.031,341.354,768.047,3686.82,2457.88,5530.23,0.00522398,0.00348266,0.00783598,4013.33,2675.55,6019.99,0.00568662,0.00379108,0.00852993
2020-03-20,11001,District of Columbia,DC,71,10.1429,11.5,7.66667,17.25,575.96,383.973,863.939,4172.66,2781.77,6258.99,0.00591238,0.00394159,0.00886858,4589.28,3059.52,6883.93,0.00650272,0.00433514,0.00975407
2020-03-21,11001,District of Columbia,DC,98,14,11,7.33333,16.5,635.845,423.897,953.768,4704.44,3136.3,7056.66,0.00666589,0.00444392,0.00999883,5225.13,3483.42,7837.7,0.00740367,0.00493578,0.0111055
2020-03-22,11001,District of Columbia,DC,102,14.5714,10.5,7,15.75,710.334,473.556,1065.5,5293.48,3528.99,7940.22,0.00750052,0.00500034,0.0112508,5935.46,3956.98,8903.2,0.00841016,0.00560678,0.0126152
2020-03-23,11001,District of Columbia,DC,120,14,10,6.66667,15,803.255,535.503,1204.88,5954.7,3969.8,8932.04,0.00843741,0.00562494,0.0126561,6738.72,4492.48,10108.1,0.00954832,0.00636555,0.0143225
2020-03-24,11001,District of Columbia,DC,141,17,9.5,6.33333,14.25,889.768,593.179,1334.65,6679.09,4452.72,10018.6,0.00946383,0.00630922,0.0141957,7628.49,5085.66,11442.7,0.0108091,0.00720604,0.0162136
2020-03-25,11001,District of Columbia,DC,187,22.2857,9,6,13.5,952.387,634.925,1428.58,7450.11,4966.74,11175.2,0.0105563,0.00703754,0.0158345,8580.87,5720.58,12871.3,0.0121585,0.00810569,0.0182378
2020-03-26,11001,District of Columbia,DC,231,27.2857,8.5,5.66667,12.75,998.493,665.662,1497.74,8257.7,5505.13,12386.5,0.0117006,0.00780041,0.0175509,9579.37,6386.25,14369,0.0135733,0.00904889,0.02036
2020-03-27,11001,District of Columbia,DC,271,28.5714,8,5.33333,12,1040.82,693.882,1561.23,9091.16,6060.77,13636.7,0.0128816,0.00858772,0.0193224,10620.2,7080.13,15930.3,0.0150481,0.0100321,0.0225722
