country,region,subregion,daily_deaths,daily_deaths_lower,daily_deaths_upper
US,CA,Los Angeles,25.5020426435,13,41
US,FL,Miami-Dade,22.3008257665,13,33
US,TX,Harris,14.4089894214,7,23
US,AZ,Maricopa,12.0657149016,6,18
US,NV,Clark,8.89407425941,5,13
US,FL,Broward,8.89075164955,5,14
US,CA,San Bernardino,7.67418177583,4,12
US,TX,Bexar,7.52165445952,4,13
US,CA,Orange,7.31958356995,4,11
US,IL,Cook,6.25651980955,0,17
US,TX,Dallas,5.98220518542,3,9
US,CA,Riverside,5.97780125803,3,9
US,FL,Palm Beach,5.47678960394,3,9
US,TX,Tarrant,4.2456314105,2,7
US,NY,New York City,3.92096100444,0,19
US,CA,Sacramento,3.74834665705,1,7
US,FL,Hillsborough,3.63627809565,2,6
US,CA,San Diego,3.63179700605,1,6
US,MI,Wayne,3.42611315881,0,10
US,CA,Alameda,3.13425780386,1,6
US,FL,Orange,3.12242799091,1,5
US,MA,Middlesex,2.68141291794,0,8
US,CA,Santa Clara,2.29796515837,1,5
Canada,,Quebec,1.83932205015,0,7
US,PA,Philadelphia,1.47964431498,0,5
Canada,,Alberta,1.32174591537,0,3
US,WA,King,1.18090766163,0,3
US,MA,Suffolk,0.997676935146,0,3
Canada,,Ontario,0.908889869478,0,4
US,NV,Washoe,0.820890353039,0,2
US,NJ,Bergen,0.612498255199,0,2
US,NJ,Essex,0.570730418999,0,2
US,LA,Orleans,0.495659206143,0,2
Canada,,British Columbia,0.402417221943,0,1
US,NY,Suffolk,0.381912454172,0,2
US,NJ,Hudson,0.294168962323,0,1
US,NY,Nassau,0.203069690339,0,2
US,NY,Westchester,0.188724344709,0,1
