country,region,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio
US,,36773,120541,69639,228205,2020-04-16,4591,0.5
US,NY,17131,39193,29113,56651,2020-04-16,3215,0.3
US,NJ,3840,14329,9024,22598,2020-04-16,362,0.9
US,MI,2227,9029,4291,17869,2020-04-17,231,0.7
US,IL,1132,5106,2323,11614,2020-04-08,154,1.4
US,CA,1037,5063,1882,10582,2020-04-16,96,0.8
US,MA,1245,4691,2464,10835,2020-04-15,264,0.7
US,CT,1036,4565,2251,9037,2020-04-15,197,1.6
US,LA,1213,4227,2175,7804,2020-04-14,129,1.1
US,PA,921,3846,1842,9742,2020-04-14,102,0.9
US,FL,725,2600,1350,5478,2020-04-02,77,1.0
US,IN,522,2364,1026,5634,2020-04-10,55,0.8
US,TX,451,2310,942,5969,2020-04-16,39,0.9
US,GA,650,2097,1127,4282,2020-04-07,100,0.7
US,OH,418,2090,901,5225,2020-04-14,50,2.6
US,NC,177,1554,543,4082,2020-04-17,27,0.8
US,WA,603,1416,810,3309,2020-04-06,45,1.0
US,MD,334,1318,647,3490,2020-04-14,40,1.5
US,CO,372,1318,644,3249,2020-04-12,39,1.2
US,VA,231,1177,469,2962,2020-04-09,43,0.7
US,AL,148,1024,416,2520,2020-04-17,15,0.8
US,RI,118,1022,416,1961,2020-04-17,31,0.4
US,MO,184,898,374,2305,2020-04-14,26,0.9
US,AZ,169,896,425,1794,2020-04-17,19,0.5
US,WI,206,809,382,2042,2020-04-05,20,1.3
US,MN,111,656,265,1797,2020-04-17,24,0.4
US,MS,140,609,276,1522,2020-04-14,13,0.8
US,OK,136,594,268,1564,2020-04-07,16,1.6
US,TN,141,510,310,1001,2020-04-14,15,1.6
US,SC,116,469,219,1239,2020-04-09,16,1.2
US,NV,142,457,257,907,2020-04-07,26,1.4
US,KY,137,442,239,898,2020-04-07,20,1.0
US,DE,61,439,180,1021,2020-04-16,9,0.8
US,DC,86,432,199,964,2020-04-14,15,1.2
US,IA,64,313,157,606,2020-04-14,8,1.0
US,OR,70,268,123,696,2020-04-09,11,0.5
US,PR,58,259,116,694,2020-04-09,9,1.5
US,KS,82,253,149,469,2020-04-11,13,2.5
US,NH,37,226,94,586,2020-04-09,8,0.6
US,NM,44,219,105,426,2020-04-17,8,0.5
US,AR,37,187,101,409,2020-04-16,4,
US,ME,29,182,108,342,2020-04-15,4,1.0
US,ID,41,179,104,342,2020-04-15,6,
US,WV,16,121,57,263,2020-04-17,4,0.5
US,VT,35,116,67,230,2020-04-16,4,0.5
US,NE,24,113,73,186,2020-04-17,3,0.3
US,UT,23,91,53,177,2020-04-14,5,0.3
US,WY,2,83,46,133,2020-06-04,1,
US,SD,7,63,32,133,2020-04-07,2,
US,VI,2,63,32,109,2020-06-24,1,1.0
US,MT,8,54,33,106,2020-03-30,4,1.0
US,ND,9,48,32,83,2020-04-24,1,
US,AK,9,45,32,80,2020-04-04,2,
US,HI,9,43,33,65,2020-04-11,2,
US,MP,2,38,26,67,2020-04-25,1,
US,GU,5,27,16,56,2020-04-11,1,
US,AS,0,,,,,,
