country,region,daily_deaths,daily_deaths_lower,daily_deaths_upper
US,,2024,1589,2544
US,NY,657,552,774
US,NJ,286,226,363
US,MI,152,117,192
US,CT,101,81,128
US,MA,95,72,124
US,IL,80,63,99
US,PA,73,57,92
US,CA,67,45,89
US,LA,62,48,76
US,FL,56,42,74
US,GA,45,34,61
US,IN,37,27,48
US,TX,33,24,43
US,OH,29,22,37
US,MD,22,16,30
US,NC,19,14,25
US,CO,18,13,25
US,WA,18,12,25
US,VA,17,12,23
US,MO,13,9,17
US,AL,11,9,15
US,WI,11,9,15
US,AZ,10,8,12
US,RI,10,7,14
US,MN,9,6,13
US,MS,8,6,11
US,KY,7,5,10
US,OK,7,5,10
US,NV,7,5,8
US,TN,6,5,8
US,DC,6,4,9
US,SC,6,4,9
US,DE,5,4,7
US,KS,5,3,6
US,IA,4,4,6
US,NM,4,3,5
US,OR,3,2,5
US,PR,3,2,5
US,ID,3,2,4
US,NH,3,2,4
US,ME,2,2,2
US,AR,2,1,3
US,WV,2,1,3
US,NE,1,1,2
US,SD,1,1,2
US,UT,1,1,2
US,VT,1,1,2
US,AK,1,0,1
US,HI,1,0,1
US,MP,1,0,1
US,MT,1,0,1
US,ND,1,0,1
US,WY,1,0,1
US,GU,0,0,1
US,VI,0,0,0
US,AS,,,
