country,region,subregion,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio,projection_end_date
Brazil,,,88539,181933,118690,306482,2020-06-04,1473,1.2,2020-11-01
India,,,33425,137159,64041,238183,2020-06-16,2003,74.4,2020-11-01
Mexico,,,44876,96289,72076,154517,2020-06-03,1092,0.8,2020-11-01
United Kingdom,,,45963,49417,46140,57671,2020-04-21,1173,8.2,2020-11-01
Italy,,,35123,35705,35145,37569,2020-03-27,919,80.1,2020-11-01
France,,,30226,30874,30252,34315,2020-04-15,1438,63.4,2020-11-01
Iran,,,16147,30365,21079,46065,2020-07-28,235,1.0,2020-11-01
Colombia,,,9074,30119,18234,49002,2020-07-27,508,1.0,2020-11-01
Spain,,,28436,28922,28457,31271,2020-06-19,1179,429.7,2020-11-01
Peru,,,18418,28319,20350,44534,2020-07-23,3887,,2020-11-01
South Africa,,,7257,23035,12766,31890,2020-07-22,572,1.2,2020-11-01
Russia,,,13483,22456,15167,39227,2020-05-29,232,1.1,2020-11-01
Argentina,,,3179,16147,7926,27006,2020-08-30,172,1.4,2020-11-01
Chile,,,9240,15283,10016,26541,2020-07-17,1057,3.1,2020-11-01
Indonesia,,,4901,14957,7756,30781,2020-07-22,139,1.8,2020-11-01
Belgium,,,9833,9987,9853,10651,2020-04-10,496,29.2,2020-11-01
Germany,,,9131,9407,9143,10742,2020-04-15,510,43.7,2020-11-01
Canada,,,8957,9347,8987,10195,2020-04-16,251,16.4,2020-11-01
Ecuador,,,5584,7923,5773,12035,2020-05-10,410,1.5,2020-11-01
Pakistan,,,5865,7518,6253,9382,2020-06-14,178,4.6,2020-11-01
Bolivia,,,2720,6733,4059,11487,2020-07-23,79,0.9,2020-11-01
Turkey,,,5645,6727,5756,9031,2020-04-19,127,7.3,2020-11-01
Netherlands,,,6164,6234,6173,6473,2020-04-07,234,43.1,2020-11-01
Sweden,,,5702,6087,5789,6762,2020-04-21,185,48.6,2020-11-01
Egypt,,,4691,6085,4947,7464,2020-06-15,97,1.9,2020-11-01
Bangladesh,,,3000,5716,3447,10367,2020-06-30,64,1.2,2020-11-01
Saudi Arabia,,,2789,5083,3559,8772,2020-07-05,58,1.3,2020-11-01
Philippines,,,1947,4984,2275,12086,2020-07-12,162,17.8,2020-11-01
China,,,4657,4712,4657,5153,2020-04-17,1290,121.0,2020-11-01
Romania,,,2239,4559,2994,8355,2020-07-21,36,0.8,2020-11-01
Honduras,,,1214,4331,2212,8245,2020-07-21,53,0.8,2020-11-01
Panama,,,1349,3288,2099,5623,2020-07-24,41,1.2,2020-11-01
Ukraine,,,1650,3192,2110,5800,2020-06-17,31,1.4,2020-11-01
Dominican Republic,,,1101,2336,1436,4102,2020-04-12,38,0.8,2020-11-01
Algeria,,,1174,2304,1369,4705,2020-04-09,30,1.3,2020-11-01
Poland,,,1682,2217,1747,3426,2020-04-24,40,3.6,2020-11-01
Portugal,,,1722,2204,1771,3209,2020-04-03,37,9.3,2020-11-01
Switzerland,,,1978,2060,1989,2285,2020-04-04,75,,2020-11-01
Ireland,,,1764,1853,1775,2172,2020-04-24,220,,2020-11-01
Australia,,,176,1716,606,4161,2020-11-01,18,2.0,2020-11-01
Israel,,,486,1558,787,3078,2020-11-01,13,1.1,2020-11-01
Nigeria,,,868,1526,951,3366,2020-06-16,31,1.3,2020-11-01
Serbia,,,551,1514,856,2980,2020-07-10,18,1.3,2020-11-01
Japan,,,1001,1483,1009,3434,2020-05-01,29,7.2,2020-11-01
Moldova,,,753,1456,974,2349,2020-06-20,14,1.7,2020-11-01
Morocco,,,327,1057,507,2454,2020-03-27,12,0.9,2020-11-01
Bulgaria,,,355,996,520,2141,2020-06-05,12,1.2,2020-11-01
Belarus,,,543,962,699,1412,2020-07-08,7,1.1,2020-11-01
Kuwait,,,442,797,486,1658,2020-05-30,11,1.8,2020-11-01
Austria,,,713,789,729,946,2020-04-08,30,,2020-11-01
Hungary,,,596,697,609,927,2020-04-24,23,,2020-11-01
Denmark,,,613,694,629,851,2020-04-04,22,,2020-11-01
Czechia,,,374,598,414,1052,2020-04-14,18,7.2,2020-11-01
United Arab Emirates,,,347,480,356,848,2020-05-10,13,3.3,2020-11-01
South Korea,,,300,396,302,742,2020-03-02,11,,2020-11-01
Croatia,,,140,395,215,819,2020-04-19,8,4.1,2020-11-01
Finland,,,329,382,340,514,2020-04-21,43,,2020-11-01
Norway,,,255,283,262,332,2020-04-20,16,,2020-11-01
Greece,,,203,250,213,327,2020-04-03,10,3.9,2020-11-01
Luxembourg,,,113,164,127,248,2020-04-11,8,2.7,2020-11-01
Malaysia,,,124,159,136,180,2020-03-29,8,,2020-11-01
Slovenia,,,117,141,121,189,2020-04-07,6,3.2,2020-11-01
Cuba,,,87,107,90,139,2020-04-24,6,,2020-11-01
Lithuania,,,80,106,84,154,2020-04-10,6,,2020-11-01
Estonia,,,69,88,76,123,2020-04-02,6,,2020-11-01
Latvia,,,31,40,33,61,2020-04-21,4,,2020-11-01
Slovakia,,,28,36,29,55,2020-04-15,4,,2020-11-01
Cyprus,,,19,29,22,48,2020-03-30,2,,2020-11-01
Malta,,,9,14,11,18,2020-05-29,2,,2020-11-01
Iceland,,,10,14,10,24,2020-03-15,5,,2020-11-01
