country,region,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio
Brazil,,11123,91252,27201,225228,2020-08-04,1217,2.6
United Kingdom,,31930,51131,36392,86558,2020-04-29,4421,3.0
Italy,,30560,40119,34302,53051,2020-03-27,919,4.7
France,,26383,32407,27383,49435,2020-04-15,1440,12.9
Spain,,26621,32004,28350,39369,2020-04-02,961,5.9
India,,2212,21624,5404,60659,2020-08-04,428,3.9
Mexico,,3465,18334,6590,34724,2020-05-07,257,1.8
Canada,,4991,16670,8472,28308,2020-04-16,251,1.0
Germany,,7569,12648,8697,23863,2020-04-15,510,11.0
Belgium,,8656,10773,9212,14875,2020-04-10,496,4.1
Iran,,6640,9076,7375,11903,2020-04-04,158,2.8
Netherlands,,5459,8288,6257,13134,2020-04-07,234,8.3
Sweden,,3225,7480,5198,12999,2020-04-21,185,17.0
Russia,,1915,7142,3870,14265,2020-04-29,105,1.1
Turkey,,3786,5389,4433,8114,2020-04-19,127,2.5
Romania,,961,3057,1949,5018,2020-05-08,35,1.2
Poland,,800,2356,1093,5265,2020-04-24,40,1.5
Ireland,,1458,2329,1645,4476,2020-04-24,220,4.1
Switzerland,,1833,2259,1965,3076,2020-04-04,75,19.3
Portugal,,1135,2016,1485,3102,2020-04-03,37,3.3
Indonesia,,973,1743,1195,2802,2020-04-14,60,1.7
Philippines,,719,1616,880,2696,2020-04-12,50,1.0
Hungary,,413,996,519,2239,2020-04-24,23,1.6
Austria,,618,835,692,1119,2020-04-08,30,6.7
Denmark,,529,831,646,1217,2020-04-04,22,5.0
Finland,,267,706,355,1587,2020-04-21,43,4.0
Czechia,,280,415,342,490,2020-04-14,18,2.2
Bulgaria,,91,352,186,697,2020-04-29,6,4.0
Norway,,219,291,251,366,2020-04-20,16,
Croatia,,90,284,154,598,2020-04-19,8,0.7
Greece,,151,219,174,277,2020-04-03,10,
Slovenia,,102,144,116,193,2020-04-07,6,3.0
Luxembourg,,101,140,115,169,2020-04-11,8,
Estonia,,60,101,92,111,2020-04-02,6,
Lithuania,,50,80,64,98,2020-04-10,6,1.0
Slovakia,,26,41,32,60,2020-04-15,4,
Latvia,,18,40,34,47,2020-04-21,4,
Cyprus,,16,25,20,29,2020-03-30,2,
Malta,,5,11,9,12,2020-05-05,1,
