date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper
2020-02-19,,,,,,,,,50,25,75,50,25,75,50,25,75
2020-02-20,,,,,,,,,50,25,75,101,50,150,101,50,150
2020-02-21,,,,,,,,,50,25,75,151,75,225,151,75,225
2020-02-22,,,,,,,,,50,25,75,202,100,300,202,100,300
2020-02-23,,,,,,,,,50,25,75,252,125,375,252,125,375
2020-02-24,,,,,,,,,50,25,75,303,150,450,303,150,450
2020-02-25,,,,,,,,,50,25,75,353,175,525,353,175,525
2020-02-26,,,,,,,,,50,25,75,404,200,600,404,200,600
2020-02-27,,,,,,,,,50,25,75,454,225,675,454,225,675
2020-02-28,,,,,,,,,114,64,165,568,289,840,568,289,840
2020-02-29,,,,,,,,,114,64,165,682,354,1005,682,354,1005
2020-03-01,,,,,,,,,117,67,169,799,422,1174,799,422,1174
2020-03-02,,,,,,,,,125,73,179,924,495,1352,924,495,1352
2020-03-03,,,,,,,,,142,86,200,1066,582,1552,1066,582,1552
2020-03-04,,,,,,,,,167,105,233,1233,688,1785,1233,688,1785
2020-03-05,,,,,,,,,185,120,259,1368,784,1968,1418,809,2043
2020-03-06,,,,,,,,,200,133,281,1517,892,2173,1618,942,2323
2020-03-07,,,,,,,,,215,147,303,1682,1015,2400,1833,1090,2625
2020-03-08,,,,,,,,,232,163,325,1863,1154,2650,2065,1254,2950
2020-03-09,,,,,,,,,251,174,354,2064,1303,2929,2316,1428,3304
2020-03-10,,,,,,,,,269,183,372,2282,1462,3225,2585,1612,3675
2020-03-11,,,,,,,,,283,192,383,2514,1629,3532,2867,1804,4057
2020-03-12,,,,,,,,,294,199,398,2757,1804,3854,3161,2004,4454
2020-03-13,,,,,,,,,302,207,406,3009,1987,4185,3463,2212,4860
