country,region,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio
US,,75659,182844,110750,303974,2020-04-16,4591,1.0
US,NY,26144,36871,31225,52223,2020-04-16,3215,1.4
US,NJ,8807,17974,11954,24306,2020-04-30,457,1.1
US,PA,3589,14180,7829,20957,2020-05-05,341,0.7
US,IL,3111,11098,5932,16151,2020-05-05,175,0.8
US,MA,4552,10070,6885,17372,2020-04-19,302,1.3
US,IN,1414,7640,3086,13650,2020-05-06,166,2.5
US,MI,4345,7603,5611,12373,2020-04-22,238,1.5
US,CA,2535,7085,3686,14020,2020-04-22,139,1.1
US,CT,2797,5468,3678,9184,2020-04-20,204,1.2
US,FL,1600,5147,2197,10405,2020-04-23,94,0.8
US,OH,1271,5104,2358,8527,2020-04-29,138,1.2
US,GA,1355,4528,2090,8782,2020-04-07,100,1.5
US,MD,1503,4325,2201,8223,2020-04-20,121,0.8
US,TX,985,4183,1706,8964,2020-04-30,58,1.4
US,LA,2208,4004,2872,6094,2020-04-14,129,1.5
US,VA,769,3820,1335,8042,2020-05-07,56,0.9
US,CO,944,3426,1467,6598,2020-04-24,122,1.3
US,MN,508,3252,1019,6775,2020-06-27,39,1.7
US,AZ,450,3055,1246,6086,2020-07-10,40,1.7
US,MS,396,2396,1044,4622,2020-05-06,32,1.4
US,IA,231,2153,1018,3809,2020-06-27,28,2.3
US,AL,369,2043,931,3661,2020-05-06,28,0.9
US,MO,449,1893,799,3720,2020-04-27,47,0.9
US,NC,513,1583,807,3584,2020-05-05,30,0.9
US,SC,316,1444,662,2669,2020-04-29,39,1.4
US,WA,891,1429,1053,2621,2020-04-06,45,1.0
US,RI,388,1155,702,1711,2020-04-17,31,0.9
US,NV,297,932,517,1767,2020-04-07,26,1.0
US,KY,294,882,453,1822,2020-04-07,20,0.7
US,DC,285,837,439,1405,2020-04-30,19,1.2
US,DE,202,770,354,1359,2020-04-28,12,0.8
US,WI,374,728,512,1157,2020-04-05,20,0.9
US,NM,172,718,294,1432,2020-05-03,13,2.3
US,OK,260,657,401,1186,2020-04-21,21,1.0
US,KS,165,607,274,1616,2020-04-11,13,6.0
US,NH,114,602,293,1050,2020-05-07,22,0.3
US,NE,91,549,226,1290,2020-04-30,14,0.5
US,TN,238,528,358,878,2020-04-14,15,
US,AR,87,374,214,661,2020-05-02,8,
US,UT,61,305,117,703,2020-05-05,6,1.0
US,OR,121,270,164,523,2020-04-09,11,0.5
US,SD,31,201,77,441,2020-05-06,5,1.0
US,PR,102,183,136,277,2020-04-09,9,1.0
US,WV,51,162,90,342,2020-04-20,6,2.0
US,ME,62,158,110,254,2020-04-23,5,
US,ID,67,116,87,153,2020-04-15,6,2.0
US,ND,31,107,60,224,2020-05-06,6,
US,VT,53,93,76,120,2020-04-16,4,1.0
US,HI,17,36,25,44,2020-04-27,2,
US,MT,16,30,23,44,2020-03-30,4,
US,WY,7,19,15,24,2020-04-22,4,
US,AK,10,16,14,19,2020-04-04,2,
US,GU,5,15,11,28,2020-04-11,1,
US,VI,4,11,10,13,2020-04-26,1,
US,MP,2,9,7,13,2020-04-07,1,
US,AS,0,,,,,,
