country,region,daily_deaths,daily_deaths_lower,daily_deaths_upper
US,,1825,1286,2514
US,NY,353,267,519
US,NJ,238,162,304
US,PA,163,138,219
US,MA,142,105,186
US,IL,107,78,136
US,MI,80,53,116
US,CT,75,48,105
US,CA,71,45,99
US,IN,54,38,73
US,MD,52,35,69
US,OH,47,35,62
US,FL,47,27,68
US,LA,43,27,60
US,GA,34,22,45
US,VA,30,20,41
US,TX,28,19,38
US,MN,23,16,30
US,CO,23,15,32
US,AZ,18,13,24
US,MS,17,12,24
US,NC,17,11,22
US,RI,16,12,22
US,AL,14,10,18
US,MO,14,9,19
US,WA,12,6,20
US,IA,10,8,13
US,SC,10,7,14
US,DC,10,6,13
US,KY,8,5,12
US,NV,8,5,12
US,WI,8,5,12
US,DE,7,5,10
US,NM,7,4,9
US,OK,6,3,8
US,TN,5,3,8
US,NH,5,3,7
US,KS,4,2,6
US,AR,3,2,5
US,NE,3,2,5
US,OR,3,1,4
US,PR,2,1,3
US,UT,2,1,3
US,SD,1,0,3
US,ID,1,0,2
US,ME,1,0,2
US,ND,1,0,2
US,WV,1,0,2
US,VT,1,0,1
US,AK,0,0,1
US,GU,0,0,1
US,HI,0,0,1
US,MP,0,0,1
US,MT,0,0,1
US,VI,0,0,1
US,WY,0,0,1
US,AS,,,
