country,region,subregion,daily_deaths,daily_deaths_lower,daily_deaths_upper
US,CA,Los Angeles,26.0329764933,13,43
US,FL,Miami-Dade,24.3535328138,14,36
US,TX,Harris,14.2180673949,7,23
US,AZ,Maricopa,11.3294765932,6,18
US,FL,Broward,9.05028030858,5,13
US,NV,Clark,8.61416846763,4,13
US,TX,Bexar,8.30526062279,4,14
US,FL,Palm Beach,7.73718723548,4,12
US,CA,Orange,7.28706958067,4,11
US,CA,Riverside,6.85457886212,3,11
US,CA,San Bernardino,6.62726483962,4,10
US,IL,Cook,6.04902097839,0,17
US,TX,Dallas,5.41515638934,3,9
US,NY,New York City,4.28813305714,0,20
US,TX,Tarrant,4.24825654583,2,7
US,FL,Hillsborough,3.98129031497,2,6
US,CA,Sacramento,3.97994179095,2,7
US,CA,San Diego,3.8396671563,1,7
US,CA,Alameda,3.57509523368,2,7
US,FL,Orange,3.34971078665,1,5
US,MA,Middlesex,2.77685335568,0,8
US,MI,Wayne,2.70461547245,0,7
US,CA,Santa Clara,2.41737196292,1,5
Canada,,Quebec,2.28172852071,0,9
Canada,,Ontario,1.42551925727,0,6
US,PA,Philadelphia,1.23780812551,0,4
US,WA,King,1.23523318636,0,4
US,MA,Suffolk,1.19334102726,0,4
Canada,,Alberta,0.956935378159,0,2
Canada,,British Columbia,0.857506498477,0,2
US,NV,Washoe,0.569473723427,0,2
US,NJ,Bergen,0.563996126934,0,2
US,NJ,Essex,0.557375325096,0,2
US,LA,Orleans,0.441765190404,0,1
US,NY,Suffolk,0.308833222233,0,2
US,NJ,Hudson,0.279944805966,0,1
US,NY,Westchester,0.184343897985,0,1
US,NY,Nassau,0.174847241692,0,1
