country,region,daily_deaths,daily_deaths_lower,daily_deaths_upper
US,,1310,782,1927
US,NY,186,100,324
US,NJ,146,81,219
US,MA,109,67,161
US,IL,103,74,126
US,PA,88,57,121
US,CA,66,36,100
US,CT,58,33,89
US,MI,46,25,72
US,MD,45,26,63
US,OH,38,25,51
US,FL,35,18,50
US,TX,34,22,45
US,IN,34,21,47
US,LA,33,20,48
US,CO,29,18,40
US,GA,27,16,40
US,VA,22,13,31
US,MN,21,13,28
US,AZ,20,15,26
US,NC,16,10,22
US,MO,14,9,18
US,MS,13,9,17
US,IA,12,9,15
US,AL,11,8,14
US,RI,11,7,15
US,DE,9,7,12
US,NM,9,6,11
US,DC,9,5,12
US,WA,8,4,15
US,SC,7,4,10
US,WI,7,4,10
US,NV,6,3,8
US,TN,6,3,8
US,NH,5,3,7
US,KY,5,2,8
US,NE,4,3,5
US,KS,3,1,5
US,OK,3,1,4
US,PR,2,1,3
US,UT,2,1,3
US,WV,2,1,3
US,AR,1,1,2
US,OR,1,0,3
US,ID,1,0,2
US,ME,1,0,2
US,ND,1,0,2
US,SD,1,0,2
US,AK,0,0,1
US,GU,0,0,1
US,HI,0,0,1
US,MP,0,0,1
US,MT,0,0,1
US,VI,0,0,1
US,VT,0,0,1
US,WY,0,0,1
US,AS,,,
