country,region,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio
US,,40661,120633,73024,225549,2020-04-16,4591,1.0
US,NY,18298,38193,28918,55285,2020-04-16,3215,1.2
US,NJ,4362,13901,9061,21377,2020-04-16,362,0.9
US,MI,2391,7588,4286,15489,2020-04-17,231,1.6
US,MA,1706,6547,3488,12661,2020-04-19,302,0.4
US,PA,1276,6109,2787,14285,2020-04-19,234,0.4
US,IL,1290,5048,2502,10888,2020-04-08,154,2.6
US,CA,1177,4956,2225,12084,2020-04-18,103,2.0
US,CT,1127,4444,2356,8904,2020-04-15,197,2.4
US,LA,1296,3815,2211,7342,2020-04-14,129,2.2
US,MD,461,2371,1010,5191,2020-04-18,87,0.8
US,OH,471,2115,977,5055,2020-04-14,50,1.4
US,FL,774,2096,1240,4124,2020-04-02,77,1.7
US,TX,490,2078,955,5266,2020-04-16,39,2.1
US,IN,562,2010,1031,4848,2020-04-10,55,2.0
US,GA,687,1657,1062,3181,2020-04-07,100,2.5
US,CO,420,1495,730,3465,2020-04-12,39,0.6
US,NC,200,1382,568,3473,2020-04-17,27,1.4
US,VA,277,1355,577,3193,2020-04-09,43,1.0
US,WA,636,1245,818,2356,2020-04-06,45,1.0
US,RI,150,1089,473,2291,2020-04-17,31,1.3
US,AZ,184,942,462,1884,2020-04-17,19,2.5
US,AL,157,843,403,2137,2020-04-17,15,2.5
US,MO,199,778,382,1929,2020-04-14,26,6.0
US,MN,134,773,320,1964,2020-04-17,24,0.8
US,WI,220,694,389,1658,2020-04-05,20,1.5
US,MS,159,668,315,1567,2020-04-14,13,1.3
US,TN,148,508,312,909,2020-04-14,15,1.2
US,NV,158,507,285,940,2020-04-07,26,1.0
US,OK,140,499,266,1182,2020-04-07,16,1.8
US,SC,120,447,230,1143,2020-04-09,16,6.0
US,DC,96,441,217,980,2020-04-14,15,1.4
US,KY,146,435,252,853,2020-04-07,20,4.0
US,DE,67,402,183,966,2020-04-16,9,
US,IA,75,400,190,788,2020-04-18,10,5.0
US,OR,74,291,134,769,2020-04-09,11,2.0
US,NM,55,286,136,599,2020-04-18,9,2.5
US,KS,93,278,166,519,2020-04-11,13,0.6
US,PR,62,247,122,643,2020-04-09,9,1.5
US,NH,38,207,93,540,2020-04-09,8,
US,ME,34,201,121,352,2020-04-15,4,1.0
US,AR,39,191,108,407,2020-04-16,4,2.0
US,ID,44,178,109,324,2020-04-15,6,3.0
US,WV,18,130,65,274,2020-04-17,4,1.0
US,VT,38,122,73,232,2020-04-16,4,
US,NE,28,121,80,187,2020-04-19,4,0.2
US,UT,27,121,66,255,2020-04-14,5,1.0
US,SD,7,78,37,178,2020-04-07,2,
US,MT,10,67,39,128,2020-03-30,4,
US,HI,10,52,39,88,2020-04-11,2,1.0
US,ND,9,48,34,78,2020-04-27,1,
US,WY,2,44,31,76,2020-05-10,1,
US,AK,9,39,29,67,2020-04-04,2,
US,MP,2,39,27,65,2020-04-28,1,
US,VI,3,34,18,54,2020-04-18,1,
US,GU,5,28,16,56,2020-04-11,1,
US,AS,0,,,,,,
