country,region,subregion,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio,projection_end_date
US,,,182758,220154,206139,239924,2020-04-17,2666,2.5,2020-11-01
US,NY,,32938,33132,32948,34086,2020-04-07,1081,256.2,2020-11-01
US,CA,,12894,18484,15506,23288,2020-08-14,278,1.5,2020-11-01
US,TX,,12607,18357,15739,21741,2020-07-27,685,2.8,2020-11-01
US,NJ,,15933,16064,15948,16471,2020-04-30,483,122.1,2020-11-01
US,FL,,11105,14424,12776,16527,2020-08-11,276,1.1,2020-11-01
US,MA,,9036,9683,9102,10931,2020-04-19,302,14.7,2020-11-01
US,IL,,8217,9286,8341,10903,2020-07-07,247,12.5,2020-11-01
US,PA,,7656,8439,7700,10021,2020-05-05,341,10.4,2020-11-01
US,GA,,5576,7750,6650,9422,2020-08-11,122,0.6,2020-11-01
US,MI,,6712,7195,6760,8065,2020-04-22,241,,2020-11-01
US,AZ,,5007,5995,5434,6821,2020-07-30,172,2.5,2020-11-01
US,LA,,4904,5851,5299,6739,2020-04-14,129,,2020-11-01
US,OH,,4252,5092,4455,6141,2020-08-29,147,0.4,2020-11-01
US,CT,,4465,4531,4476,4725,2020-04-20,204,,2020-11-01
US,MD,,3746,4173,3786,4987,2020-05-02,171,3.3,2020-11-01
US,IN,,3285,4059,3383,5175,2020-04-30,150,6.3,2020-11-01
US,NC,,2683,3886,3225,5019,2020-08-03,60,0.8,2020-11-01
US,SC,,2698,3816,3260,4646,2020-07-25,80,0.9,2020-11-01
US,MS,,2427,3224,2797,3845,2020-08-25,67,2.0,2020-11-01
US,VA,,2568,3187,2613,4117,2020-05-28,57,2.0,2020-11-01
US,AL,,2152,2851,2479,3456,2020-07-22,61,0.5,2020-11-01
US,TN,,1725,2810,2264,3610,2020-08-21,61,0.9,2020-11-01
US,WA,,1905,2558,2053,3344,2020-04-06,45,,2020-11-01
US,MN,,1863,2305,1937,2927,2020-08-16,47,6.7,2020-11-01
US,CO,,1942,2146,1956,2706,2020-04-24,122,6.5,2020-11-01
US,MO,,1528,2097,1763,2671,2020-06-18,36,0.6,2020-11-01
US,NV,,1302,1932,1620,2364,2020-08-20,38,1.1,2020-11-01
US,IA,,1100,1599,1272,2121,2020-05-20,26,-1.7,2020-11-01
US,WI,,1119,1544,1287,1997,2020-05-27,22,1.8,2020-11-01
US,KY,,921,1338,1083,1751,2020-05-19,20,2.7,2020-11-01
US,OK,,797,1314,1024,1787,2020-04-21,21,0.8,2020-11-01
US,AR,,772,1287,1019,1661,2020-08-21,22,0.7,2020-11-01
US,RI,,1046,1113,1056,1242,2020-04-17,31,,2020-11-01
US,NM,,769,1022,861,1295,2020-05-03,13,4.3,2020-11-01
US,PR,,428,866,641,1254,2020-08-28,12,1.9,2020-11-01
US,OR,,454,757,578,1057,2020-07-28,14,0.8,2020-11-01
US,DE,,604,668,611,789,2020-06-23,69,,2020-11-01
US,ID,,358,654,507,879,2020-08-14,14,1.2,2020-11-01
US,KS,,449,650,528,868,2020-04-11,13,1.2,2020-11-01
US,DC,,605,644,612,712,2020-05-08,19,,2020-11-01
US,UT,,407,601,492,787,2020-07-14,10,,2020-11-01
US,NE,,392,524,429,686,2020-06-11,21,,2020-11-01
US,NH,,432,470,435,549,2020-05-07,22,,2020-11-01
US,WV,,215,451,323,663,2020-08-29,14,0.3,2020-11-01
US,ND,,141,241,178,361,2020-05-06,6,0.8,2020-11-01
US,SD,,167,240,185,320,2020-07-29,6,0.7,2020-11-01
US,MT,,104,212,150,321,2020-08-25,6,0.5,2020-11-01
US,HI,,62,184,109,338,2020-08-28,4,0.7,2020-11-01
US,ME,,132,151,136,177,2020-06-02,5,,2020-11-01
US,AK,,37,75,54,115,2020-08-25,4,,2020-11-01
US,VT,,58,70,60,96,2020-04-16,4,,2020-11-01
US,WY,,37,60,46,88,2020-08-19,4,,2020-11-01
US,GU,,10,48,22,89,2020-08-26,2,,2020-11-01
US,VI,,14,43,27,70,2020-08-26,2,,2020-11-01
US,MP,,2,3,2,4,2020-04-07,1,,2020-11-01
US,AS,,0,,,,,,,2020-11-01
