country,region,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio
Brazil,,13240,96865,30265,217651,2020-08-04,1334,1.7
United Kingdom,,33264,51469,38345,82535,2020-04-29,4421,1.6
Italy,,31106,39307,34230,48859,2020-03-27,919,4.0
France,,27077,32320,28318,45459,2020-04-15,1440,10.9
Spain,,27104,32089,28720,39073,2020-04-02,961,4.6
Mexico,,4220,27551,8739,60299,2020-07-29,442,1.5
India,,2551,26432,5798,83306,2020-07-18,425,3.1
Russia,,2212,22044,5140,72437,2020-07-12,344,3.6
Canada,,5425,16302,8685,27959,2020-04-16,251,1.3
Germany,,7861,12078,8807,21626,2020-04-15,510,1.8
Belgium,,8843,10566,9266,13786,2020-04-10,496,3.8
Iran,,6783,10408,7632,17437,2020-04-04,158,2.9
Peru,,2169,8260,3348,16848,2020-05-13,112,0.8
Netherlands,,5581,7898,6205,11818,2020-04-07,234,2.9
Ecuador,,2334,7511,3444,15871,2020-05-10,410,13.3
Sweden,,3460,7003,5134,11332,2020-04-21,185,0.6
Turkey,,3952,5452,4548,7969,2020-04-19,127,2.1
Pakistan,,761,5098,1273,12411,2020-08-03,78,3.2
Colombia,,509,3723,1378,7435,2020-08-03,60,3.8
Romania,,1036,3299,1914,5343,2020-05-08,35,0.9
Ukraine,,439,3233,945,6232,2020-08-04,53,3.8
Japan,,678,2606,905,5617,2020-05-04,49,1.7
Poland,,861,2521,1194,5325,2020-04-24,40,1.0
Egypt,,556,2345,839,5963,2020-08-01,31,2.6
Switzerland,,1870,2240,1982,2954,2020-04-04,75,19.3
Saudi Arabia,,273,2143,863,4291,2020-08-02,35,3.9
Ireland,,1497,2125,1650,3686,2020-04-24,220,5.7
South Africa,,219,1997,731,3997,2020-08-02,34,2.6
Portugal,,1175,1954,1476,2893,2020-04-03,37,2.5
Indonesia,,1028,1839,1250,3117,2020-04-14,60,1.1
Philippines,,772,1827,956,3242,2020-04-12,50,0.8
Argentina,,329,1704,601,3841,2020-08-03,25,2.5
Chile,,346,1612,651,3301,2020-07-30,21,1.9
Bangladesh,,269,1586,474,4334,2020-08-03,24,1.3
Moldova,,185,1232,432,2765,2020-07-24,18,6.0
Nigeria,,164,929,310,2776,2020-05-02,17,2.0
Hungary,,430,888,517,1840,2020-04-24,23,2.4
Dominican Republic,,409,836,519,1520,2020-04-12,38,1.4
Panama,,256,832,369,1974,2020-04-29,11,2.2
Austria,,624,805,691,1038,2020-04-08,30,20.0
Denmark,,533,770,624,1073,2020-04-04,22,2.5
Finland,,284,656,365,1325,2020-04-21,43,0.9
Algeria,,522,627,556,835,2020-04-09,30,2.7
Serbia,,222,519,321,1043,2020-04-30,54,2.5
Czechia,,290,414,360,496,2020-04-14,18,1.3
Israel,,264,362,304,487,2020-04-18,13,2.2
Bulgaria,,96,340,183,644,2020-04-29,6,3.0
South Korea,,260,329,288,416,2020-03-02,11,6.0
Norway,,229,291,252,363,2020-04-20,16,7.0
Croatia,,94,244,142,465,2020-04-19,8,0.7
Morocco,,188,225,206,260,2020-03-27,12,
Greece,,155,216,185,262,2020-04-03,10,1.3
Malaysia,,111,152,130,174,2020-03-29,8,1.5
Slovenia,,103,137,114,177,2020-04-07,6,3.0
Luxembourg,,103,135,117,164,2020-04-11,8,3.0
Estonia,,61,97,84,113,2020-04-02,6,
Lithuania,,54,84,69,101,2020-04-10,6,0.2
Slovakia,,27,40,31,51,2020-04-15,4,
Latvia,,19,38,34,42,2020-04-21,4,1.0
Cyprus,,17,25,23,30,2020-03-30,2,
Iceland,,10,14,13,15,2020-04-06,2,
Malta,,6,11,10,12,2020-05-13,1,
