country,region,subregion,daily_deaths,daily_deaths_lower,daily_deaths_upper
India,,,1126.33445918,656,1497
Brazil,,,893.634888361,710,1362
Mexico,,,444.547892653,312,630
Argentina,,,331.333080748,235,508
Iran,,,170.386466794,97,264
Colombia,,,159.635318009,100,252
Peru,,,133.862849744,95,236
Russia,,,130.300129192,52,268
Indonesia,,,123.665409136,80,202
Spain,,,120.81322342,28,416
South Africa,,,77.7516260094,31,156
Turkey,,,64.6536960527,17,124
France,,,63.4243813144,1,319
Ukraine,,,54.0581705778,34,74
Philippines,,,51.7789678964,28,82
Chile,,,48.9787363705,9,124
Romania,,,38.9077761369,25,54
Bolivia,,,36.215696717,18,54
Morocco,,,33.5068267132,20,50
Ecuador,,,30.2156686154,3,66
Bangladesh,,,30.1964826425,14,53
United Kingdom,,,28.2812876177,1,108
Israel,,,27.8647818679,15,43
Saudi Arabia,,,24.9171623003,11,43
Italy,,,18.3181198077,0,88
Egypt,,,17.1194205669,2,48
Honduras,,,17.0791468235,7,29
Poland,,,16.5468248669,7,27
Dominican Republic,,,13.2623461865,6,23
Panama,,,12.9317519753,9,20
Moldova,,,11.2078377137,6,17
Czechia,,,10.8394778395,7,16
Japan,,,8.10237373653,2,16
Germany,,,8.0007348092,0,29
Pakistan,,,7.48768596683,1,17
Algeria,,,7.43072761719,1,15
Canada,,,7.01748503069,0,22
Netherlands,,,7.00752378868,0,22
Hungary,,,6.45098100107,3,11
Greece,,,5.94862887273,4,9
Portugal,,,5.88551934511,0,13
Bulgaria,,,5.76139698044,3,8
Australia,,,4.95813130385,1,10
Belarus,,,4.8169730938,2,9
Belgium,,,4.73661742111,0,18
Switzerland,,,3.26175541219,0,8
Austria,,,3.03692804046,0,7
Nigeria,,,2.87920399531,0,7
Croatia,,,2.73719771187,1,5
Kuwait,,,2.72865799565,0,6
Sweden,,,2.65766928201,0,10
South Korea,,,2.65002103902,0,7
Denmark,,,1.46127237771,0,4
United Arab Emirates,,,1.44467530434,0,4
Serbia,,,1.41203602779,0,3
Ireland,,,1.15713972047,0,4
Cuba,,,1.0643602053,0,3
Malta,,,0.920815163098,0,2
China,,,0.763121792425,0,7
Slovenia,,,0.577927124433,0,2
Norway,,,0.468424259877,0,2
Finland,,,0.41314460798,0,2
Slovakia,,,0.320086625001,0,1
Lithuania,,,0.270359958894,0,1
Malaysia,,,0.266239124624,0,1
Luxembourg,,,0.208095171859,0,1
Estonia,,,0.074847776698,0,1
Latvia,,,0.0746628013679,0,1
Cyprus,,,0.059812747833,0,1
Iceland,,,0.0189500617171,0,1
