country,region,subregion,daily_deaths,daily_deaths_lower,daily_deaths_upper
US,CA,Los Angeles,37.3967823033,22,54
US,AZ,Maricopa,24.5839093024,16,34
US,TX,Harris,22.368369131,13,33
US,FL,Miami-Dade,21.0544729954,13,31
US,NV,Clark,14.4639887172,10,19
US,FL,Broward,14.062485841,9,21
US,TX,Bexar,13.5622262551,8,21
US,CA,Orange,10.7091380284,6,16
US,CA,San Bernardino,9.96257097746,6,15
US,CA,Riverside,9.60902316187,6,14
US,TX,Dallas,8.85993576817,5,13
US,FL,Palm Beach,8.10285417888,5,12
US,IL,Cook,7.73802208806,1,18
US,TX,Tarrant,7.28034771517,4,11
US,FL,Hillsborough,6.07106932337,4,9
US,CA,Sacramento,4.96964149233,2,9
US,FL,Orange,4.93218109167,3,8
US,CA,San Diego,4.69722042469,2,8
US,NY,New York City,3.90575789936,0,21
US,MA,Middlesex,2.9214959702,0,8
Canada,,Quebec,2.74682080459,0,9
US,MI,Wayne,2.26205456207,0,7
US,CA,Alameda,2.09326387274,1,4
US,WA,King,2.07608104099,0,5
US,PA,Philadelphia,2.0521917324,0,6
US,CA,Santa Clara,1.79403149704,0,4
Canada,,Ontario,1.46901204625,0,5
US,MA,Suffolk,1.37678686373,0,4
Canada,,Alberta,1.31984557912,0,3
US,NV,Washoe,0.946166791616,0,2
US,NJ,Bergen,0.943961556549,0,4
US,NJ,Essex,0.831853317483,0,3
Canada,,British Columbia,0.599618471097,0,2
US,NY,Suffolk,0.557680559877,0,2
US,NJ,Hudson,0.475136665147,0,2
US,LA,Orleans,0.398465465295,0,1
US,NY,Westchester,0.330442844037,0,2
US,NY,Nassau,0.326028714547,0,2
