country,region,subregion,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio,projection_end_date
US,,,115433,198860,147256,285843,2020-04-16,4591,2.8,2020-10-01
US,NY,,30795,33589,31180,38677,2020-04-16,3215,19.8,2020-10-01
US,CA,,5076,17345,7537,32587,2020-04-22,139,1.4,2020-10-01
US,NJ,,12621,15309,13323,17923,2020-04-30,457,2.2,2020-10-01
US,IL,,6289,12154,7969,18243,2020-05-13,191,4.2,2020-10-01
US,PA,,6211,9809,6880,16674,2020-05-05,341,2.7,2020-10-01
US,MA,,7576,9796,8203,13346,2020-04-19,302,4.5,2020-10-01
US,FL,,2925,9022,4125,17142,2020-04-23,94,1.4,2020-10-01
US,MI,,6013,7334,6332,10285,2020-06-05,259,6.1,2020-10-01
US,OH,,2556,6360,3251,12021,2020-04-29,138,1.0,2020-10-01
US,GA,,2447,6250,3412,11820,2020-04-07,100,1.4,2020-10-01
US,MD,,2926,5513,3486,8545,2020-04-20,121,2.2,2020-10-01
US,CT,,4186,5296,4484,7044,2020-04-20,204,3.7,2020-10-01
US,IN,,2413,4568,2758,9376,2020-05-06,166,2.8,2020-10-01
US,TX,,1971,4537,2640,10257,2020-05-14,63,1.9,2020-10-01
US,AZ,,1189,4531,1793,8278,2020-05-08,67,1.1,2020-10-01
US,LA,,3004,4287,3314,6557,2020-04-14,129,8.0,2020-10-01
US,NC,,1127,4026,1816,7760,2020-05-22,47,5.2,2020-10-01
US,VA,,1541,3789,1912,7770,2020-05-28,57,3.9,2020-10-01
US,MN,,1314,3323,1994,5095,2020-06-10,39,2.6,2020-10-01
US,CO,,1597,2966,1789,6174,2020-04-24,122,2.0,2020-10-01
US,MO,,885,2716,1273,5388,2020-04-27,47,5.0,2020-10-01
US,AL,,773,2596,1258,4798,2020-05-12,32,5.0,2020-10-01
US,WA,,1213,2505,1358,5805,2020-04-06,45,2.4,2020-10-01
US,MS,,889,2249,1126,4417,2020-05-06,32,2.0,2020-10-01
US,SC,,599,2113,913,4090,2020-04-29,39,2.7,2020-10-01
US,WI,,691,1918,967,3970,2020-05-27,22,6.5,2020-10-01
US,RI,,833,1556,1043,2360,2020-04-17,31,,2020-10-01
US,IA,,650,1551,1027,2497,2020-05-20,26,1.8,2020-10-01
US,KY,,499,1365,664,2866,2020-05-19,20,4.5,2020-10-01
US,TN,,472,1230,671,2404,2020-06-12,25,1.3,2020-10-01
US,NM,,431,1191,561,2361,2020-05-24,15,0.7,2020-10-01
US,NV,,462,1046,571,2104,2020-04-07,26,8.0,2020-10-01
US,NH,,318,997,435,1942,2020-05-07,22,2.3,2020-10-01
US,AR,,177,805,316,1531,2020-06-04,9,7.0,2020-10-01
US,DE,,419,784,490,1438,2020-05-16,15,1.6,2020-10-01
US,DC,,511,778,571,1191,2020-05-08,19,2.2,2020-10-01
US,UT,,139,634,248,1276,2020-06-12,8,,2020-10-01
US,NE,,215,617,368,1012,2020-06-11,21,,2020-10-01
US,OK,,359,506,411,784,2020-04-21,21,,2020-10-01
US,KS,,245,411,277,840,2020-04-11,13,2.5,2020-10-01
US,OR,,173,323,200,689,2020-04-09,11,,2020-10-01
US,PR,,146,215,166,352,2020-04-09,9,,2020-10-01
US,SD,,75,214,112,408,2020-05-29,5,2.0,2020-10-01
US,ME,,100,164,121,288,2020-06-02,5,,2020-10-01
US,ND,,74,150,106,231,2020-05-06,6,,2020-10-01
US,WV,,88,140,103,231,2020-04-20,6,,2020-10-01
US,ID,,87,109,96,139,2020-04-15,6,,2020-10-01
US,VT,,55,67,60,85,2020-04-16,4,,2020-10-01
US,WY,,18,28,24,35,2020-04-22,4,,2020-10-01
US,MT,,18,22,19,29,2020-03-30,4,,2020-10-01
US,HI,,17,21,19,24,2020-04-27,2,,2020-10-01
US,AK,,12,15,13,17,2020-04-04,2,,2020-10-01
US,VI,,6,8,7,9,2020-05-12,1,,2020-10-01
US,GU,,5,7,6,9,2020-04-11,1,,2020-10-01
US,MP,,2,4,3,5,2020-04-07,1,,2020-10-01
US,AS,,0,,,,,,,2020-10-01
