country,region,daily_deaths,daily_deaths_lower,daily_deaths_upper
US,,1636,1186,2120
US,NY,708,522,936
US,NJ,170,125,211
US,MI,115,76,136
US,MA,65,54,76
US,LA,60,49,71
US,GA,59,42,78
US,IL,49,38,61
US,CT,46,35,56
US,PA,45,36,59
US,FL,42,32,54
US,CA,27,18,38
US,OH,23,18,29
US,IN,23,16,29
US,WA,19,6,35
US,TX,17,12,22
US,MD,16,11,20
US,CO,13,9,18
US,WI,13,9,17
US,TN,10,7,13
US,MO,9,7,12
US,NC,9,7,11
US,KY,9,6,11
US,OK,9,5,13
US,AZ,8,5,10
US,MS,8,4,11
US,AL,7,5,9
US,VA,7,4,11
US,NV,6,3,8
US,SC,5,3,6
US,RI,4,3,5
US,MN,4,2,6
US,KS,3,2,5
US,IA,3,1,5
US,OR,3,1,4
US,DC,2,1,3
US,PR,2,1,3
US,VT,2,1,3
US,DE,2,1,2
US,ID,2,1,2
US,ME,2,1,2
US,NE,2,1,2
US,UT,2,1,2
US,AR,1,1,2
US,HI,1,1,2
US,NH,1,1,2
US,NM,1,1,2
US,SD,1,1,2
US,AK,1,0,1
US,GU,0,0,1
US,MP,0,0,1
US,ND,0,0,1
US,WV,0,0,1
US,MT,0,0,0
US,VI,0,0,0
US,AS,,,
US,WY,,,
