date,actual_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper
2020-03-01,,,,,,,
2020-03-02,,,,,,,
2020-03-03,,,,,,,
2020-03-04,,,,,,,
2020-03-05,,,,,,,
2020-03-06,,,,,,,
2020-03-07,,,,,,,
2020-03-08,,,,,,,
2020-03-09,,,,,,,
2020-03-10,,,,,,,
2020-03-11,,,,,,,
2020-03-12,,,,,,,
2020-03-13,,,,,,,
2020-03-14,,,,,,,
2020-03-15,,,,,,,
2020-03-16,,,,,,,
2020-03-17,,,,,,,
2020-03-18,,,,,,,
2020-03-19,,,,,,,
2020-03-20,,,,,,,
2020-03-21,,,,,,,
2020-03-22,,,,,,,
2020-03-23,,,,,,,
2020-03-24,,,,,,,
2020-03-25,,,,,,,
2020-03-26,1,,,,,,
2020-03-27,1,,,,,,
2020-03-28,1,,,,,,
2020-03-29,3,,,,,,
2020-03-30,0,,,,,,
2020-03-31,4,,,,,,
2020-04-01,1,,,,,,
2020-04-02,1,,,,,,
2020-04-03,2,,,,,,
2020-04-04,0,,,,,,
2020-04-05,,2,2,3,16,16,17
2020-04-06,,3,2,3,19,18,20
2020-04-07,,3,2,4,22,20,24
2020-04-08,,3,2,4,25,22,28
2020-04-09,,3,2,4,28,24,32
2020-04-10,,3,2,5,31,26,37
2020-04-11,,3,2,5,35,28,42
2020-04-12,,3,2,5,38,30,47
2020-04-13,,3,2,5,41,32,52
2020-04-14,,3,2,5,44,34,57
2020-04-15,,3,2,5,47,36,62
2020-04-16,,3,2,5,50,38,67
2020-04-17,,3,2,5,53,40,72
2020-04-18,,3,2,4,56,42,76
2020-04-19,,3,1,4,58,43,80
2020-04-20,,2,1,4,61,44,84
2020-04-21,,2,1,4,63,45,88
2020-04-22,,2,1,4,65,46,92
2020-04-23,,2,1,3,67,47,95
2020-04-24,,2,1,3,69,48,98
2020-04-25,,2,1,3,70,49,101
2020-04-26,,2,1,3,72,50,104
2020-04-27,,1,1,2,73,51,106
2020-04-28,,1,1,2,75,52,108
2020-04-29,,1,1,2,76,53,110
2020-04-30,,1,1,2,77,54,112
2020-05-01,,1,1,2,78,55,114
2020-05-02,,1,1,2,79,56,116
2020-05-03,,1,1,2,81,57,118
2020-05-04,,1,1,1,82,58,119
2020-05-05,,1,1,1,83,59,120
2020-05-06,,1,1,1,84,60,121
2020-05-07,,1,1,1,85,61,122
2020-05-08,,1,1,1,86,62,123
2020-05-09,,1,1,1,87,63,124
2020-05-10,,1,1,1,88,64,125
2020-05-11,,1,1,1,89,65,126
2020-05-12,,1,1,1,90,66,127
2020-05-13,,1,1,1,91,67,128
2020-05-14,,1,1,1,92,68,129
2020-05-15,,1,1,1,93,69,130
2020-05-16,,1,1,1,94,70,131
2020-05-17,,1,1,1,95,71,132
2020-05-18,,1,1,1,96,72,133
2020-05-19,,1,1,1,97,73,134
2020-05-20,,1,1,1,98,74,135
2020-05-21,,1,1,1,99,75,136
2020-05-22,,1,1,1,100,76,137
2020-05-23,,1,1,1,101,77,138
2020-05-24,,1,1,1,102,78,139
2020-05-25,,1,1,1,103,79,140
2020-05-26,,1,1,1,104,80,141
2020-05-27,,1,1,1,105,81,142
2020-05-28,,1,1,1,106,82,143
2020-05-29,,0,0,1,106,82,144
2020-05-30,,0,0,0,106,82,144
2020-05-31,,0,0,0,106,82,144
2020-06-01,,0,0,0,106,82,144
2020-06-02,,0,0,0,106,82,144
2020-06-03,,0,0,0,106,82,144
2020-06-04,,0,0,0,106,82,144
2020-06-05,,0,0,0,106,82,144
2020-06-06,,0,0,0,106,82,144
2020-06-07,,0,0,0,106,82,144
2020-06-08,,0,0,0,106,82,144
2020-06-09,,0,0,0,106,82,144
2020-06-10,,0,0,0,106,82,144
2020-06-11,,0,0,0,106,82,144
2020-06-12,,0,0,0,106,82,144
2020-06-13,,0,0,0,106,82,144
2020-06-14,,0,0,0,106,82,144
2020-06-15,,0,0,0,106,82,144
2020-06-16,,0,0,0,106,82,144
2020-06-17,,0,0,0,106,82,144
2020-06-18,,0,0,0,106,82,144
2020-06-19,,0,0,0,106,82,144
2020-06-20,,0,0,0,106,82,144
2020-06-21,,0,0,0,106,82,144
2020-06-22,,0,0,0,106,82,144
2020-06-23,,0,0,0,106,82,144
2020-06-24,,0,0,0,106,82,144
2020-06-25,,0,0,0,106,82,144
2020-06-26,,0,0,0,106,82,144
2020-06-27,,0,0,0,106,82,144
2020-06-28,,0,0,0,106,82,144
2020-06-29,,0,0,0,106,82,144
2020-06-30,,0,0,0,106,82,144
