date,actual_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper
2020-02-25,,,,,,,
2020-02-26,,,,,,,
2020-02-27,,,,,,,
2020-02-28,,,,,,,
2020-02-29,,,,,,,
2020-03-01,,,,,,,
2020-03-02,,,,,,,
2020-03-03,,,,,,,
2020-03-04,,,,,,,
2020-03-05,,,,,,,
2020-03-06,,,,,,,
2020-03-07,,,,,,,
2020-03-08,,,,,,,
2020-03-09,,,,,,,
2020-03-10,,,,,,,
2020-03-11,,,,,,,
2020-03-12,,,,,,,
2020-03-13,,,,,,,
2020-03-14,,,,,,,
2020-03-15,,,,,,,
2020-03-16,,,,,,,
2020-03-17,,,,,,,
2020-03-18,,,,,,,
2020-03-19,,,,,,,
2020-03-20,,,,,,,
2020-03-21,1,,,,,,
2020-03-22,0,,,,,,
2020-03-23,0,,,,,,
2020-03-24,0,,,,,,
2020-03-25,0,,,,,,
2020-03-26,1,,,,,,
2020-03-27,2,,,,,,
2020-03-28,1,,,,,,
2020-03-29,4,,,,,,
2020-03-30,1,,,,,,
2020-03-31,2,,,,,,
2020-04-01,5,,,,,,
2020-04-02,1,,,,,,
2020-04-03,4,,,,,,
2020-04-04,2,,,,,,
2020-04-05,,4,3,5,28,27,29
2020-04-06,,5,3,5,33,31,34
2020-04-07,,5,3,6,38,34,40
2020-04-08,,5,3,6,42,38,46
2020-04-09,,5,3,7,47,41,53
2020-04-10,,5,3,7,52,44,60
2020-04-11,,5,3,7,57,47,67
2020-04-12,,5,3,7,61,50,74
2020-04-13,,4,2,7,66,52,81
2020-04-14,,4,2,6,70,54,87
2020-04-15,,4,2,6,74,56,93
2020-04-16,,4,2,6,78,58,99
2020-04-17,,3,2,6,81,60,104
2020-04-18,,3,2,5,84,62,109
2020-04-19,,3,2,5,87,64,114
2020-04-20,,3,2,5,90,66,119
2020-04-21,,3,1,4,92,67,123
2020-04-22,,2,1,4,95,68,127
2020-04-23,,2,1,4,97,69,130
2020-04-24,,2,1,3,99,70,133
2020-04-25,,2,1,3,101,71,136
2020-04-26,,2,1,3,103,72,139
2020-04-27,,2,1,3,104,73,142
2020-04-28,,1,1,2,106,74,144
2020-04-29,,1,1,2,107,75,146
2020-04-30,,1,1,2,108,76,148
2020-05-01,,1,1,2,110,77,150
2020-05-02,,1,1,2,111,78,152
2020-05-03,,1,1,2,112,79,154
2020-05-04,,1,1,2,113,80,156
2020-05-05,,1,1,1,114,81,157
2020-05-06,,1,1,1,115,82,158
2020-05-07,,1,1,1,116,83,159
2020-05-08,,1,1,1,117,84,160
2020-05-09,,1,1,1,118,85,161
2020-05-10,,1,1,1,119,86,162
2020-05-11,,1,1,1,120,87,163
2020-05-12,,1,1,1,121,88,164
2020-05-13,,1,1,1,122,89,165
2020-05-14,,1,1,1,123,90,166
2020-05-15,,1,1,1,124,91,167
2020-05-16,,1,1,1,125,92,168
2020-05-17,,1,1,1,126,93,169
2020-05-18,,1,1,1,127,94,170
2020-05-19,,1,1,1,128,95,171
2020-05-20,,1,1,1,129,96,172
2020-05-21,,1,1,1,130,97,173
2020-05-22,,1,1,1,131,98,174
2020-05-23,,1,1,1,132,99,175
2020-05-24,,1,1,1,133,100,176
2020-05-25,,1,1,1,134,101,177
2020-05-26,,1,1,1,135,102,178
2020-05-27,,0,0,1,135,102,179
2020-05-28,,0,0,0,135,102,179
2020-05-29,,0,0,0,135,102,179
2020-05-30,,0,0,0,135,102,179
2020-05-31,,0,0,0,135,102,179
2020-06-01,,0,0,0,135,102,179
2020-06-02,,0,0,0,135,102,179
2020-06-03,,0,0,0,135,102,179
2020-06-04,,0,0,0,135,102,179
2020-06-05,,0,0,0,135,102,179
2020-06-06,,0,0,0,135,102,179
2020-06-07,,0,0,0,135,102,179
2020-06-08,,0,0,0,135,102,179
2020-06-09,,0,0,0,135,102,179
2020-06-10,,0,0,0,135,102,179
2020-06-11,,0,0,0,135,102,179
2020-06-12,,0,0,0,135,102,179
2020-06-13,,0,0,0,135,102,179
2020-06-14,,0,0,0,135,102,179
2020-06-15,,0,0,0,135,102,179
2020-06-16,,0,0,0,135,102,179
2020-06-17,,0,0,0,135,102,179
2020-06-18,,0,0,0,135,102,179
2020-06-19,,0,0,0,135,102,179
2020-06-20,,0,0,0,135,102,179
2020-06-21,,0,0,0,135,102,179
2020-06-22,,0,0,0,135,102,179
2020-06-23,,0,0,0,135,102,179
2020-06-24,,0,0,0,135,102,179
2020-06-25,,0,0,0,135,102,179
2020-06-26,,0,0,0,135,102,179
2020-06-27,,0,0,0,135,102,179
2020-06-28,,0,0,0,135,102,179
2020-06-29,,0,0,0,135,102,179
2020-06-30,,0,0,0,135,102,179
