date,actual_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper
2020-02-23,,,,,,,
2020-02-24,,,,,,,
2020-02-25,,,,,,,
2020-02-26,,,,,,,
2020-02-27,,,,,,,
2020-02-28,,,,,,,
2020-02-29,,,,,,,
2020-03-01,,,,,,,
2020-03-02,,,,,,,
2020-03-03,,,,,,,
2020-03-04,,,,,,,
2020-03-05,,,,,,,
2020-03-06,,,,,,,
2020-03-07,,,,,,,
2020-03-08,,,,,,,
2020-03-09,,,,,,,
2020-03-10,,,,,,,
2020-03-11,,,,,,,
2020-03-12,,,,,,,
2020-03-13,,,,,,,
2020-03-14,,,,,,,
2020-03-15,,,,,,,
2020-03-16,,,,,,,
2020-03-17,,,,,,,
2020-03-18,,,,,,,
2020-03-19,1,,,,,,
2020-03-20,2,,,,,,
2020-03-21,1,,,,,,
2020-03-22,1,,,,,,
2020-03-23,5,,,,,,
2020-03-24,2,,,,,,
2020-03-25,7,,,,,,
2020-03-26,2,,,,,,
2020-03-27,6,,,,,,
2020-03-28,0,,,,,,
2020-03-29,7,,,,,,
2020-03-30,2,,,,,,
2020-03-31,33,,,,,,
2020-04-01,16,,,,,,
2020-04-02,27,,,,,,
2020-04-03,19,,,,,,
2020-04-04,34,,,,,,
2020-04-05,,34,30,37,199,195,202
2020-04-06,,38,33,43,236,228,245
2020-04-07,,41,34,48,277,262,293
2020-04-08,,44,35,53,321,297,346
2020-04-09,,46,34,58,367,331,404
2020-04-10,,48,32,62,415,363,466
2020-04-11,,48,30,66,463,393,532
2020-04-12,,48,28,68,511,421,600
2020-04-13,,47,26,69,558,446,668
2020-04-14,,45,24,68,604,470,737
2020-04-15,,43,21,66,647,491,803
2020-04-16,,41,19,64,687,510,867
2020-04-17,,38,18,60,725,528,927
2020-04-18,,35,16,57,760,544,984
2020-04-19,,32,14,53,792,558,1038
2020-04-20,,29,13,50,821,571,1087
2020-04-21,,27,12,46,848,582,1133
2020-04-22,,24,11,42,872,593,1175
2020-04-23,,22,10,38,894,603,1213
2020-04-24,,20,9,35,914,612,1248
2020-04-25,,18,8,32,931,620,1280
2020-04-26,,16,8,29,948,628,1308
2020-04-27,,15,7,26,963,635,1334
2020-04-28,,13,7,24,976,642,1358
2020-04-29,,12,6,22,988,648,1380
2020-04-30,,11,6,20,999,654,1399
2020-05-01,,10,6,18,1009,660,1416
2020-05-02,,9,5,16,1019,665,1432
2020-05-03,,9,5,14,1027,670,1446
2020-05-04,,8,5,12,1035,675,1459
2020-05-05,,7,5,12,1043,680,1470
2020-05-06,,7,4,10,1049,684,1481
2020-05-07,,6,4,9,1056,688,1490
2020-05-08,,6,4,9,1061,692,1499
2020-05-09,,6,4,8,1067,696,1508
2020-05-10,,5,4,7,1072,700,1515
2020-05-11,,5,4,7,1077,704,1522
2020-05-12,,5,4,6,1082,708,1528
2020-05-13,,4,3,6,1086,711,1534
2020-05-14,,4,3,5,1090,714,1539
2020-05-15,,4,3,5,1094,717,1544
2020-05-16,,4,3,5,1098,720,1549
2020-05-17,,4,3,4,1102,723,1554
2020-05-18,,3,3,4,1105,726,1558
2020-05-19,,3,3,4,1108,729,1562
2020-05-20,,3,3,4,1112,732,1566
2020-05-21,,3,3,4,1115,735,1570
2020-05-22,,3,3,3,1118,738,1573
2020-05-23,,3,3,3,1121,741,1576
2020-05-24,,3,3,3,1124,744,1579
2020-05-25,,3,3,3,1127,747,1582
2020-05-26,,3,3,3,1130,750,1585
2020-05-27,,3,2,3,1133,752,1588
2020-05-28,,3,2,3,1135,754,1591
2020-05-29,,2,2,3,1138,756,1594
2020-05-30,,2,2,3,1140,758,1597
2020-05-31,,2,2,2,1142,760,1599
2020-06-01,,2,2,2,1144,762,1601
2020-06-02,,2,2,2,1146,764,1603
2020-06-03,,2,2,2,1148,766,1605
2020-06-04,,2,2,2,1150,768,1607
2020-06-05,,2,2,2,1152,770,1609
2020-06-06,,2,2,2,1154,772,1611
2020-06-07,,2,2,2,1156,774,1613
2020-06-08,,2,2,2,1158,776,1615
2020-06-09,,2,2,2,1160,778,1617
2020-06-10,,2,2,2,1162,780,1619
2020-06-11,,2,2,2,1164,782,1621
2020-06-12,,2,2,2,1166,784,1623
2020-06-13,,2,2,2,1168,786,1625
2020-06-14,,2,2,2,1170,788,1627
2020-06-15,,2,2,2,1172,790,1629
2020-06-16,,2,1,2,1174,791,1631
2020-06-17,,1,1,1,1175,792,1632
2020-06-18,,1,1,1,1176,793,1633
2020-06-19,,1,1,1,1177,794,1634
2020-06-20,,1,1,1,1178,795,1635
2020-06-21,,1,1,1,1179,796,1636
2020-06-22,,1,1,1,1180,797,1637
2020-06-23,,1,1,1,1181,798,1638
2020-06-24,,1,1,1,1182,799,1639
2020-06-25,,1,1,1,1183,800,1640
2020-06-26,,1,1,1,1184,801,1641
2020-06-27,,1,1,1,1185,802,1642
2020-06-28,,1,1,1,1186,803,1643
2020-06-29,,1,1,1,1187,804,1644
2020-06-30,,1,1,1,1188,805,1645
