date,actual_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper
2020-02-29,,,,,,,
2020-03-01,,,,,,,
2020-03-02,,,,,,,
2020-03-03,,,,,,,
2020-03-04,,,,,,,
2020-03-05,,,,,,,
2020-03-06,,,,,,,
2020-03-07,,,,,,,
2020-03-08,,,,,,,
2020-03-09,,,,,,,
2020-03-10,,,,,,,
2020-03-11,,,,,,,
2020-03-12,,,,,,,
2020-03-13,,,,,,,
2020-03-14,,,,,,,
2020-03-15,,,,,,,
2020-03-16,,,,,,,
2020-03-17,,,,,,,
2020-03-18,,,,,,,
2020-03-19,,,,,,,
2020-03-20,,,,,,,
2020-03-21,,,,,,,
2020-03-22,,,,,,,
2020-03-23,,,,,,,
2020-03-24,,,,,,,
2020-03-25,1,,,,,,
2020-03-26,1,,,,,,
2020-03-27,1,,,,,,
2020-03-28,1,,,,,,
2020-03-29,0,,,,,,
2020-03-30,2,,,,,,
2020-03-31,2,,,,,,
2020-04-01,2,,,,,,
2020-04-02,6,,,,,,
2020-04-03,3,,,,,,
2020-04-04,5,,,,,,
2020-04-05,,5,4,7,29,28,31
2020-04-06,,6,5,8,35,33,39
2020-04-07,,7,5,9,42,38,48
2020-04-08,,7,5,11,50,43,59
2020-04-09,,8,5,12,58,48,71
2020-04-10,,8,5,14,66,53,85
2020-04-11,,9,5,15,75,58,100
2020-04-12,,9,5,16,83,63,117
2020-04-13,,9,4,17,92,67,134
2020-04-14,,9,4,17,101,71,151
2020-04-15,,8,4,17,109,75,168
2020-04-16,,8,4,16,117,79,184
2020-04-17,,7,3,15,124,82,199
2020-04-18,,7,3,14,131,85,213
2020-04-19,,7,3,13,138,88,226
2020-04-20,,6,3,12,144,91,238
2020-04-21,,6,3,11,150,94,249
2020-04-22,,5,2,10,155,96,260
2020-04-23,,5,2,9,160,98,269
2020-04-24,,4,2,8,164,100,277
2020-04-25,,4,2,7,168,102,284
2020-04-26,,4,2,7,172,104,291
2020-04-27,,4,2,6,176,106,297
2020-04-28,,3,2,5,179,108,303
2020-04-29,,3,1,5,182,109,308
2020-04-30,,3,1,5,185,110,313
2020-05-01,,3,1,4,188,111,317
2020-05-02,,3,1,4,190,112,321
2020-05-03,,2,1,4,193,113,325
2020-05-04,,2,1,3,195,114,328
2020-05-05,,2,1,3,197,115,331
2020-05-06,,2,1,3,199,116,334
2020-05-07,,2,1,3,201,117,337
2020-05-08,,2,1,3,203,118,340
2020-05-09,,2,1,3,205,119,343
2020-05-10,,2,1,2,206,120,345
2020-05-11,,2,1,2,208,121,347
2020-05-12,,2,1,2,209,122,349
2020-05-13,,2,1,2,211,123,351
2020-05-14,,1,1,2,212,124,353
2020-05-15,,1,1,2,214,125,355
2020-05-16,,1,1,2,215,126,357
2020-05-17,,1,1,2,217,127,359
2020-05-18,,1,1,2,218,128,361
2020-05-19,,1,1,2,220,129,363
2020-05-20,,1,1,2,221,130,365
2020-05-21,,1,1,2,223,131,367
2020-05-22,,1,1,2,224,132,369
2020-05-23,,1,1,2,226,133,371
2020-05-24,,1,1,2,227,134,373
2020-05-25,,1,1,2,228,135,375
2020-05-26,,1,1,2,230,136,377
2020-05-27,,1,1,2,231,137,379
2020-05-28,,1,1,2,233,138,381
2020-05-29,,1,0,2,234,138,383
2020-05-30,,1,0,1,235,138,384
2020-05-31,,1,0,1,235,138,385
2020-06-01,,0,0,1,236,138,386
2020-06-02,,0,0,1,236,138,387
2020-06-03,,0,0,1,237,138,388
2020-06-04,,0,0,1,237,138,389
2020-06-05,,0,0,1,237,138,390
2020-06-06,,0,0,1,238,138,391
2020-06-07,,0,0,1,238,138,392
2020-06-08,,0,0,1,239,138,393
2020-06-09,,0,0,1,239,138,394
2020-06-10,,0,0,1,240,138,395
2020-06-11,,0,0,1,240,138,396
2020-06-12,,0,0,1,241,138,397
2020-06-13,,0,0,1,241,138,398
2020-06-14,,0,0,1,242,138,399
2020-06-15,,0,0,1,242,138,400
2020-06-16,,0,0,1,243,138,401
2020-06-17,,0,0,1,243,138,402
2020-06-18,,0,0,1,244,138,403
2020-06-19,,0,0,1,244,138,404
2020-06-20,,0,0,1,245,138,405
2020-06-21,,0,0,1,245,138,406
2020-06-22,,0,0,1,246,138,407
2020-06-23,,0,0,1,246,138,408
2020-06-24,,0,0,1,247,138,409
2020-06-25,,0,0,1,247,138,410
2020-06-26,,0,0,1,248,138,411
2020-06-27,,0,0,1,248,138,412
2020-06-28,,0,0,0,248,138,412
2020-06-29,,0,0,0,248,138,412
2020-06-30,,0,0,0,248,138,412
