country,region,daily_deaths,daily_deaths_lower,daily_deaths_upper
US,,1600,1328,1964
US,NY,693,612,817
US,NJ,211,181,253
US,MI,91,73,112
US,LA,59,50,72
US,MA,46,38,55
US,IL,44,38,52
US,FL,41,29,56
US,CA,41,25,63
US,CT,33,28,38
US,GA,30,23,38
US,PA,26,21,31
US,WA,24,14,39
US,IN,23,17,30
US,TX,21,16,27
US,CO,17,13,23
US,OH,16,12,20
US,WI,14,10,20
US,MD,12,8,15
US,AZ,11,9,13
US,AL,11,9,12
US,TN,10,7,12
US,NV,9,7,11
US,VA,8,6,12
US,KS,8,6,11
US,KY,8,6,11
US,SC,8,5,11
US,OK,7,5,10
US,OR,7,5,10
US,MO,6,4,8
US,MS,5,4,7
US,MN,5,4,6
US,NC,5,4,6
US,VT,5,4,6
US,DC,4,3,5
US,PR,4,3,5
US,UT,4,3,5
US,RI,3,2,6
US,AR,3,2,4
US,NH,3,2,4
US,IA,3,2,3
US,ID,3,2,3
US,NM,3,2,3
US,SD,3,2,3
US,DE,2,2,3
US,ME,2,2,3
US,NE,2,2,2
US,AK,1,1,2
US,GU,1,1,2
US,HI,1,1,1
US,MT,1,1,1
US,ND,1,1,1
US,WV,1,1,1
US,MP,0,0,0
US,AS,,,
US,VI,,,
US,WY,,,
