country,region,subregion,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio,projection_end_date
Brazil,,,74133,147626,114506,221322,2020-06-04,1473,0.9,2020-11-01
India,,,24309,115117,50591,241740,2020-06-16,2003,1.6,2020-11-01
Mexico,,,36327,86094,65342,109752,2020-06-03,1092,0.8,2020-11-01
United Kingdom,,,45053,49373,45600,53538,2020-04-21,1173,6.9,2020-11-01
Italy,,,34984,35615,35050,36202,2020-03-27,919,51.0,2020-11-01
France,,,30032,30714,30053,33891,2020-04-15,1438,,2020-11-01
Iran,,,13211,30561,21706,45307,2020-07-09,221,1.0,2020-11-01
Spain,,,28409,28785,28440,29747,2020-06-19,1179,289.3,2020-11-01
Peru,,,12229,23260,17320,31816,2020-06-14,380,1.1,2020-11-01
South Africa,,,4346,23136,13367,39013,2020-08-28,204,1.2,2020-11-01
Russia,,,11597,22461,14464,38930,2020-05-29,232,0.9,2020-11-01
Colombia,,,5787,21714,14682,32630,2020-06-28,310,1.2,2020-11-01
Indonesia,,,3710,13990,6000,27929,2020-09-25,105,1.9,2020-11-01
Chile,,,7069,10920,7949,13574,2020-06-08,627,3.6,2020-11-01
Pakistan,,,5386,10911,7060,17326,2020-06-14,178,1.3,2020-11-01
Egypt,,,4008,10079,5942,17239,2020-06-15,97,1.0,2020-11-01
Belgium,,,9787,9975,9804,10491,2020-04-10,496,64.6,2020-11-01
Canada,,,8845,9793,8940,11134,2020-04-16,251,20.1,2020-11-01
Germany,,,9078,9443,9111,10246,2020-04-15,510,63.8,2020-11-01
Argentina,,,1968,9120,3975,17665,2020-08-31,75,1.2,2020-11-01
Ecuador,,,5130,8265,5466,13777,2020-05-10,410,1.3,2020-11-01
Turkey,,,5402,7027,5500,11987,2020-04-19,127,5.8,2020-11-01
Bolivia,,,1898,6722,3696,11798,2020-07-01,78,1.8,2020-11-01
Bangladesh,,,2424,6325,3831,11248,2020-06-30,64,1.4,2020-11-01
Netherlands,,,6154,6264,6173,6380,2020-04-07,234,-88.5,2020-11-01
Saudi Arabia,,,2283,6029,3783,9366,2020-07-05,58,1.1,2020-11-01
Sweden,,,5545,5990,5690,6177,2020-04-21,185,10.7,2020-11-01
China,,,4642,4647,4642,4675,2020-04-17,1290,132.0,2020-11-01
Philippines,,,1603,4174,2105,9058,2020-07-12,162,6.5,2020-11-01
Romania,,,1931,4135,2756,5871,2020-05-08,35,0.8,2020-11-01
Serbia,,,418,3992,992,9029,2020-09-20,44,3.4,2020-11-01
Dominican Republic,,,910,3928,1444,8168,2020-04-12,38,4.7,2020-11-01
Honduras,,,789,3792,2361,6591,2020-07-02,49,,2020-11-01
Panama,,,960,3464,2483,5480,2020-07-03,31,1.0,2020-11-01
Algeria,,,1028,2974,1405,7344,2020-11-01,36,3.6,2020-11-01
Ukraine,,,1429,2891,1998,4406,2020-06-17,31,1.3,2020-11-01
Poland,,,1588,2466,1858,3829,2020-04-24,40,1.7,2020-11-01
Portugal,,,1668,2257,1758,3289,2020-04-03,37,5.2,2020-11-01
Nigeria,,,754,2196,1044,5169,2020-06-16,31,1.4,2020-11-01
Switzerland,,,1968,2071,1981,2484,2020-04-04,75,,2020-11-01
Israel,,,371,1930,541,6624,2020-10-16,19,3.2,2020-11-01
Ireland,,,1746,1836,1754,2266,2020-04-24,220,,2020-11-01
Japan,,,984,1601,991,2919,2020-05-01,29,,2020-11-01
Moldova,,,655,1214,993,1635,2020-06-20,14,1.3,2020-11-01
Belarus,,,474,1135,628,2354,2020-11-01,10,1.7,2020-11-01
Bulgaria,,,283,966,510,1619,2020-06-05,12,1.1,2020-11-01
Austria,,,709,840,725,1086,2020-04-08,30,20.0,2020-11-01
Kuwait,,,396,718,439,1356,2020-05-30,11,2.0,2020-11-01
Hungary,,,595,715,609,1077,2020-04-24,23,,2020-11-01
Denmark,,,610,657,624,743,2020-04-04,22,,2020-11-01
Morocco,,,257,523,298,1039,2020-03-27,12,2.5,2020-11-01
Czechia,,,355,501,365,744,2020-04-14,18,4.5,2020-11-01
United Arab Emirates,,,335,489,352,927,2020-05-10,13,7.0,2020-11-01
Finland,,,329,373,335,504,2020-04-21,43,,2020-11-01
South Korea,,,289,342,290,492,2020-03-02,11,,2020-11-01
Australia,,,111,311,111,1299,2020-04-23,8,1.0,2020-11-01
Norway,,,253,276,259,321,2020-04-20,16,,2020-11-01
Croatia,,,120,266,145,396,2020-04-19,8,2.0,2020-11-01
Greece,,,193,225,204,288,2020-04-03,10,,2020-11-01
Malaysia,,,122,156,137,186,2020-03-29,8,,2020-11-01
Luxembourg,,,111,148,118,191,2020-04-11,8,,2020-11-01
Slovenia,,,111,124,113,160,2020-04-07,6,,2020-11-01
Lithuania,,,79,113,86,183,2020-04-10,6,,2020-11-01
Cuba,,,87,106,91,145,2020-04-24,6,,2020-11-01
Estonia,,,69,87,75,114,2020-04-02,6,,2020-11-01
Latvia,,,31,42,33,95,2020-04-21,4,,2020-11-01
Slovakia,,,28,41,28,87,2020-04-15,4,,2020-11-01
Cyprus,,,19,31,21,70,2020-03-30,2,,2020-11-01
Iceland,,,10,14,10,29,2020-03-15,5,,2020-11-01
Malta,,,9,13,11,14,2020-05-29,2,,2020-11-01
