country,region,daily_deaths,daily_deaths_lower,daily_deaths_upper
US,,1597,1070,2216
US,NY,295,175,449
US,NJ,203,137,265
US,PA,138,120,182
US,MA,138,101,181
US,MI,91,59,129
US,IL,88,63,109
US,CT,70,46,98
US,CA,65,41,91
US,MD,48,32,64
US,LA,41,27,57
US,OH,38,27,49
US,FL,37,22,52
US,IN,34,23,48
US,GA,33,22,44
US,TX,26,17,35
US,VA,25,16,35
US,CO,25,16,34
US,MN,19,13,26
US,NC,15,10,21
US,AZ,13,9,17
US,RI,12,9,17
US,MO,12,8,16
US,WA,12,6,20
US,MS,10,7,14
US,AL,10,6,13
US,IA,9,7,11
US,DC,9,6,13
US,SC,9,6,13
US,DE,7,5,10
US,KY,7,4,10
US,WI,7,4,10
US,NV,7,4,9
US,NM,6,4,9
US,OK,6,3,8
US,KS,4,2,7
US,TN,4,2,6
US,NE,3,2,5
US,NH,3,2,5
US,AR,3,2,4
US,OR,2,1,4
US,ME,2,1,3
US,PR,2,1,3
US,UT,2,1,3
US,WV,2,1,3
US,ID,1,0,2
US,SD,1,0,2
US,VT,1,0,2
US,HI,1,0,1
US,ND,1,0,1
US,AK,0,0,1
US,GU,0,0,1
US,MP,0,0,1
US,MT,0,0,1
US,VI,0,0,1
US,WY,0,0,1
US,AS,,,
