country,region,daily_deaths,daily_deaths_lower,daily_deaths_upper
US,,1557,1173,2073
US,NY,662,535,849
US,NJ,166,122,236
US,MI,107,76,142
US,LA,61,48,73
US,MA,46,40,53
US,WA,45,16,79
US,IL,42,34,54
US,FL,38,27,55
US,CT,30,25,37
US,GA,30,22,38
US,CA,27,15,43
US,IN,23,17,30
US,TX,20,15,27
US,OH,19,15,24
US,PA,18,14,22
US,CO,17,12,24
US,AL,15,11,18
US,KS,13,7,20
US,MD,12,8,16
US,TN,11,9,14
US,NV,11,7,17
US,VA,11,6,18
US,KY,10,6,15
US,SC,10,6,16
US,OR,10,6,16
US,OK,9,7,13
US,AZ,8,7,10
US,WI,8,5,11
US,MO,7,4,9
US,MS,6,4,8
US,NC,6,4,8
US,MN,5,4,7
US,VT,5,4,7
US,DC,5,4,6
US,PR,4,3,6
US,UT,4,3,6
US,RI,4,3,5
US,SD,4,2,6
US,ID,3,2,3
US,IA,3,2,3
US,NH,3,2,4
US,AR,3,2,4
US,DE,3,2,5
US,ME,2,2,3
US,NM,2,2,3
US,ND,2,1,2
US,NE,2,1,2
US,GU,1,1,2
US,HI,1,1,1
US,MT,1,1,1
US,WV,1,1,1
US,AK,1,0,1
US,AS,0,,
US,MP,0,0,0
US,VI,0,,
US,WY,0,,
