country,region,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio
US,,6962,44607,25314,80038,2020-04-09,2178,1.8
US,NY,2935,14251,8609,24185,2020-04-08,948,1.7
US,NJ,646,5089,2474,11068,2020-04-10,265,2.4
US,MI,479,3928,1811,7788,2020-04-11,176,2.8
US,LA,370,2375,1240,4672,2020-04-12,94,1.6
US,MA,192,1981,1109,3399,2020-04-12,84,2.2
US,CT,131,1188,656,2166,2020-04-11,49,2.6
US,IL,210,1130,761,1683,2020-04-07,48,0.9
US,FL,163,1097,606,1961,2020-04-09,49,1.4
US,GA,184,955,547,1696,2020-04-08,38,1.8
US,AL,35,820,535,1200,2020-04-11,26,8.7
US,IN,102,814,417,1518,2020-04-10,36,1.5
US,OH,91,744,447,1260,2020-04-09,28,2.8
US,TX,90,744,380,1422,2020-04-11,33,1.6
US,WA,262,702,396,1193,2020-03-31,49,3.3
US,PA,102,675,439,1039,2020-04-08,24,2.0
US,CA,237,669,454,1004,2020-04-01,27,0.8
US,CO,97,531,309,948,2020-04-09,22,1.3
US,TN,37,450,292,730,2020-04-09,16,3.2
US,MD,42,424,211,845,2020-04-11,19,3.2
US,NV,43,337,183,638,2020-04-09,15,3.0
US,OK,38,329,180,616,2020-04-10,14,3.5
US,AZ,41,328,188,575,2020-04-11,13,1.4
US,VA,46,324,167,604,2020-04-07,14,2.8
US,KS,17,323,147,670,2020-04-08,16,4.0
US,NC,19,316,215,493,2020-04-09,10,3.3
US,SC,31,286,148,534,2020-04-08,13,
US,KY,31,284,148,526,2020-04-09,13,1.2
US,OR,21,275,138,518,2020-04-08,13,6.5
US,RI,14,252,198,345,2020-04-09,7,3.5
US,WI,37,248,145,426,2020-04-07,10,1.7
US,MO,19,204,115,358,2020-04-09,9,
US,MS,29,190,121,311,2020-04-06,7,2.3
US,MN,22,183,116,306,2020-04-07,7,1.8
US,DE,14,182,85,291,2020-04-08,5,2.5
US,VT,17,162,110,246,2020-04-08,7,
US,PR,15,152,98,241,2020-04-08,6,2.0
US,DC,15,151,104,226,2020-04-07,6,2.0
US,UT,7,144,90,233,2020-04-08,6,
US,IA,11,136,90,210,2020-04-08,5,
US,ID,9,134,88,208,2020-04-08,5,
US,AR,12,129,88,199,2020-04-09,5,
US,ME,9,126,87,196,2020-04-11,5,2.5
US,NH,5,122,81,192,2020-04-09,5,5.0
US,NM,7,113,78,165,2020-04-08,4,4.0
US,SD,2,110,68,182,2020-04-07,5,
US,NE,6,100,75,145,2020-04-07,3,3.0
US,ND,3,99,59,132,2020-04-04,2,
US,WV,2,79,59,107,2020-04-07,2,
US,MT,5,76,61,97,2020-04-06,2,
US,HI,2,72,60,91,2020-04-10,2,2.0
US,GU,4,37,20,70,2020-04-06,2,2.0
US,AK,3,23,10,65,2020-04-04,1,
US,MP,1,14,1,45,2020-03-08,0,
US,AS,0,,,,,,
US,VI,0,,,,,,
US,WY,0,,,,,,
