date,Country_Region,Confirmed,Deaths,daily_deaths,daily_confirmed,daily_confirmed_7day_ma,daily_deaths_7day_ma
2020-01-22,Canada,0,0,0.0,0.0,0.0,0.0
2020-01-23,Canada,0,0,0.0,0.0,0.0,0.0
2020-01-24,Canada,0,0,0.0,0.0,0.0,0.0
2020-01-25,Canada,0,0,0.0,0.0,0.0,0.0
2020-01-26,Canada,1,0,0.0,1.0,0.2,0.0
2020-01-27,Canada,1,0,0.0,0.0,0.16666666666666666,0.0
2020-01-28,Canada,2,0,0.0,1.0,0.2857142857142857,0.0
2020-01-29,Canada,2,0,0.0,0.0,0.2857142857142857,0.0
2020-01-30,Canada,2,0,0.0,0.0,0.2857142857142857,0.0
2020-01-31,Canada,4,0,0.0,2.0,0.5714285714285714,0.0
2020-02-01,Canada,4,0,0.0,0.0,0.5714285714285714,0.0
2020-02-02,Canada,4,0,0.0,0.0,0.42857142857142855,0.0
2020-02-03,Canada,4,0,0.0,0.0,0.42857142857142855,0.0
2020-02-04,Canada,4,0,0.0,0.0,0.2857142857142857,0.0
2020-02-05,Canada,5,0,0.0,1.0,0.42857142857142855,0.0
2020-02-06,Canada,5,0,0.0,0.0,0.42857142857142855,0.0
2020-02-07,Canada,7,0,0.0,2.0,0.42857142857142855,0.0
2020-02-08,Canada,7,0,0.0,0.0,0.42857142857142855,0.0
2020-02-09,Canada,7,0,0.0,0.0,0.42857142857142855,0.0
2020-02-10,Canada,7,0,0.0,0.0,0.42857142857142855,0.0
2020-02-11,Canada,7,0,0.0,0.0,0.42857142857142855,0.0
2020-02-12,Canada,7,0,0.0,0.0,0.2857142857142857,0.0
2020-02-13,Canada,7,0,0.0,0.0,0.2857142857142857,0.0
2020-02-14,Canada,7,0,0.0,0.0,0.0,0.0
2020-02-15,Canada,7,0,0.0,0.0,0.0,0.0
2020-02-16,Canada,7,0,0.0,0.0,0.0,0.0
2020-02-17,Canada,8,0,0.0,1.0,0.14285714285714285,0.0
2020-02-18,Canada,8,0,0.0,0.0,0.14285714285714285,0.0
2020-02-19,Canada,8,0,0.0,0.0,0.14285714285714285,0.0
2020-02-20,Canada,8,0,0.0,0.0,0.14285714285714285,0.0
2020-02-21,Canada,9,0,0.0,1.0,0.2857142857142857,0.0
2020-02-22,Canada,9,0,0.0,0.0,0.2857142857142857,0.0
