date,Country_Region,Confirmed,Deaths,daily_deaths,daily_confirmed,daily_confirmed_7day_ma,daily_deaths_7day_ma
2020-01-22,South Africa,0,0,0.0,0.0,0.0,0.0
2020-01-23,South Africa,0,0,0.0,0.0,0.0,0.0
2020-01-24,South Africa,0,0,0.0,0.0,0.0,0.0
2020-01-25,South Africa,0,0,0.0,0.0,0.0,0.0
2020-01-26,South Africa,0,0,0.0,0.0,0.0,0.0
2020-01-27,South Africa,0,0,0.0,0.0,0.0,0.0
2020-01-28,South Africa,0,0,0.0,0.0,0.0,0.0
2020-01-29,South Africa,0,0,0.0,0.0,0.0,0.0
2020-01-30,South Africa,0,0,0.0,0.0,0.0,0.0
2020-01-31,South Africa,0,0,0.0,0.0,0.0,0.0
2020-02-01,South Africa,0,0,0.0,0.0,0.0,0.0
2020-02-02,South Africa,0,0,0.0,0.0,0.0,0.0
2020-02-03,South Africa,0,0,0.0,0.0,0.0,0.0
2020-02-04,South Africa,0,0,0.0,0.0,0.0,0.0
2020-02-05,South Africa,0,0,0.0,0.0,0.0,0.0
2020-02-06,South Africa,0,0,0.0,0.0,0.0,0.0
2020-02-07,South Africa,0,0,0.0,0.0,0.0,0.0
2020-02-08,South Africa,0,0,0.0,0.0,0.0,0.0
2020-02-09,South Africa,0,0,0.0,0.0,0.0,0.0
2020-02-10,South Africa,0,0,0.0,0.0,0.0,0.0
2020-02-11,South Africa,0,0,0.0,0.0,0.0,0.0
2020-02-12,South Africa,0,0,0.0,0.0,0.0,0.0
2020-02-13,South Africa,0,0,0.0,0.0,0.0,0.0
2020-02-14,South Africa,0,0,0.0,0.0,0.0,0.0
2020-02-15,South Africa,0,0,0.0,0.0,0.0,0.0
2020-02-16,South Africa,0,0,0.0,0.0,0.0,0.0
2020-02-17,South Africa,0,0,0.0,0.0,0.0,0.0
2020-02-18,South Africa,0,0,0.0,0.0,0.0,0.0
2020-02-19,South Africa,0,0,0.0,0.0,0.0,0.0
2020-02-20,South Africa,0,0,0.0,0.0,0.0,0.0
2020-02-21,South Africa,0,0,0.0,0.0,0.0,0.0
2020-02-22,South Africa,0,0,0.0,0.0,0.0,0.0
2020-02-23,South Africa,0,0,0.0,0.0,0.0,0.0
2020-02-24,South Africa,0,0,0.0,0.0,0.0,0.0
2020-02-25,South Africa,0,0,0.0,0.0,0.0,0.0
2020-02-26,South Africa,0,0,0.0,0.0,0.0,0.0
2020-02-27,South Africa,0,0,0.0,0.0,0.0,0.0
2020-02-28,South Africa,0,0,0.0,0.0,0.0,0.0
2020-02-29,South Africa,0,0,0.0,0.0,0.0,0.0
2020-03-01,South Africa,0,0,0.0,0.0,0.0,0.0
2020-03-02,South Africa,0,0,0.0,0.0,0.0,0.0
2020-03-03,South Africa,0,0,0.0,0.0,0.0,0.0
2020-03-04,South Africa,0,0,0.0,0.0,0.0,0.0
2020-03-05,South Africa,1,0,0.0,1.0,0.14285714285714285,0.0
2020-03-06,South Africa,1,0,0.0,0.0,0.14285714285714285,0.0
2020-03-07,South Africa,1,0,0.0,0.0,0.14285714285714285,0.0
2020-03-08,South Africa,3,0,0.0,2.0,0.42857142857142855,0.0
2020-03-09,South Africa,3,0,0.0,0.0,0.42857142857142855,0.0
2020-03-10,South Africa,7,0,0.0,4.0,1.0,0.0
2020-03-11,South Africa,13,0,0.0,6.0,1.8571428571428572,0.0
2020-03-12,South Africa,17,0,0.0,4.0,2.2857142857142856,0.0
2020-03-13,South Africa,24,0,0.0,7.0,3.2857142857142856,0.0
2020-03-14,South Africa,38,0,0.0,14.0,5.285714285714286,0.0
2020-03-15,South Africa,51,0,0.0,13.0,6.857142857142857,0.0
2020-03-16,South Africa,62,0,0.0,11.0,8.428571428571429,0.0
2020-03-17,South Africa,62,0,0.0,0.0,7.857142857142857,0.0
2020-03-18,South Africa,116,0,0.0,54.0,14.714285714285714,0.0
2020-03-19,South Africa,150,0,0.0,34.0,19.0,0.0
2020-03-20,South Africa,202,0,0.0,52.0,25.428571428571427,0.0
2020-03-21,South Africa,240,0,0.0,38.0,28.857142857142858,0.0
2020-03-22,South Africa,274,0,0.0,34.0,31.857142857142858,0.0
2020-03-23,South Africa,402,0,0.0,128.0,48.57142857142857,0.0
2020-03-24,South Africa,554,0,0.0,152.0,70.28571428571429,0.0
2020-03-25,South Africa,709,0,0.0,155.0,84.71428571428571,0.0
2020-03-26,South Africa,927,0,0.0,218.0,111.0,0.0
2020-03-27,South Africa,1170,1,1.0,243.0,138.28571428571428,0.14285714285714285
2020-03-28,South Africa,1187,1,0.0,17.0,135.28571428571428,0.14285714285714285
2020-03-29,South Africa,1280,2,1.0,93.0,143.71428571428572,0.2857142857142857
2020-03-30,South Africa,1326,3,1.0,46.0,132.0,0.42857142857142855
2020-03-31,South Africa,1353,5,2.0,27.0,114.14285714285714,0.7142857142857143
2020-04-01,South Africa,1380,5,0.0,27.0,95.85714285714286,0.7142857142857143
2020-04-02,South Africa,1462,5,0.0,82.0,76.42857142857143,0.7142857142857143
2020-04-03,South Africa,1505,9,4.0,43.0,47.857142857142854,1.1428571428571428
2020-04-04,South Africa,1585,9,0.0,80.0,56.857142857142854,1.1428571428571428
2020-04-05,South Africa,1655,11,2.0,70.0,53.57142857142857,1.2857142857142858
2020-04-06,South Africa,1686,12,1.0,31.0,51.42857142857143,1.2857142857142858
2020-04-07,South Africa,1749,13,1.0,63.0,56.57142857142857,1.1428571428571428
2020-04-08,South Africa,1845,18,5.0,96.0,66.42857142857143,1.8571428571428572
2020-04-09,South Africa,1934,18,0.0,89.0,67.42857142857143,1.8571428571428572
2020-04-10,South Africa,2003,24,6.0,69.0,71.14285714285714,2.142857142857143
2020-04-11,South Africa,2028,25,1.0,25.0,63.285714285714285,2.2857142857142856
2020-04-12,South Africa,2173,25,0.0,145.0,74.0,2.0
2020-04-13,South Africa,2272,27,2.0,99.0,83.71428571428571,2.142857142857143
2020-04-14,South Africa,2415,27,0.0,143.0,95.14285714285714,2.0
