date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper
2020-02-21,,,,,,,,,52,50,100
2020-02-22,,,,,,,,,104,100,200
2020-02-23,,,,,,,,,156,150,300
2020-02-24,,,,,,,,,209,200,400
2020-02-25,,,,,,,,,261,250,500
2020-02-26,,,,,,,,,313,300,600
2020-02-27,,,,,,,,,365,350,700
2020-02-28,,,,,,,,,417,400,800
2020-02-29,,,,,,,,,469,450,900
2020-03-01,,,,,,,,,602,569,1140
2020-03-02,,,,,,,,,734,688,1378
2020-03-03,,,,,,,,,871,811,1624
2020-03-04,,,,,,,,,1020,943,1888
2020-03-05,,,,,,,,,1194,1094,2189
2020-03-06,,,,,,,,,1405,1274,2546
2020-03-07,,,,,,,,,1645,1475,2944
2020-03-08,,,,,,,,,1909,1693,3373
2020-03-09,,,,,,,,,2199,1929,3835
2020-03-10,,,,,,,,,2519,2186,4333
2020-03-11,,,,,,,,,2877,2467,4876
2020-03-12,,,,,,,,,3271,2774,5464
2020-03-13,,,,,,,,,3700,3103,6085
2020-03-14,,,,,,,,,4160,3453,6749
2020-03-15,,,,,,,,,4653,3825,7443
2020-03-16,1,1,,,,,,,5175,4217,8164
2020-03-17,0,1,,,,,,,5725,4628,8900
2020-03-18,0,1,,,,,,,6298,5053,9674
2020-03-19,0,1,,,,,,,6890,5488,10485
2020-03-20,0,1,,,,,,,7497,5938,11325
2020-03-21,2,3,,,,,,,8115,6390,12184
2020-03-22,0,3,,,,,,,8740,6850,13053
2020-03-23,2,5,,,,,,,9371,7312,13934
2020-03-24,0,5,,,,,,,10003,7773,14826
2020-03-25,2,7,,,,,,,10635,8232,15726
2020-03-26,2,9,,,,,,,11265,8684,16622
2020-03-27,4,13,,,,,,,11892,9126,17522
2020-03-28,2,15,,,,,,,12514,9557,18419
2020-03-29,1,16,,,,,,,13132,9976,19311
2020-03-30,2,18,,,,,,,13744,10383,20198
2020-03-31,4,22,,,,,,,14350,10779,21080
2020-04-01,4,26,,,,,,,14950,11165,21953
2020-04-02,5,31,,,,,,,15545,11542,22832
2020-04-03,3,34,,,,,,,16133,11906,23716
2020-04-04,6,40,,,,,,,16714,12260,24600
2020-04-05,4,44,,,,,,,17290,12602,25486
2020-04-06,4,48,,,,,,,17860,12936,26377
2020-04-07,3,51,,,,,,,18424,13258,27269
2020-04-08,0,51,,,,,,,18982,13570,28167
2020-04-09,16,67,,,,,,,19534,13872,29072
2020-04-10,5,72,,,,,,,20080,14166,29982
2020-04-11,8,80,,,,,,,20621,14453,30897
2020-04-12,2,82,,,,,,,21157,14731,31815
2020-04-13,0,82,,,,,,,21688,15000,32732
2020-04-14,15,97,,,,,,,22213,15260,33654
2020-04-15,9,106,,,,,,,22734,15513,34580
2020-04-16,5,111,,,,,,,23249,15758,35507
2020-04-17,5,116,,,,,,,23760,15996,36432
2020-04-18,3,119,,,,,,,24266,16227,37363
2020-04-19,1,120,,,,,,,24768,16451,38298
2020-04-20,3,123,,,,,,,25265,16669,39238
2020-04-21,1,124,,,,,,,25758,16881,40183
2020-04-22,16,140,,,,,,,26246,17087,41133
2020-04-23,10,150,,,,,,,26731,17287,42087
2020-04-24,,,6,3,9,156,153,159,27211,17482,43045
2020-04-25,,,6,3,9,162,157,168,27687,17672,44004
2020-04-26,,,6,3,9,168,160,177,28160,17856,44968
2020-04-27,,,6,3,9,173,164,186,28628,18036,45936
2020-04-28,,,6,3,9,179,167,195,29093,18211,46907
2020-04-29,,,6,3,9,185,170,204,29554,18381,47883
2020-04-30,,,6,3,9,190,174,213,30011,18547,48862
2020-05-01,,,6,3,10,196,177,222,30464,18709,49844
2020-05-02,,,5,2,10,201,180,231,30914,18867,50831
2020-05-03,,,5,2,10,207,182,240,31361,19021,51820
2020-05-04,,,5,2,10,212,185,249,31804,19171,52813
2020-05-05,,,5,2,10,217,188,258,32243,19318,53809
2020-05-06,,,5,2,10,223,191,267,32679,19461,54808
2020-05-07,,,5,2,10,228,193,277,33112,19600,55810
2020-05-08,,,5,2,10,233,196,286,33541,19736,56814
2020-05-09,,,5,2,10,238,198,295,33967,19868,57822
2020-05-10,,,5,2,10,243,200,304,34390,19998,58831
2020-05-11,,,5,2,10,248,203,314,34809,20124,59840
2020-05-12,,,5,2,10,253,205,323,35225,20247,60851
2020-05-13,,,5,2,10,258,207,333,35638,20368,61863
2020-05-14,,,5,2,10,263,209,342,36048,20485,62878
2020-05-15,,,5,2,10,268,211,352,36454,20600,63894
2020-05-16,,,5,1,10,273,213,361,36857,20712,64913
2020-05-17,,,5,1,10,277,215,371,37257,20821,65933
2020-05-18,,,5,1,10,282,217,380,37654,20927,66954
2020-05-19,,,5,1,10,287,218,390,38048,21031,67977
2020-05-20,,,5,1,10,291,220,400,38439,21132,69000
2020-05-21,,,5,1,10,296,222,410,38826,21231,70026
2020-05-22,,,5,1,10,301,224,419,39211,21327,71052
2020-05-23,,,5,1,10,305,225,429,39592,21421,72080
2020-05-24,,,5,1,10,310,227,439,39970,21513,73109
2020-05-25,,,4,1,10,314,228,449,40345,21602,74139
2020-05-26,,,4,1,10,319,230,459,40717,21689,75170
2020-05-27,,,4,1,10,323,231,469,41086,21773,76201
