date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper
2020-02-22,,,,,,,,,146,100,200
2020-02-23,,,,,,,,,292,200,400
2020-02-24,,,,,,,,,438,300,600
2020-02-25,,,,,,,,,584,400,800
2020-02-26,,,,,,,,,730,500,1000
2020-02-27,,,,,,,,,876,600,1200
2020-02-28,,,,,,,,,1022,700,1400
2020-02-29,,,,,,,,,1168,800,1600
2020-03-01,,,,,,,,,1314,900,1800
2020-03-02,,,,,,,,,1727,1179,2360
2020-03-03,,,,,,,,,2139,1459,2918
2020-03-04,,,,,,,,,2573,1753,3506
2020-03-05,,,,,,,,,3054,2079,4157
2020-03-06,,,,,,,,,3633,2470,4936
2020-03-07,,,,,,,,,4364,2962,5915
2020-03-08,,,,,,,,,5213,3534,7051
2020-03-09,,,,,,,,,6164,4177,8322
2020-03-10,,,,,,,,,7237,4906,9744
2020-03-11,,,,,,,,,8457,5739,11351
2020-03-12,,,,,,,,,9854,6702,13180
2020-03-13,,,,,,,,,11428,7804,15214
2020-03-14,,,,,,,,,13174,9049,17433
2020-03-15,,,,,,,,,15087,10448,19835
2020-03-16,,,,,,,,,17169,12016,22407
2020-03-17,1,1,,,,,,,19416,13765,25111
2020-03-18,2,3,,,,,,,21814,15699,27963
2020-03-19,2,5,,,,,,,24340,17781,30973
2020-03-20,0,5,,,,,,,26971,19983,34099
2020-03-21,0,5,,,,,,,29688,22277,37323
2020-03-22,2,7,,,,,,,32471,24638,40607
2020-03-23,2,9,,,,,,,35304,27029,43938
2020-03-24,3,12,,,,,,,38172,29461,47302
2020-03-25,3,15,,,,,,,41059,31904,50680
2020-03-26,6,21,,,,,,,43955,34340,54091
2020-03-27,5,26,,,,,,,46851,36763,57518
2020-03-28,4,30,,,,,,,49742,39158,60923
2020-03-29,7,37,,,,,,,52621,41523,64334
2020-03-30,8,45,,,,,,,55485,43839,67756
2020-03-31,9,54,,,,,,,58330,46099,71184
2020-04-01,12,66,,,,,,,61155,48290,74623
2020-04-02,11,77,,,,,,,63957,50414,78074
2020-04-03,23,100,,,,,,,66735,52468,81528
2020-04-04,16,116,,,,,,,69490,54451,84996
2020-04-05,20,136,,,,,,,72219,56358,88492
2020-04-06,14,150,,,,,,,74924,58196,92007
2020-04-07,10,160,,,,,,,77603,59966,95530
2020-04-08,29,189,,,,,,,80258,61672,99070
2020-04-09,21,210,,,,,,,82889,63318,102626
2020-04-10,28,238,,,,,,,85495,64906,106196
2020-04-11,28,266,,,,,,,88078,66439,109781
2020-04-12,17,283,,,,,,,90638,67915,113378
2020-04-13,22,305,,,,,,,93175,69331,116989
2020-04-14,37,342,,,,,,,95689,70682,120619
2020-04-15,33,375,,,,,,,98182,71979,124273
2020-04-16,39,414,,,,,,,100654,73218,127949
2020-04-17,37,451,,,,,,,103104,74404,131646
2020-04-18,25,476,,,,,,,105535,75537,135366
2020-04-19,14,490,,,,,,,107945,76619,139106
2020-04-20,17,507,,,,,,,110336,77654,142867
2020-04-21,26,533,,,,,,,112708,78644,146639
2020-04-22,23,556,,,,,,,115062,79592,150421
2020-04-23,48,604,,,,,,,117397,80499,154218
2020-04-24,,,28,21,35,632,625,639,119715,81372,158033
2020-04-25,,,28,20,35,660,645,673,122015,82217,161866
2020-04-26,,,28,19,35,687,665,708,124298,83026,165717
2020-04-27,,,27,19,35,715,684,743,126565,83802,169586
2020-04-28,,,27,18,36,742,703,778,128815,84546,173470
2020-04-29,,,27,17,36,768,721,813,131049,85259,177368
2020-04-30,,,27,17,36,795,738,849,133267,85943,181277
2020-05-01,,,26,16,36,821,754,884,135470,86598,185198
2020-05-02,,,26,15,36,847,770,920,137657,87228,189130
2020-05-03,,,26,15,36,873,786,956,139829,87832,193073
2020-05-04,,,26,14,36,899,801,992,141987,88412,197043
2020-05-05,,,25,14,37,924,815,1028,144130,88969,201018
2020-05-06,,,25,13,37,949,828,1064,146258,89505,204998
2020-05-07,,,25,13,37,974,841,1100,148373,90019,208983
2020-05-08,,,25,12,37,999,854,1137,150473,90514,212973
2020-05-09,,,25,11,37,1024,866,1174,152560,90990,216967
2020-05-10,,,24,11,38,1048,877,1211,154633,91448,220965
2020-05-11,,,24,10,38,1072,888,1249,156692,91889,224967
2020-05-12,,,24,10,38,1096,899,1286,158739,92313,228988
2020-05-13,,,24,9,38,1120,909,1324,160772,92721,233014
2020-05-14,,,24,9,38,1143,918,1362,162791,93115,237061
2020-05-15,,,23,9,38,1167,927,1400,164798,93494,241121
