date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper
2020-02-21,,,,,,,,,141,100,200
2020-02-22,,,,,,,,,283,200,400
2020-02-23,,,,,,,,,424,300,600
2020-02-24,,,,,,,,,565,400,800
2020-02-25,,,,,,,,,707,500,1000
2020-02-26,,,,,,,,,848,600,1200
2020-02-27,,,,,,,,,989,700,1400
2020-02-28,,,,,,,,,1131,800,1600
2020-02-29,,,,,,,,,1272,900,1800
2020-03-01,,,,,,,,,1671,1179,2360
2020-03-02,,,,,,,,,2068,1458,2918
2020-03-03,,,,,,,,,2488,1753,3507
2020-03-04,,,,,,,,,2953,2078,4158
2020-03-05,,,,,,,,,3514,2469,4938
2020-03-06,,,,,,,,,4222,2960,5920
2020-03-07,,,,,,,,,5047,3532,7059
2020-03-08,,,,,,,,,5976,4174,8338
2020-03-09,,,,,,,,,7030,4901,9782
2020-03-10,,,,,,,,,8235,5732,11423
2020-03-11,,,,,,,,,9630,6692,13309
2020-03-12,,,,,,,,,11221,7791,15444
2020-03-13,,,,,,,,,13012,9034,17831
2020-03-14,,,,,,,,,15012,10432,20459
2020-03-15,,,,,,,,,17232,12003,23318
2020-03-16,1,1,,,,,,,19681,13767,26466
2020-03-17,1,2,,,,,,,22352,15736,29851
2020-03-18,0,2,,,,,,,25223,17910,33444
2020-03-19,0,2,,,,,,,28266,20271,37148
2020-03-20,0,2,,,,,,,31455,22792,40985
2020-03-21,2,4,,,,,,,34759,25440,44967
2020-03-22,2,6,,,,,,,38149,28202,49026
2020-03-23,1,7,,,,,,,41594,31049,53156
2020-03-24,5,12,,,,,,,45071,33923,57345
2020-03-25,2,14,,,,,,,48558,36785,61576
2020-03-26,3,17,,,,,,,52040,39629,65832
2020-03-27,8,25,,,,,,,55504,42437,70081
2020-03-28,6,31,,,,,,,58942,45198,74339
2020-03-29,1,32,,,,,,,62346,47909,78623
2020-03-30,3,35,,,,,,,65710,50521,82897
2020-03-31,14,49,,,,,,,69030,53042,87145
2020-04-01,16,65,,,,,,,72305,55489,91393
2020-04-02,13,78,,,,,,,75533,57862,95623
2020-04-03,24,102,,,,,,,78713,60154,99830
2020-04-04,14,116,,,,,,,81844,62354,104034
2020-04-05,11,127,,,,,,,84926,64460,108218
2020-04-06,16,143,,,,,,,87961,66480,112399
2020-04-07,30,173,,,,,,,90947,68418,116552
2020-04-08,30,203,,,,,,,93887,70267,120710
2020-04-09,42,245,,,,,,,96782,72033,124870
2020-04-10,55,300,,,,,,,99631,73719,129039
2020-04-11,30,330,,,,,,,102436,75324,133223
2020-04-12,13,343,,,,,,,105198,76856,137423
2020-04-13,7,350,,,,,,,107919,78322,141639
2020-04-14,37,387,,,,,,,110599,79724,145862
2020-04-15,49,436,,,,,,,113239,81066,150092
2020-04-16,41,477,,,,,,,115840,82347,154333
2020-04-17,45,522,,,,,,,118404,83581,158569
2020-04-18,23,545,,,,,,,120931,84759,162810
2020-04-19,17,562,,,,,,,123422,85885,167059
2020-04-20,15,577,,,,,,,125879,86960,171319
2020-04-21,58,635,,,,,,,128301,87986,175591
2020-04-22,31,666,,,,,,,130690,88966,179873
2020-04-23,40,706,,,,,,,133047,89902,184164
2020-04-24,,,32,23,43,738,729,749,135373,90796,188464
2020-04-25,,,32,23,42,770,752,791,137667,91651,192773
2020-04-26,,,31,22,42,801,774,832,139932,92475,197079
2020-04-27,,,31,21,42,832,796,874,142167,93268,201402
2020-04-28,,,30,20,42,863,816,916,144373,94026,205722
2020-04-29,,,30,19,42,892,835,957,146552,94752,210039
2020-04-30,,,29,18,42,922,854,999,148703,95447,214352
2020-05-01,,,29,17,42,951,872,1041,150827,96112,218661
2020-05-02,,,29,16,42,979,889,1082,152924,96750,222966
2020-05-03,,,28,16,42,1007,905,1124,154996,97361,227265
2020-05-04,,,28,15,42,1035,920,1166,157043,97946,231559
2020-05-05,,,27,14,43,1062,935,1208,159065,98508,235817
2020-05-06,,,27,14,43,1089,949,1250,161062,99047,240082
2020-05-07,,,26,13,43,1116,963,1293,163035,99565,244345
2020-05-08,,,26,12,43,1142,976,1335,164985,100061,248606
2020-05-09,,,26,12,43,1167,988,1377,166912,100539,252864
2020-05-10,,,25,11,43,1193,1000,1420,168816,100997,257117
2020-05-11,,,25,11,43,1218,1011,1462,170697,101437,261362
2020-05-12,,,25,10,43,1242,1022,1505,172557,101861,265599
2020-05-13,,,24,10,43,1266,1032,1548,174395,102268,269828
2020-05-14,,,24,9,43,1290,1042,1590,176211,102659,274049
2020-05-15,,,24,9,43,1314,1052,1633,178007,103036,278280
2020-05-16,,,23,9,43,1337,1061,1676,179781,103399,282506
2020-05-17,,,23,8,44,1360,1069,1719,181535,103748,286728
2020-05-18,,,23,8,44,1383,1078,1762,183269,104083,290943
2020-05-19,,,22,8,43,1405,1086,1805,184983,104407,295152
2020-05-20,,,22,7,44,1427,1093,1848,186677,104719,299354
2020-05-21,,,22,7,44,1449,1101,1892,188352,105019,303549
2020-05-22,,,22,6,44,1471,1108,1935,190007,105308,307736
2020-05-23,,,21,6,44,1492,1114,1978,191643,105586,311911
2020-05-24,,,21,6,44,1513,1121,2021,193260,105855,316073
2020-05-25,,,21,6,43,1534,1127,2064,194859,106113,320222
2020-05-26,,,20,5,43,1554,1133,2107,196439,106362,324357
2020-05-27,,,20,5,43,1574,1138,2149,198001,106603,328478
2020-05-28,,,20,5,43,1594,1144,2192,199544,106834,332587
2020-05-29,,,20,5,43,1614,1149,2235,201069,107057,336685
2020-05-30,,,20,4,43,1634,1154,2277,202577,107272,340771
2020-05-31,,,19,4,43,1653,1159,2320,204067,107479,344844
2020-06-01,,,19,4,43,1672,1163,2362,205683,107695,349452
2020-06-02,,,19,4,43,1691,1168,2405,207281,107902,354041
2020-06-03,,,19,4,43,1709,1172,2447,208867,108103,358654
2020-06-04,,,18,4,43,1728,1176,2489,210450,108296,363303
2020-06-05,,,18,3,43,1746,1180,2532,212046,108483,368088
2020-06-06,,,18,3,43,1764,1184,2574,213670,108666,373108
2020-06-07,,,18,3,43,1782,1188,2616,215312,108846,378296
2020-06-08,,,18,3,43,1799,1191,2658,216961,109020,383555
2020-06-09,,,17,3,43,1816,1194,2700,218619,109189,388952
2020-06-10,,,17,3,43,1834,1198,2742,220287,109352,394503
2020-06-11,,,17,3,43,1851,1201,2784,221971,109511,400250
2020-06-12,,,17,3,42,1867,1204,2826,223673,109666,406196
2020-06-13,,,17,2,42,1884,1207,2868,225388,109817,412330
2020-06-14,,,16,2,42,1900,1210,2910,227116,109963,418648
2020-06-15,,,16,2,42,1916,1212,2952,228858,110105,425156
2020-06-16,,,16,2,42,1932,1215,2993,230616,110243,431868
2020-06-17,,,16,2,42,1948,1217,3034,232389,110376,438791
2020-06-18,,,16,2,42,1964,1220,3076,234179,110504,445929
2020-06-19,,,16,2,42,1979,1222,3117,235984,110629,453284
2020-06-20,,,15,2,42,1995,1224,3159,237806,110749,460861
2020-06-21,,,15,2,43,2010,1227,3202,239644,110865,468666
2020-06-22,,,16,2,44,2026,1229,3245,241499,110976,476707
2020-06-23,,,16,2,45,2042,1231,3289,243372,111083,484989
2020-06-24,,,16,2,45,2057,1233,3334,245263,111186,493519
2020-06-25,,,16,1,47,2073,1235,3380,247172,111284,502301
2020-06-26,,,16,1,48,2089,1237,3427,249100,111378,511341
2020-06-27,,,16,1,49,2105,1239,3476,251049,111469,520647
2020-06-28,,,16,1,51,2122,1241,3526,253018,111557,530224
2020-06-29,,,16,1,52,2138,1242,3578,255009,111641,540079
2020-06-30,,,16,1,53,2154,1244,3630,257020,111721,550218
2020-07-01,,,17,1,55,2171,1246,3685,259055,111797,560647
2020-07-02,,,17,1,56,2188,1247,3740,261112,111870,571373
2020-07-03,,,17,1,58,2205,1249,3798,263192,111939,582402
2020-07-04,,,17,1,60,2222,1251,3858,265297,112004,593740
2020-07-05,,,17,1,62,2239,1252,3919,267426,112065,605393
2020-07-06,,,17,1,64,2256,1254,3982,269581,112123,617369
2020-07-07,,,17,1,66,2273,1255,4048,271761,112177,629673
2020-07-08,,,18,1,68,2291,1256,4115,273968,112228,642312
2020-07-09,,,18,1,70,2309,1258,4184,276201,112277,655292
2020-07-10,,,18,1,72,2327,1259,4256,278463,112322,668618
2020-07-11,,,18,1,74,2345,1260,4330,280752,112365,682297
2020-07-12,,,18,1,76,2363,1261,4406,283069,112406,696335
2020-07-13,,,18,1,79,2381,1263,4484,285416,112444,710734
2020-07-14,,,19,1,81,2400,1264,4564,287793,112480,725508
2020-07-15,,,19,1,84,2419,1265,4647,290199,112514,740664
2020-07-16,,,19,1,86,2438,1266,4733,292636,112546,756206
2020-07-17,,,19,0,89,2457,1267,4821,295105,112576,772141
2020-07-18,,,19,0,91,2476,1268,4912,297604,112604,788474
2020-07-19,,,20,0,94,2496,1269,5005,300136,112631,805190
2020-07-20,,,20,0,96,2515,1269,5101,302700,112656,822317
2020-07-21,,,20,0,99,2535,1270,5199,305297,112680,839860
2020-07-22,,,20,0,102,2555,1271,5301,307927,112703,857823
2020-07-23,,,20,0,105,2576,1272,5406,310591,112724,876210
2020-07-24,,,21,0,108,2596,1273,5513,313288,112744,895025
2020-07-25,,,21,0,111,2617,1273,5624,316020,112763,914271
2020-07-26,,,21,0,114,2638,1274,5737,318786,112780,933951
2020-07-27,,,21,0,117,2659,1275,5854,321587,112797,954068
2020-07-28,,,22,0,120,2681,1275,5974,324423,112813,974623
2020-07-29,,,22,0,124,2703,1276,6097,327294,112828,995618
2020-07-30,,,22,0,127,2725,1276,6224,330200,112842,1017049
2020-07-31,,,22,0,130,2747,1277,6354,333142,112855,1038880
2020-08-01,,,23,0,134,2770,1277,6487,336119,112867,1061133
2020-08-02,,,23,0,137,2793,1278,6624,339132,112879,1083807
2020-08-03,,,23,0,141,2816,1278,6765,342180,112890,1106907
2020-08-04,,,23,0,145,2839,1278,6909,345264,112900,1130433
