date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper
2020-03-01,,,,,,,,,141,100,150
2020-03-02,,,,,,,,,281,200,300
2020-03-03,,,,,,,,,422,300,450
2020-03-04,,,,,,,,,562,400,600
2020-03-05,,,,,,,,,703,500,750
2020-03-06,,,,,,,,,844,600,900
2020-03-07,,,,,,,,,984,700,1050
2020-03-08,,,,,,,,,1125,800,1200
2020-03-09,,,,,,,,,1265,900,1350
2020-03-10,,,,,,,,,1666,1177,1860
2020-03-11,,,,,,,,,2059,1453,2352
2020-03-12,,,,,,,,,2466,1742,2856
2020-03-13,,,,,,,,,2906,2060,3400
2020-03-14,,,,,,,,,3416,2437,4031
2020-03-15,,,,,,,,,4031,2904,4794
2020-03-16,,,,,,,,,4708,3434,5615
2020-03-17,,,,,,,,,5421,4009,6466
2020-03-18,,,,,,,,,6172,4632,7356
2020-03-19,,,,,,,,,6963,5290,8286
2020-03-20,,,,,,,,,7802,5999,9275
2020-03-21,,,,,,,,,8678,6742,10306
2020-03-22,,,,,,,,,9580,7512,11364
2020-03-23,,,,,,,,,10499,8302,12439
2020-03-24,,,,,,,,,11435,9112,13535
2020-03-25,1,1,,,,,,,12388,9937,14648
2020-03-26,0,1,,,,,,,13354,10779,15771
2020-03-27,3,4,,,,,,,14331,11630,16901
2020-03-28,0,4,,,,,,,15317,12482,18044
2020-03-29,6,10,,,,,,,16308,13334,19202
2020-03-30,0,10,,,,,,,17305,14176,20368
2020-03-31,13,23,,,,,,,18307,15009,21553
2020-04-01,4,27,,,,,,,19313,15832,22759
2020-04-02,5,32,,,,,,,20323,16636,23984
2020-04-03,6,38,,,,,,,21335,17421,25227
2020-04-04,6,44,,,,,,,22349,18188,26492
2020-04-05,1,45,,,,,,,23366,18938,27778
2020-04-06,4,49,,,,,,,24384,19673,29076
2020-04-07,15,64,,,,,,,25404,20392,30396
2020-04-08,2,66,,,,,,,26424,21096,31735
2020-04-09,4,70,,,,,,,27446,21784,33095
2020-04-10,10,80,,,,,,,28468,22456,34472
2020-04-11,12,92,,,,,,,29491,23111,35867
2020-04-12,1,93,,,,,,,30514,23752,37280
2020-04-13,6,99,,,,,,,31538,24379,38712
2020-04-14,15,114,,,,,,,32561,24993,40163
2020-04-15,4,118,,,,,,,33584,25595,41632
2020-04-16,15,133,,,,,,,34608,26184,43119
2020-04-17,15,148,,,,,,,35631,26761,44623
2020-04-18,5,153,,,,,,,36653,27325,46145
2020-04-19,4,157,,,,,,,37675,27877,47684
2020-04-20,6,163,,,,,,,38696,28417,49240
2020-04-21,20,183,,,,,,,39717,28943,50812
2020-04-22,13,196,,,,,,,40736,29460,52400
2020-04-23,6,202,,,,,,,41754,29965,54003
2020-04-24,,,10,8,13,212,210,215,42771,30461,55622
2020-04-25,,,10,7,13,222,217,227,43787,30947,57255
2020-04-26,,,10,7,13,232,225,240,44802,31421,58903
2020-04-27,,,10,7,13,242,233,253,45814,31887,60566
2020-04-28,,,10,7,13,253,240,266,46825,32345,62242
2020-04-29,,,10,7,14,263,247,279,47834,32794,63932
2020-04-30,,,10,7,14,273,254,292,48842,33235,65635
2020-05-01,,,10,6,14,283,261,306,49847,33668,67351
2020-05-02,,,10,6,14,293,268,319,50850,34093,69080
2020-05-03,,,10,6,14,304,274,333,51850,34508,70820
2020-05-04,,,10,6,15,314,281,348,52848,34914,72572
2020-05-05,,,10,6,15,324,287,362,53843,35314,74336
2020-05-06,,,10,6,15,334,293,376,54836,35706,76111
