date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper
2020-02-24,,,,,,,,,70,50,100
2020-02-25,,,,,,,,,140,100,200
2020-02-26,,,,,,,,,211,150,300
2020-02-27,,,,,,,,,281,200,400
2020-02-28,,,,,,,,,351,250,500
2020-02-29,,,,,,,,,421,300,600
2020-03-01,,,,,,,,,492,350,700
2020-03-02,,,,,,,,,562,400,800
2020-03-03,,,,,,,,,632,450,900
2020-03-04,,,,,,,,,840,589,1199
2020-03-05,,,,,,,,,1046,729,1496
2020-03-06,,,,,,,,,1266,876,1811
2020-03-07,,,,,,,,,1511,1039,2162
2020-03-08,,,,,,,,,1810,1234,2588
2020-03-09,,,,,,,,,2193,1481,3126
2020-03-10,,,,,,,,,2640,1767,3747
2020-03-11,,,,,,,,,3144,2088,4430
2020-03-12,,,,,,,,,3716,2452,5190
2020-03-13,,,,,,,,,4367,2869,6045
2020-03-14,,,,,,,,,5111,3350,7014
2020-03-15,,,,,,,,,5944,3900,8081
2020-03-16,,,,,,,,,6856,4521,9238
2020-03-17,,,,,,,,,7838,5218,10473
2020-03-18,,,,,,,,,8885,5995,11773
2020-03-19,1,1,,,,,,,9991,6855,13118
2020-03-20,1,2,,,,,,,11144,7783,14512
2020-03-21,1,3,,,,,,,12331,8756,15941
2020-03-22,0,3,,,,,,,13542,9758,17402
2020-03-23,1,4,,,,,,,14767,10783,18873
2020-03-24,3,7,,,,,,,16001,11820,20357
2020-03-25,1,8,,,,,,,17238,12856,21841
2020-03-26,1,9,,,,,,,18474,13887,23330
2020-03-27,0,9,,,,,,,19704,14907,24823
2020-03-28,1,10,,,,,,,20926,15904,26322
2020-03-29,3,13,,,,,,,22138,16881,27821
2020-03-30,0,13,,,,,,,23339,17829,29318
2020-03-31,2,15,,,,,,,24528,18742,30817
2020-04-01,3,18,,,,,,,25705,19624,32327
2020-04-02,4,22,,,,,,,26868,20476,33823
2020-04-03,3,25,,,,,,,28018,21295,35328
2020-04-04,8,33,,,,,,,29155,22082,36838
2020-04-05,11,44,,,,,,,30278,22835,38356
2020-04-06,3,47,,,,,,,31388,23562,39880
2020-04-07,18,65,,,,,,,32485,24264,41412
2020-04-08,21,86,,,,,,,33569,24938,42950
2020-04-09,7,93,,,,,,,34640,25581,44498
